Provider/Channel,Sattelite_Name,freq_alt,encryption_alt
CCTV 5,ChinaSat-6E,3880 H,Videoguard
CCTV 8,ChinaSat-6E,3880 H,Videoguard
CCTV 14,ChinaSat-6E,3880 H,
CCTV 13,ChinaSat-6E,3880 H,
CCTV 9,ChinaSat-6E,3880 H,Videoguard
Shandong Education TV,ChinaSat-6E,3885 V,
Jiangxi TV,ChinaSat-6E,3892 V,
Jiangxi People's Radio,ChinaSat-6E,3892 V,
Jiangxi Economic Radio,ChinaSat-6E,3892 V,
Jiangxi Music Radio,ChinaSat-6E,3892 V,
Jiangxi News Radio,ChinaSat-6E,3892 V,
Sichuan TV 1,ChinaSat-6E,3903 V,
Sichuan Kangba Tibetan TV,ChinaSat-6E,3903 V,
Sichuan Literature & Art Radio,ChinaSat-6E,3903 V,
Sichuan People's Economic Radio,ChinaSat-6E,3903 V,
Sichuan People's Travel and Life Radio,ChinaSat-6E,3903 V,
Sichuan People's Traffic Radio,ChinaSat-6E,3903 V,
Sichuan People's Station Minjiang Music Radio,ChinaSat-6E,3903 V,
Sichuan People's City Radio,ChinaSat-6E,3903 V,
Sichuan Entertainment Radio,ChinaSat-6E,3903 V,
Sichuan People's National Radio,ChinaSat-6E,3903 V,
Sichuan City Voice,ChinaSat-6E,3903 V,
Gansu TV,ChinaSat-6E,3913 V,
Gansu People's Radio,ChinaSat-6E,3913 V,
Gansu Economic Radio,ChinaSat-6E,3913 V,
Gansu Rural Radio,ChinaSat-6E,3913 V,
CCTV 16,ChinaSat-6E,3920 H,Videoguard
CCTV 7,ChinaSat-6E,3920 H,Videoguard
CCTV 7,ChinaSat-6E,3920 H,
Anhui TV,ChinaSat-6E,3929 V,
Anhui Economic Radio,ChinaSat-6E,3929 V,
Anhui People's Radio,ChinaSat-6E,3929 V,
Anhui Music Radio,ChinaSat-6E,3929 V,
Tianjin TV,ChinaSat-6E,3940 V,
Tianjin Music Radio,ChinaSat-6E,3940 V,
Yunnan TV 1,ChinaSat-6E,3950 H,
Beijing mux,ChinaSat-6E,3951 V,
Beijing TV,ChinaSat-6E,3951 V,
Beijing TV Kaku,ChinaSat-6E,3951 V,
Beijing News Radio,ChinaSat-6E,3951 V,
Beijing Public Service Radio,ChinaSat-6E,3951 V,
Jiangsu TV,ChinaSat-6E,3971 H,
You Man Cartoon Channel,ChinaSat-6E,3971 H,
CETV 1,ChinaSat-6E,4000 H,
CETV 1,ChinaSat-6E,4000 H,Tongfang
CETV 4,ChinaSat-6E,4000 H,Tongfang
CETV Early Education,ChinaSat-6E,4020 V,Videoguard
Tianyuan Go,ChinaSat-6E,4020 V,Tongfang
Fujian South East TV,ChinaSat-6E,4030 H,
Fujian South East TV,ChinaSat-6E,4067 H,Mediaguard
Fujian South East TV,ChinaSat-6E,4067 H,Nagravision
Xiamen Star TV China,ChinaSat-6E,4030 H,Mediaguard
Xiamen Star TV China,ChinaSat-6E,4030 H,Nagravision
Fujian News Radio,ChinaSat-6E,4030 H,
Fujian South East Radio,ChinaSat-6E,4030 H,
Xiamen News Radio,ChinaSat-6E,4030 H,
Xiamen Economy & Traffic Radio,ChinaSat-6E,4030 H,
Xiamen Music Radio,ChinaSat-6E,4030 H,
Xiamen Min-nan-hua Broadcast,ChinaSat-6E,4030 H,
Xiamen Travel Radio,ChinaSat-6E,4030 H,
Hebei TV,ChinaSat-6E,4053 V,
Hebei People's Radio,ChinaSat-6E,4053 V,
Hebei Music Radio,ChinaSat-6E,4053 V,
Hebei Economic Radio,ChinaSat-6E,4053 V,
Hebei Life Radio,ChinaSat-6E,4053 V,
Hebei City Radio,ChinaSat-6E,4053 V,
Liaoning TV,ChinaSat-6E,4092 H,Irdeto
CCTV 4 Asia,ChinaSat-6E,4116 H,
CGTN Français,ChinaSat-6E,4116 H,
CGTN Español,ChinaSat-6E,4116 H,
CGTN Russkij,ChinaSat-6E,4116 H,
CGTN Arabic,ChinaSat-6E,4116 H,
Shenzhen TV,ChinaSat-6E,4135 H,
Hubei Satellite TV,ChinaSat-6E,4147 H,
Hubei People's Radio,ChinaSat-6E,4147 H,
Qinghai mux,ChinaSat-6E,4158 H,
Ando TV,ChinaSat-6E,4158 H,
Qinghai People's News Radio,ChinaSat-6E,4158 H,
Qinghai People's Satellite Radio,ChinaSat-6E,4158 H,
Qinghai People's Economic Radio 1,ChinaSat-6E,4158 H,
Qinghai People's Economic Radio 2,ChinaSat-6E,4158 H,
Qinghai Traffic and Music Radio,ChinaSat-6E,4158 H,
Nei Monggol Chinese TV,ChinaSat-6E,4171 H,
Nei Monggol Chinese Radio,ChinaSat-6E,4171 H,
Nei Monggol Mongolian Radio,ChinaSat-6E,4171 H,
Nei Monggol Overseas Radio,ChinaSat-6E,4171 H,
Nei Monggol Traffic Radio,ChinaSat-6E,4171 H,
Nei Monggol General News Radio,ChinaSat-6E,4171 H,
Nei Monggol Grassland Radio,ChinaSat-6E,4171 H,
Nei Monggol Story Radio,ChinaSat-6E,4171 H,
Nei Monggol Music Radio,ChinaSat-6E,4171 H,
Nei Monggol Economy Radio,ChinaSat-6E,4171 H,
Hulunbuir Mongolian Radio,ChinaSat-6E,4171 H,
Hulunbuir Chinese Radio,ChinaSat-6E,4171 H,
Alxa Mongolian Radio,ChinaSat-6E,4171 H,
Alxa Chinese Radio,ChinaSat-6E,4171 H,
Xilingol Mongolian Radio,ChinaSat-6E,4171 H,
Xilingol Chinese Radio,ChinaSat-6E,4171 H,
CNR 1 Voice of China,ChinaSat-6E,4175 V,
CNR 2 Voice of Finance,ChinaSat-6E,4175 V,
CNR 3 Music Radio,ChinaSat-6E,4175 V,
CNR 4 Golden Radio,ChinaSat-6E,4175 V,
CNR 5 Taiwan service 1,ChinaSat-6E,4175 V,
CNR 6 Taiwan service 2,ChinaSat-6E,4175 V,
CNR 7 Radio The Greater Bay,ChinaSat-6E,4175 V,
CNR 8 Minorities service,ChinaSat-6E,4175 V,
CNR 9 FM 106.6,ChinaSat-6E,4175 V,
CNR 10 Senior Citizen Radio,ChinaSat-6E,4175 V,
CNR 11 Tibetan Radio,ChinaSat-6E,4175 V,
CNR 12 Reading Radio,ChinaSat-6E,4175 V,
CNR 13 Uyghur Radio,ChinaSat-6E,4175 V,
CNR 14 Hong Kong Radio,ChinaSat-6E,4175 V,
CNR 15 Traffic Radio,ChinaSat-6E,4175 V,
CNR 16 Countryside Radio,ChinaSat-6E,4175 V,
CNR 17 Kazakh Radio,ChinaSat-6E,4175 V,
China Radio International,ChinaSat-6E,4175 V,
China Radio International,ChinaSat-6E,4175 V,
China Radio International,ChinaSat-6E,4175 V,
China Radio International,ChinaSat-6E,4175 V,
China Radio International,ChinaSat-6E,4175 V,
China Radio International,ChinaSat-6E,4175 V,
China Radio International,ChinaSat-6E,4175 V,
China Radio International,ChinaSat-6E,4175 V,
China Radio International,ChinaSat-6E,4175 V,
China Radio International,ChinaSat-6E,4175 V,
China Radio International,ChinaSat-6E,4175 V,
CGTN Radio,ChinaSat-6E,4175 V,
CRI Ez FM,ChinaSat-6E,4175 V,
CRI Ez FM,ChinaSat-6E,4175 V,
CRI Hit FM 88.7,ChinaSat-6E,4175 V,
CRI Hit FM 88.7,ChinaSat-6E,4175 V,
China Plus Radio,ChinaSat-6E,4175 V,
Voice of the South China Sea,ChinaSat-6E,4175 V,
CGN TV Japan,Koreasat-5,12347 V,
CGN TV Chinese,Koreasat-5,12347 V,
NTD TV China,Koreasat-5,12363 V,
Sound of Hope,Koreasat-5,12363 V,
MNB,Koreasat-5A,11493 V,
BBS TV (Mongolia),Koreasat-5A,11493 V,
G Sat promo,Koreasat-5A,12310 V,
One Media Network,Koreasat-5A,12310 V,
(LG feeds),Koreasat-5A,12354 H,BISS
(MBN feeds),Koreasat-5A,12359 H,
(MBN feeds),Koreasat-5A,12623 H,
AFN Prime Atlantic,Koreasat-5A,12470 V,PowerVu
AFN Prime Atlantic,Koreasat-5A,12470 V,Verimatrix
AFN Prime Atlantic,Koreasat-5A,12590 V,PowerVu
AFN Prime Atlantic,Koreasat-5A,12590 V,Verimatrix
AFN News,Koreasat-5A,12470 V,PowerVu
AFN News,Koreasat-5A,12470 V,Verimatrix
AFN News,Koreasat-5A,12590 V,PowerVu
AFN News,Koreasat-5A,12590 V,Verimatrix
AFN Sports,Koreasat-5A,12470 V,PowerVu
AFN Sports,Koreasat-5A,12470 V,Verimatrix
AFN Sports,Koreasat-5A,12590 V,PowerVu
AFN Sports,Koreasat-5A,12590 V,Verimatrix
AFN Prime Pacific,Koreasat-5A,12470 V,PowerVu
AFN Prime Pacific,Koreasat-5A,12470 V,Verimatrix
AFN Prime Pacific,Koreasat-5A,12590 V,PowerVu
AFN Prime Pacific,Koreasat-5A,12590 V,Verimatrix
AFN Spectrum,Koreasat-5A,12470 V,PowerVu
AFN Spectrum,Koreasat-5A,12470 V,Verimatrix
AFN Spectrum,Koreasat-5A,12590 V,PowerVu
AFN Spectrum,Koreasat-5A,12590 V,Verimatrix
AFN Sports 2,Koreasat-5A,12470 V,PowerVu
AFN Sports 2,Koreasat-5A,12470 V,Verimatrix
AFN Sports 2,Koreasat-5A,12590 V,PowerVu
AFN Sports 2,Koreasat-5A,12590 V,Verimatrix
AFN Family,Koreasat-5A,12470 V,PowerVu
AFN Family,Koreasat-5A,12470 V,Verimatrix
AFN Family,Koreasat-5A,12590 V,PowerVu
AFN Family,Koreasat-5A,12590 V,Verimatrix
AFN Movie,Koreasat-5A,12470 V,PowerVu
AFN Movie,Koreasat-5A,12470 V,Verimatrix
AFN Movie,Koreasat-5A,12590 V,PowerVu
AFN Movie,Koreasat-5A,12590 V,Verimatrix
AFN The Eagle Pacific,Koreasat-5A,12470 V,PowerVu
AFN The Eagle Pacific,Koreasat-5A,12470 V,Verimatrix
AFN The Eagle Pacific,Koreasat-5A,12590 V,PowerVu
AFN The Eagle Pacific,Koreasat-5A,12590 V,Verimatrix
AFN The Voice,Koreasat-5A,12470 V,PowerVu
AFN The Voice,Koreasat-5A,12470 V,Verimatrix
AFN The Voice,Koreasat-5A,12590 V,PowerVu
AFN The Voice,Koreasat-5A,12590 V,Verimatrix
AFN PowerTalk,Koreasat-5A,12470 V,PowerVu
AFN PowerTalk,Koreasat-5A,12470 V,Verimatrix
AFN PowerTalk,Koreasat-5A,12590 V,PowerVu
AFN PowerTalk,Koreasat-5A,12590 V,Verimatrix
AFN Clutch,Koreasat-5A,12470 V,PowerVu
AFN Clutch,Koreasat-5A,12470 V,Verimatrix
AFN Clutch,Koreasat-5A,12590 V,PowerVu
AFN Clutch,Koreasat-5A,12590 V,Verimatrix
AFN Fans,Koreasat-5A,12470 V,PowerVu
AFN Fans,Koreasat-5A,12470 V,Verimatrix
AFN Fans,Koreasat-5A,12470 V,PowerVu
AFN Fans,Koreasat-5A,12470 V,Verimatrix
AFN Fans,Koreasat-5A,12590 V,PowerVu
AFN Fans,Koreasat-5A,12590 V,Verimatrix
AFN Fans,Koreasat-5A,12590 V,PowerVu
AFN Fans,Koreasat-5A,12590 V,Verimatrix
AFN The Blend,Koreasat-5A,12470 V,PowerVu
AFN The Blend,Koreasat-5A,12470 V,Verimatrix
AFN The Blend,Koreasat-5A,12590 V,PowerVu
AFN The Blend,Koreasat-5A,12590 V,Verimatrix
AFN Legacy,Koreasat-5A,12470 V,PowerVu
AFN Legacy,Koreasat-5A,12470 V,Verimatrix
AFN Legacy,Koreasat-5A,12590 V,PowerVu
AFN Legacy,Koreasat-5A,12590 V,Verimatrix
AFN's Joe Radio,Koreasat-5A,12470 V,PowerVu
AFN's Joe Radio,Koreasat-5A,12470 V,Verimatrix
AFN's Joe Radio,Koreasat-5A,12590 V,PowerVu
AFN's Joe Radio,Koreasat-5A,12590 V,Verimatrix
AFN Gravity,Koreasat-5A,12470 V,PowerVu
AFN Gravity,Koreasat-5A,12470 V,Verimatrix
AFN Gravity,Koreasat-5A,12590 V,PowerVu
AFN Gravity,Koreasat-5A,12590 V,Verimatrix
AFN Country,Koreasat-5A,12470 V,PowerVu
AFN Country,Koreasat-5A,12470 V,Verimatrix
AFN Country,Koreasat-5A,12590 V,PowerVu
AFN Country,Koreasat-5A,12590 V,Verimatrix
NPR AFN,Koreasat-5A,12470 V,PowerVu
NPR AFN,Koreasat-5A,12470 V,Verimatrix
NPR AFN,Koreasat-5A,12590 V,PowerVu
NPR AFN,Koreasat-5A,12590 V,Verimatrix
AFN Seasonal,Koreasat-5A,12470 V,PowerVu
AFN Seasonal,Koreasat-5A,12470 V,Verimatrix
AFN Seasonal,Koreasat-5A,12590 V,PowerVu
AFN Seasonal,Koreasat-5A,12590 V,Verimatrix
AFN Contingency,Koreasat-5A,12470 V,PowerVu
AFN Contingency,Koreasat-5A,12470 V,Verimatrix
AFN Contingency,Koreasat-5A,12590 V,PowerVu
AFN Contingency,Koreasat-5A,12590 V,Verimatrix
AFN Freedom Rock,Koreasat-5A,12470 V,PowerVu
AFN Freedom Rock,Koreasat-5A,12470 V,Verimatrix
AFN Freedom Rock,Koreasat-5A,12590 V,PowerVu
AFN Freedom Rock,Koreasat-5A,12590 V,Verimatrix
AFN The Eagle Iwakuni,Koreasat-5A,12470 V,PowerVu
AFN The Eagle Iwakuni,Koreasat-5A,12470 V,Verimatrix
AFN The Eagle Iwakuni,Koreasat-5A,12590 V,PowerVu
AFN The Eagle Iwakuni,Koreasat-5A,12590 V,Verimatrix
AFN The Eagle Daegu,Koreasat-5A,12470 V,PowerVu
AFN The Eagle Daegu,Koreasat-5A,12470 V,Verimatrix
AFN The Eagle Daegu,Koreasat-5A,12590 V,PowerVu
AFN The Eagle Daegu,Koreasat-5A,12590 V,Verimatrix
AFN The Eagle Humphreys,Koreasat-5A,12470 V,PowerVu
AFN The Eagle Humphreys,Koreasat-5A,12470 V,Verimatrix
AFN The Eagle Humphreys,Koreasat-5A,12590 V,PowerVu
AFN The Eagle Humphreys,Koreasat-5A,12590 V,Verimatrix
AFN The Eagle Kunsan,Koreasat-5A,12470 V,PowerVu
AFN The Eagle Kunsan,Koreasat-5A,12470 V,Verimatrix
AFN The Eagle Kunsan,Koreasat-5A,12590 V,PowerVu
AFN The Eagle Kunsan,Koreasat-5A,12590 V,Verimatrix
AFN The Eagle Misawa,Koreasat-5A,12470 V,PowerVu
AFN The Eagle Misawa,Koreasat-5A,12470 V,Verimatrix
AFN The Eagle Misawa,Koreasat-5A,12590 V,PowerVu
AFN The Eagle Misawa,Koreasat-5A,12590 V,Verimatrix
AFN The Eagle Okinawa,Koreasat-5A,12470 V,PowerVu
AFN The Eagle Okinawa,Koreasat-5A,12470 V,Verimatrix
AFN The Eagle Okinawa,Koreasat-5A,12470 V,PowerVu
AFN The Eagle Okinawa,Koreasat-5A,12470 V,Verimatrix
AFN The Eagle Okinawa,Koreasat-5A,12590 V,PowerVu
AFN The Eagle Okinawa,Koreasat-5A,12590 V,Verimatrix
AFN The Eagle Okinawa,Koreasat-5A,12590 V,PowerVu
AFN The Eagle Okinawa,Koreasat-5A,12590 V,Verimatrix
AFN The Eagle Tokyo,Koreasat-5A,12470 V,PowerVu
AFN The Eagle Tokyo,Koreasat-5A,12470 V,Verimatrix
AFN The Eagle Tokyo,Koreasat-5A,12590 V,PowerVu
AFN The Eagle Tokyo,Koreasat-5A,12590 V,Verimatrix
AFN The Eagle Sasebo,Koreasat-5A,12470 V,PowerVu
AFN The Eagle Sasebo,Koreasat-5A,12470 V,Verimatrix
AFN The Eagle Sasebo,Koreasat-5A,12590 V,PowerVu
AFN The Eagle Sasebo,Koreasat-5A,12590 V,Verimatrix
(SBS feeds),Koreasat-5A,12520 H,
(SBS feeds),Koreasat-5A,12527 H,
SkyGuide,Koreasat-5A,12536 H,
NHTV (Mon-Fri 08:45-17:15),Koreasat-5A,12554 H,
OUN,Koreasat-5A,12577 H,
OUN,Koreasat-5A,12602 H,
National Assembly TV,Koreasat-5A,12577 H,
National Assembly TV,Koreasat-5A,12602 H,
EBS Plus 1,Koreasat-5A,12577 H,
EBS Plus 1,Koreasat-5A,12602 H,
EBS Plus 2,Koreasat-5A,12577 H,
EBS Plus 2,Koreasat-5A,12602 H,
EBS English,Koreasat-5A,12577 H,
EBS English,Koreasat-5A,12602 H,
(Korea Telecom feeds),Koreasat-5A,12624 V,
(Korea Telecom feeds),Koreasat-5A,12639 V,
(Korea Telecom feeds),Koreasat-5A,12644 H,
(MBC feeds),Koreasat-5A,12655 H,
(MBC feeds),Koreasat-5A,12660 H,
MBC (South Korea),Koreasat-5A,12665 H,
MBC Standard FM,Koreasat-5A,12665 H,
MBC FM4U,Koreasat-5A,12665 H,
KBS Korea,Koreasat-5A,12710 V,
YTN,Koreasat-5A,12710 V,
KBS World,Koreasat-5A,12710 V,
AMG promo,ChinaSat-10,3645 H,
Shandong Education TV,ChinaSat-10,3834 V,Irdeto
BS Asahi,BSAT-3A,11727 R,B-CAS
BS-TBS,BSAT-3A,11727 R,B-CAS
BS TV Tokyo,BSAT-3A,11727 R,B-CAS
NHK BS Premium,BSAT-3A,11766 R,B-CAS
BS 11,BSAT-3A,11881 R,B-CAS
BS 12,BSAT-3A,11881 R,B-CAS
BS Nippon TV,BSAT-3A,11958 R,B-CAS
BS Fuji,BSAT-3A,11958 R,B-CAS
NHK BS 1,BSAT-3A,11996 R,B-CAS
BS-TBS 4K,BSAT-3A,12034 R,ACAS
BS Fuji 4K,BSAT-3A,12034 R,ACAS
BS Asahi 4K,BSAT-3C-JCSAT-110R,11843 R,ACAS
BS TV Tokyo 4K,BSAT-3C-JCSAT-110R,11843 R,ACAS
BS Nippon TV 4K,BSAT-3C-JCSAT-110R,11843 R,ACAS
BS Campus ex,BSAT-3C-JCSAT-110R,11919 R,B-CAS
BS Campus on,BSAT-3C-JCSAT-110R,11919 R,B-CAS
The Open University of Japan Radio,BSAT-3C-JCSAT-110R,11919 R,B-CAS
Shop Channel,JCSAT-15,12411 R,B-CAS
QVC Japan,JCSAT-15,12691 R,B-CAS
Shop Channel 4K,BSAT-4A,11862 L,ACAS
QVC Japan 4K,BSAT-4A,11862 L,ACAS
CCTV 1,SES-9,10981 H,Wyplay
CCTV 2,SES-9,10981 H,Wyplay
CCTV Entertainment,SES-9,10981 H,Wyplay
CCTV 4 Asia,SES-9,10981 H,Wyplay
CCTV 5+,SES-9,10981 H,Wyplay
CCTV 6,SES-9,10981 H,Wyplay
CCTV 7,SES-9,10981 H,Wyplay
CCTV Opera,SES-9,10981 H,Wyplay
CCTV 9,SES-9,10981 H,Wyplay
CCTV 10,SES-9,10981 H,Wyplay
CCTV 11,SES-9,10981 H,Wyplay
CCTV 12,SES-9,10981 H,Wyplay
CCTV 13,SES-9,10981 H,Wyplay
CCTV 14,SES-9,10981 H,Wyplay
CCTV 15,SES-9,10981 H,Wyplay
Hunan TV,SES-9,10981 H,Wyplay
Zhejiang Satellite TV,SES-9,10981 H,Wyplay
Shandong TV,SES-9,10981 H,Wyplay
Dragon TV (China),SES-9,10981 H,Wyplay
Jiangsu TV,SES-9,10981 H,Wyplay
Henan TV,SES-9,10981 H,Wyplay
Anhui TV,SES-9,10981 H,Wyplay
Hebei TV,SES-9,10981 H,Wyplay
Fujian South East TV,SES-9,10981 H,Wyplay
Guangdong Satellite TV,SES-9,10981 H,Wyplay
Beijing TV,SES-9,10981 H,Wyplay
Tianjin TV,SES-9,10981 H,Wyplay
Liaoning TV,SES-9,10981 H,Wyplay
Hubei Satellite TV,SES-9,10981 H,Wyplay
Jiangxi TV,SES-9,10981 H,Wyplay
Shanxi TV,SES-9,10981 H,Wyplay
Guangxi TV,SES-9,10981 H,Wyplay
Chongqing TV,SES-9,10981 H,Wyplay
Heilongjiang TV,SES-9,10981 H,Wyplay
Guizhou TV,SES-9,10981 H,Wyplay
Xiamen Star TV China,SES-9,10981 H,Wyplay
The Greater Bay Satellite TV,SES-9,10981 H,Wyplay
Shenzhen TV,SES-9,10981 H,Wyplay
Sichuan TV 1,SES-9,10981 H,Wyplay
Ningxia TV,SES-9,10981 H,Wyplay
CETV 1,SES-9,10981 H,Wyplay
You Man Cartoon Channel,SES-9,10981 H,Wyplay
Toonmax TV,SES-9,10981 H,Wyplay
Golden Eagle Cartoon,SES-9,10981 H,Wyplay
Beijing TV Kaku,SES-9,10981 H,Wyplay
JiaJia Cartoon,SES-9,10981 H,Wyplay
Hainan Satellite TV,SES-9,10981 H,Wyplay
Sansha TV,SES-9,10981 H,Wyplay
Nei Monggol TV,SES-9,10981 H,Wyplay
Gansu TV,SES-9,10981 H,Wyplay
Shandong Education TV,SES-9,10981 H,Wyplay
Shaanxi TV,SES-9,10981 H,Wyplay
Yunnan TV 1,SES-9,10981 H,Wyplay
Martial Arts World,SES-9,10981 H,Wyplay
Phoenix Chinese Channel,SES-9,10981 H,Wyplay
Phoenix InfoNews Channel,SES-9,10981 H,Wyplay
Phoenix Hong Kong,SES-9,10981 H,Wyplay
Macau Lotus TV,SES-9,10981 H,Wyplay
Macau Asia Satellite TV,SES-9,10981 H,Wyplay
Kungfu Satellite TV,SES-9,10981 H,Wyplay
Macau Satellite TV,SES-9,10981 H,Wyplay
Xing Kong China,SES-9,10981 H,Wyplay
Sun TV (Hong Kong),SES-9,10981 H,Wyplay
Health & Wellness,SES-9,11110 H,Videoguard
Pet & Pal,SES-9,11110 H,Videoguard
Luxe & Life,SES-9,11110 H,Videoguard
Motorvision+,SES-9,11110 H,Videoguard
Ginx TV International,SES-9,11110 H,Videoguard
My Cinema Europe,SES-9,11110 H,Videoguard
Bin Baz TV,SES-9,11861 H,
Fatwa TV,SES-9,11861 H,
Insan TV,SES-9,11861 H,
Ashiil TV,SES-9,11861 H,
Muadz TV,SES-9,11861 H,
Naajiya TV,SES-9,11861 H,
Surau TV,SES-9,11861 H,
Ahsan TV,SES-9,11861 H,
Hijrah TV (Indonesia),SES-9,11861 H,
Sunna TV (Saudi Arabia),SES-9,11861 H,
Niaga TV,SES-9,11861 H,
Al-Iman TV (Indonesia),SES-9,11861 H,
Media Sunnah Aceh TV,SES-9,11861 H,
Quran TV (Saudi Arabia),SES-9,11861 H,
Rodja TV,SES-9,11861 H,
MGI TV,SES-9,11861 H,
Jaya TV (Indonesia),SES-9,11861 H,
MM Channel,SES-9,11861 V,
M Channel (Indonesia),SES-9,11861 V,
Da Ai TV Indonesia,SES-9,11861 V,
FTV,SES-9,11861 V,
Nex promo,SES-9,11861 V,
TV Mu,SES-9,11861 V,
Ajwa TV,SES-9,11861 V,
VoA TV China,SES-9,12614 H,
Voice of America,SES-9,12614 H,
Radio Free Asia,SES-9,12614 H,
One Media Network,SES-9,12711 H,
TVRI Kalimantan Tengah,Telkom-4,3720 H,
TVRI Kalimantan Tengah,Telkom-4,3857 H,
JTV (Indonesia),Telkom-4,3720 H,
TVRI Sumatera Utara,Telkom-4,3720 H,
TVRI Jawa Tengah,Telkom-4,3720 H,
TVRI Jawa Barat,Telkom-4,3720 H,
TVRI Jawa Timur,Telkom-4,3720 H,
TVRI Bali,Telkom-4,3720 H,
TVRI Papua Barat,Telkom-4,3720 H,
TVRI Riau,Telkom-4,3720 H,
TVRI Sulawesi Tenggara,Telkom-4,3720 H,
TVRI Bangka Belitung,Telkom-4,3720 H,
TVRI Sulawesi Barat,Telkom-4,3720 H,
TVRI Nusa Tenggara Timur,Telkom-4,3720 H,
TVRI Sulawesi Tengah,Telkom-4,3720 H,
TVRI Gorontalo,Telkom-4,3720 H,
TVRI Kalimantan Utara (day),Telkom-4,3720 H,
TVRI Kalimantan Timur,Telkom-4,3720 H,
TVRI Papua,Telkom-4,3720 H,
TVRI Maluku Utara,Telkom-4,3720 H,
RRI Net,Telkom-4,3720 H,
Nusantara TV,Telkom-4,3720 H,
Fatwa TV,Telkom-4,3720 H,
Kompas TV,Telkom-4,3752 H,
KTV (Indonesia),Telkom-4,3752 H,
Da Ai TV Indonesia,Telkom-4,3756 H,
Insan TV,Telkom-4,3773 H,
Ashiil TV,Telkom-4,3773 H,
Ahsan TV,Telkom-4,3773 H,
Muadz TV,Telkom-4,3773 H,
Naajiya TV,Telkom-4,3773 H,
Hijrah TV (Indonesia),Telkom-4,3773 H,
Al-Iman TV (Indonesia),Telkom-4,3773 H,
Salam TV (Indonesia),Telkom-4,3773 H,
Sunna TV (Saudi Arabia),Telkom-4,3773 H,
Quran TV (Saudi Arabia),Telkom-4,3773 H,
Pal TV,Telkom-4,3773 H,
Bin Baz TV,Telkom-4,3773 H,
BETV,Telkom-4,3773 H,
RB TV,Telkom-4,3773 H,
Siak TV,Telkom-4,3773 H,
TVRI Sumatera Selatan,Telkom-4,3773 H,
Lejel Home Shopping,Telkom-4,3773 H,
TV Mu,Telkom-4,3778 V,
Wesal TV (Indonesia),Telkom-4,3778 V,
Gazwah TV,Telkom-4,3778 V,
TVRI Nusa Tenggara Barat,Telkom-4,3791 H,
TVRI Maluku,Telkom-4,3791 H,
TVRI Kalimantan Selatan,Telkom-4,3791 H,
TVRI Sulawesi Selatan,Telkom-4,3791 H,
TVRI Sulawesi Utara,Telkom-4,3791 H,
TVRI Kepulauan Riau (afternoon),Telkom-4,3791 H,
TVRI Aceh,Telkom-4,3791 H,
TVRI Jambi,Telkom-4,3791 H,
TVRI Kalimantan Barat,Telkom-4,3791 H,
TVRI Jakarta,Telkom-4,3791 H,
TVRI Yogyakarta,Telkom-4,3791 H,
TVRI Lampung,Telkom-4,3791 H,
TVRI Sumatera Barat,Telkom-4,3791 H,
TVRI Bengkulu,Telkom-4,3791 H,
MGI TV,Telkom-4,3824 H,
Radio Rodja,Telkom-4,3824 H,
(Telkomsat feeds),Telkom-4,3828 H,
(Telkomsat feeds),Telkom-4,3933 H,
ANTV,Telkom-4,3850 H,
VTV (Indonesia),Telkom-4,3850 H,
Dei Kids TV,Telkom-4,3872 H,
BTV (Indonesia),Telkom-4,3876 H,
(TransMedia feeds),Telkom-4,3880 H,
Trans TV,Telkom-4,3888 H,
Trans 7,Telkom-4,3888 H,
CNN Indonesia,Telkom-4,3888 H,BISS 1
CNBC Indonesia,Telkom-4,3888 H,BISS 1
M Channel (Indonesia),Telkom-4,3900 V,
Reformed 21,Telkom-4,3900 V,
Nex promo,Telkom-4,3900 V,
Ajwa TV,Telkom-4,3900 V,
(TVRI feeds),Telkom-4,3914 H,
TVRI Nasional,Telkom-4,3924 H,
TVRI World,Telkom-4,3924 H,
TVRI Sport,Telkom-4,3924 H,
Bali TV,Telkom-4,3938 H,
RRI Pro 1 Kendari,Telkom-4,3946 H,
RRI Pro 1 Sibolga,Telkom-4,3946 H,
RRI Pro 1 Bandar Lampung,Telkom-4,3946 H,
RRI Pro 1 Jambi,Telkom-4,3946 H,
RRI Pro 1 Banda Aceh,Telkom-4,3946 H,
RRI Pro 1 Pekanbaru,Telkom-4,3946 H,
RRI Pro 1 Manado,Telkom-4,3946 H,
RRI Pro 1 Padang,Telkom-4,3946 H,
RRI Pro 1 Palu,Telkom-4,3946 H,
RRI Pro 1 Cirebon,Telkom-4,3946 H,
RRI Pro 1 Mataram,Telkom-4,3946 H,
RRI Pro 1 Malang,Telkom-4,3946 H,
RRI Pro 1 Singaraja,Telkom-4,3946 H,
RRI Pro 1 Palembang,Telkom-4,3946 H,
RRI Pro 1 Tanjung Pinang,Telkom-4,3946 H,
RRI Pro 1 Tarakan,Telkom-4,3946 H,
RRI Pro 3,Telkom-4,3946 H,
RRI Pro 1 Madiun,Telkom-4,3946 H,
RRI Pro 1 Bandung,Telkom-4,3946 H,
RRI Pro 1 Semarang,Telkom-4,3946 H,
RRI Pro 1 Medan,Telkom-4,3946 H,
RRI Pro 1 Meulaboh,Telkom-4,3946 H,
RRI Pro 1 Palangkaraya,Telkom-4,3946 H,
RRI Pro 1 Samarinda,Telkom-4,3946 H,
