SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
,(feeds),,,DVB-S2,7000.0,3/4,3708 V,tp WH1C,,,,,,,,False,,,
,(feeds),,,DVB-S2,5630.0,3/4,3716 V,tp WH1C,,,,,,,,False,,,
,(feeds),,,DVB-S2,3260.0,3/4,3726 H,tp WH2C,,,,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,3/4,3807 H,tp WH6C,,,,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,3/4,3825 H,tp WH6C,,,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,4023 H,tp WH16C,,,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,2/3,12390 H,tp 26K,,,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,2/3,12399 H,tp 26K,,,,,,,,False,,,
,(feeds),,,DVB-S2,14400.0,2/3,12412 V,tp 7K,,,,,,,,False,,,
,(feeds),,,DVB-S,14400.0,2/3,12441 V,tp 9K,,,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,2/3,12498 H,tp 12K,,,,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,2/3,12511 H,tp 14K,,,,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,2/3,12520 H,tp 14K,,,,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,2/3,12538 H,tp 14K,,,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,5/6,12591 V,tp 17K,,,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,5/6,12600 V,tp 17K,,,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,5/6,12609 V,tp 17K,,,,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,5/6,12618 V,tp 17K,,,,,,,,False,,,
,(ABS-CBN feeds),,,DVB-S,3000.0,7/8,3723 H,tp WH2C,,,,,,,,False,,,
,(ABS-CBN feeds),,,DVB-S2,3260.0,3/4,3729 H,tp WH2C,,,,,,,,False,,,
,(ABS-CBN feeds),,,DVB-S,3000.0,7/8,3733 H,tp WH2C,,,,,,,,False,,,
,(ABS-CBN feeds),,,DVB-S,3000.0,7/8,3737 H,tp WH2C,,,,,,,,False,,,
,(EM TV feeds),,,DVB-S2,3333.0,5/6,3810 V,tp WH5C,,,,,,,,False,,,
,Warner Bros. Discovery,,,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,"PowerVu,PowerVu",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,,,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,"PowerVu,PowerVu",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,,,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,"PowerVu,PowerVu",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,,,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,"PowerVu,PowerVu",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,1-1,,DVB-S2,30000.0,3/4,3980 H,tp WH14C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,1-1,,DVB-S2,30000.0,3/4,3980 H,tp WH14C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,1-1,,DVB-S2,30000.0,3/4,3980 H,tp WH14C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,1-1,,DVB-S2,30000.0,3/4,3980 H,tp WH14C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,,,DVB-S2,30000.0,3/4,4040 V,tp WH17C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,,,DVB-S2,30000.0,3/4,4040 V,tp WH17C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,,,DVB-S2,30000.0,3/4,4040 V,tp WH17C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,,,DVB-S2,30000.0,3/4,4040 V,tp WH17C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,1-101,,DVB-S2,30000.0,3/4,4080 V,tp WH19C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,1-101,,DVB-S2,30000.0,3/4,4080 V,tp WH19C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,1-101,,DVB-S2,30000.0,3/4,4080 V,tp WH19C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
,Warner Bros. Discovery,1-101,,DVB-S2,30000.0,3/4,4080 V,tp WH19C,0.0,PowerVu,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
301,Animal Planet Taiwan,MPEG-4/HD,4400.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,Animal Planet Taiwan,https://www.lyngsat.com/tvchannels/us/Animal-Planet-Taiwan.html,,,False,Warner Bros. Discovery,Chi Eng,us
302,TLC Taiwan,MPEG-4/HD,4500.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,TLC Taiwan,https://www.lyngsat.com/tvchannels/us/TLC-Taiwan.html,,,False,Warner Bros. Discovery,Eng,us
303,Discovery Channel Taiwan,MPEG-4/HD,4800.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,Discovery Channel Taiwan,https://www.lyngsat.com/tvchannels/us/Discovery-Channel-Taiwan.html,,,False,Warner Bros. Discovery,Chi Eng,us
333,TLC New Zealand,MPEG-4/SD,4100.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,TLC New Zealand,https://www.lyngsat.com/tvchannels/us/TLC-New-Zealand.html,,,False,Warner Bros. Discovery,Eng,us
340,Discovery Channel Philippines,MPEG-4/HD,4600.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,Discovery Channel Philippines,https://www.lyngsat.com/tvchannels/us/Discovery-Channel-Philippines.html,,,False,Warner Bros. Discovery,Eng,us
341,TLC Philippines,MPEG-4/HD,4700.0,DVB-S2,30000.0,3/4,3840 V,tp WH7C,0.0,PowerVu,,TLC Philippines,https://www.lyngsat.com/tvchannels/us/TLC-Philippines.html,,,False,Warner Bros. Discovery,Eng,us
1,EM TV (Papua New Guinea),0-0MPEG-2/SD,103.0,DVB-S2,3960.0,3/4,3882 V,tp WH9C,0.0,,,,,,,False,Warner Bros. Discovery,,
,,,,DVB-S2,3960.0,3/4,3900 H,tp WH10C,0.0,,,,,,,False,Warner Bros. Discovery,,
,,,,DVB-S2,7200.0,5/6,12613 H,tp 34K,,,,,,,,False,Warner Bros. Discovery,,
,,,,DVB-S2,7500.0,5/6,12646 H,tp 20K,0.0,,,,,,,False,Warner Bros. Discovery,,
,,,,DVB-S2,7500.0,5/6,12686 H,tp 22K,0.0,,,,,,,False,Warner Bros. Discovery,,
,,,,DVB-S2,7500.0,5/6,12726 H,tp 24K,0.0,,,,,,,False,Warner Bros. Discovery,,
,Paramount International Networks,,,DVB-S2,15000.0,3/4,3931 H,tp WH12C,0.0,Viaccess,https://www.lyngsat.com/providers/us/Paramount-International-Networks.html,,,,,True,Paramount International Networks,,
41,Nickelodeon South East Asia,MPEG-4/HD,4101.0,DVB-S2,15000.0,3/4,3931 H,tp WH12C,0.0,Viaccess,,Nickelodeon South East Asia,https://www.lyngsat.com/tvchannels/us/Nickelodeon-South-East-Asia.html,,,False,Paramount International Networks,Eng May Chi Tha,us
46,MTV 90s,MPEG-4/HD,4601.0,DVB-S2,15000.0,3/4,3931 H,tp WH12C,0.0,Viaccess,,MTV 90s,https://www.lyngsat.com/tvchannels/us/MTV-90s.html,,,False,Paramount International Networks,Eng,us
47,MTV Live Australia,MPEG-4/HD,4701.0,DVB-S2,15000.0,3/4,3931 H,tp WH12C,0.0,Viaccess,,MTV Live Australia,https://www.lyngsat.com/tvchannels/us/MTV-Live-Australia.html,,,False,Paramount International Networks,Eng,us
49,[Paramount Network Asia info card],MPEG-4/SD,4901.0,DVB-S2,15000.0,3/4,3931 H,tp WH12C,0.0,Viaccess,,,,,,False,Paramount International Networks,Eng,
51,Nick Jr Asia,MPEG-4/HD,5101.0,DVB-S2,15000.0,3/4,3931 H,tp WH12C,0.0,Viaccess,,Nick Jr Asia,https://www.lyngsat.com/tvchannels/us/Nick-Jr-Asia.html,,,False,Paramount International Networks,Eng Tha May Chi Ind,us
,ABS-CBN,1-101,,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,https://www.lyngsat.com/providers/ph/ABS-CBN.html,,,,,True,ABS-CBN,,
,ABS-CBN,1-101,,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,https://www.lyngsat.com/providers/ph/ABS-CBN.html,,,,,True,ABS-CBN,,
,ABS-CBN,1-101,,DVB-S2,30000.0,2/3,4180 H,tp WH24C,0.0,PowerVu,https://www.lyngsat.com/providers/ph/ABS-CBN.html,,,,,True,ABS-CBN,,
,ABS-CBN,1-101,,DVB-S2,30000.0,2/3,4180 H,tp WH24C,0.0,PowerVu,https://www.lyngsat.com/providers/ph/ABS-CBN.html,,,,,True,ABS-CBN,,
3,Kapamilya Channel,MPEG-4/SD,210.0,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,,Kapamilya Channel,https://www.lyngsat.com/tvchannels/ph/Kapamilya-Channel.html,,,False,ABS-CBN,Tgl,ph
3,Kapamilya Channel,MPEG-4/SD,210.0,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,,Kapamilya Channel,https://www.lyngsat.com/tvchannels/ph/Kapamilya-Channel.html,,,False,ABS-CBN,Tgl,ph
3,Kapamilya Channel,MPEG-4/SD,210.0,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,,Kapamilya Channel,https://www.lyngsat.com/tvchannels/ph/Kapamilya-Channel.html,,,False,ABS-CBN,Tgl,ph
3,Kapamilya Channel,MPEG-4/SD,210.0,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,,Kapamilya Channel,https://www.lyngsat.com/tvchannels/ph/Kapamilya-Channel.html,,,False,ABS-CBN,Tgl,ph
12,Kapamilya Channel,MPEG-4/SD,420.0,DVB-S2,15000.0,2/3,3949 H,tp WH12C,0.0,PowerVu,,Kapamilya Channel,https://www.lyngsat.com/tvchannels/ph/Kapamilya-Channel.html,,,False,ABS-CBN,Tgl,ph
