SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
,IVG,100-20000,,DVB-S,22000,3/4,10721 H,tp A1,52,,https://www.lyngsat.com/providers/tr/IVG.html,,,True,IVG,,
1.0,BBC Persian,MPEG-2/SD,101.0,DVB-S,22000,3/4,10721 H,tp A1,52,,,BBC Persian,https://www.lyngsat.com/tvchannels/uk/BBC-Persian.html,False,IVG,Per,uk
1.0,BBC Persian,MPEG-2/SD,101.0,DVB-S,22000,3/4,10721 H,tp A1,52,,,BBC Persian,https://www.lyngsat.com/tvchannels/uk/BBC-Persian.html,False,IVG,Per,uk
2.0,Simay-Azadi Iran National TV,MPEG-2/SD,201.0,DVB-S,22000,3/4,10721 H,tp A1,52,,,Simay-Azadi Iran National TV,https://www.lyngsat.com/tvchannels/uk/Simay-Azadi-Iran-National-TV.html,False,IVG,Per,uk
2.0,Simay-Azadi Iran National TV,MPEG-2/SD,201.0,DVB-S,22000,3/4,10721 H,tp A1,52,,,Simay-Azadi Iran National TV,https://www.lyngsat.com/tvchannels/uk/Simay-Azadi-Iran-National-TV.html,False,IVG,Per,uk
1.0,Simay-Azadi Iran National TV,0-0MPEG-4/HD,512.0,DVB-S2,3750,3/4,12633 H,tp F3,47-48,BISS 1,,Simay-Azadi Iran National TV,https://www.lyngsat.com/tvchannels/uk/Simay-Azadi-Iran-National-TV.html,False,IVG,Per,uk
1.0,Simay-Azadi Iran National TV,0-0MPEG-4/HD,512.0,DVB-S2,3750,3/4,12633 H,tp F3,47-48,BISS 1,,Simay-Azadi Iran National TV,https://www.lyngsat.com/tvchannels/uk/Simay-Azadi-Iran-National-TV.html,False,IVG,Per,uk
9002.0,Channel One TV,MPEG-4/HD,921.0,DVB-S,22000,3/4,10721 H,tp A1,52,,,Channel One TV,https://www.lyngsat.com/tvchannels/us/Channel-One-TV.html,False,IVG,Per,us
9002.0,Channel One TV,MPEG-4/HD,921.0,DVB-S,22000,3/4,10721 H,tp A1,52,,,Channel One TV,https://www.lyngsat.com/tvchannels/us/Channel-One-TV.html,False,IVG,Per,us
9008.0,Channel One TV,MPEG-2/SD,981.0,DVB-S,22000,3/4,10721 H,tp A1,52,,,Channel One TV,https://www.lyngsat.com/tvchannels/us/Channel-One-TV.html,False,IVG,Per,us
9008.0,Channel One TV,MPEG-2/SD,981.0,DVB-S,22000,3/4,10721 H,tp A1,52,,,Channel One TV,https://www.lyngsat.com/tvchannels/us/Channel-One-TV.html,False,IVG,Per,us
9006.0,Pars TV,MPEG-4/SD,961.0,DVB-S,22000,3/4,10721 H,tp A1,52,,,Pars TV,https://www.lyngsat.com/tvchannels/us/Pars-TV.html,False,IVG,Per,us
9006.0,Pars TV,MPEG-4/SD,961.0,DVB-S,22000,3/4,10721 H,tp A1,52,,,Pars TV,https://www.lyngsat.com/tvchannels/us/Pars-TV.html,False,IVG,Per,us
,Eutelsat,126-10100,,DVB-S2,30000,2/3,10721 H,tp K1,0,BISS 1,https://www.lyngsat.com/providers/fr/Eutelsat.html,,,True,Eutelsat,,
,Eutelsat,126-10100,,DVB-S2,30000,2/3,10721 H,tp K1,0,BISS 1,https://www.lyngsat.com/providers/fr/Eutelsat.html,,,True,Eutelsat,,
,Eutelsat,126-10100,,DVB-S2,30000,2/3,10721 H,tp K1,0,BISS 1,https://www.lyngsat.com/providers/fr/Eutelsat.html,,,True,Eutelsat,,
,Eutelsat,126-10900,,DVB-S2,30000,2/3,10887 H,tp K9,0,,https://www.lyngsat.com/providers/fr/Eutelsat.html,,,True,Eutelsat,,
,Eutelsat,126-10900,,DVB-S2,30000,2/3,10887 H,tp K9,0,,https://www.lyngsat.com/providers/fr/Eutelsat.html,,,True,Eutelsat,,
