SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
,Saskatchewan mux,,,DVB-S2,4143,,4104 V,tp 10B,0.0,,,,,False,,,
1.0,Citytv Saskatchewan,MPEG-4/SD,35.0,DVB-S2,4143,,4104 V,tp 10B,0.0,,,Citytv Saskatchewan,https://www.lyngsat.com/tvchannels/ca/Citytv-Saskatchewan.html,False,,Eng,ca
2.0,Saskatchewan Legislative Network,MPEG-4/SD,33.0,DVB-S2,4143,,4104 V,tp 10B,0.0,,,Saskatchewan Legislative Network,https://www.lyngsat.com/tvchannels/ca/Saskatchewan-Legislative-Network.html,False,,Eng,ca
3.0,[Access Comm test card],MPEG-4/SD,1793.0,DVB-S2,4143,,4104 V,tp 10B,0.0,,,,,False,,Eng,
,,,,DVB-S2,4143,,11728 H,tp 17,,,,,,False,,,
,,,,DVB-S2,4143,,11745 V,tp 2,,,,,,False,,,
,,,,DVB-S2,4143,,11758 H,tp 18,,,,,,False,,,
,,,,DVB-S2,4143,,11819 H,tp 20,,,,,,False,,,
,,,,DVB-S2,4143,,11837 V,tp 5,,,,,,False,,,
,,,,DVB-S2,4143,,11850 H,tp 21,,,,,,False,,,
,,,,DVB-S2,4143,,11880 H,tp 22,,,,,,False,,,
,,,,DVB-S2,4143,,11898 V,tp 7,,,,,,False,,,
,,,,DVB-S2,4143,,11928 V,tp 8,,,,,,False,,,
,,,,DVB-S2,4143,,11972 H,tp 25,,,,,,False,,,
,,,,DVB-S2,4143,,11989 V,tp 10,,,,,,False,,,
,,,,DVB-S2,4143,,12002 H,tp 26,,,,,,False,,,
,,,,DVB-S2,4143,,12020 V,tp 11,,,,,,False,,,
,,,,DVB-S2,4143,,12033 H,tp 27,,,,,,False,,,
,,,,DVB-S2,4143,,12050 V,tp 12,,,,,,False,,,
,,,,DVB-S2,4143,,12063 H,tp 28,,,,,,False,,,
,,,,DVB-S2,4143,,12094 H,tp 29,,,,,,False,,,
,,,,DVB-S2,4143,,12142 V,tp 15,,,,,,False,,,
,,,,DVB-S2,4143,,12155 H,tp 31,,,,,,False,,,
,,,,DVB-S2,4143,,12185 H,tp 32,,,,,,False,,,
,@ Viasat,,,DVB-S,15000,3/4,19776 L,,,,,,,False,,,
,@ Viasat,,,DVB-S,15000,3/4,19794 L,,,,,,,False,,,
,@ Viasat,,,DVB-S,15000,3/4,19814 L,,,,,,,False,,,
,@ Viasat,,,DVB-S,22500,3/4,19905 L,,,,,,,False,,,
,@ Viasat,,,DVB-S,22500,3/4,19932 L,,,,,,,False,,,
,@ Viasat,,,DVB-S,15000,1/2,19966 L,,,,,,,False,,,
,@ Viasat,,,DVB-S,15000,3/4,20002 L,,,,,,,False,,,
