SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
,(Solar feeds),,,DVB-S2,3330.0,3/4,3816 H,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,2/5,4047 V,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,2/5,4053 V,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,2/5,4059 V,,,,,,,False,,,
1.0,CCTV 13,?-?MPEG-4/HD,33.0,DVB-S2,7200.0,3/4,11041 H,,,,,,,False,,Chi,
,(CCTV feeds),,,DVB-S2,15000.0,3/5,11054 H,,,,,,,False,,,
,(CCTV feeds),,,DVB-S2,15000.0,3/4,11651 H,,,,,,,False,,,
1.0,CCTV 5,?-?MPEG-4/HD,273.0,DVB-S2,8000.0,8/9,11118 H,,,,,,,False,,Chi,
,@ CIBN,,,DVB-S2,32500.0,4/5,11536 H,,,,,,,False,,,
1.0,CCTV 1,?-?MPEG-4/HD,33.0,DVB-S2,7200.0,3/5,11672 H,,,,,,,False,,Chi,
,,,,,,,,,,,,DVB-S28PSK72003/4,,False,,,
,,,,,,,,,,,,DVB-S28PSK72003/4,,False,,,
,,,,,,,,,,,,DVB-S280008/9,,False,,,
,,,,,,,,,,,,DVB-S28PSK72003/5,,False,,,
,,,,,,,,,,,,DVB-S28PSK72003/5,,False,,,
