SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
19001.0,Expo Channel,MPEG-2/SD,1011.0,DVB-S,27800,3/4,12278 H,tp 13,,,,Expo Channel,https://www.lyngsat.com/tvchannels/au/Expo-Channel.html,,,False,,Eng,au
19001.0,Expo Channel,MPEG-2/SD,1011.0,DVB-S,27800,3/4,12278 H,tp 13,,,,Expo Channel,https://www.lyngsat.com/tvchannels/au/Expo-Channel.html,,,False,,Eng,au
3008.0,TVSN,MPEG-2/SD,1081.0,DVB-S2,30000,3/5,12407 V,tp 4,,,,TVSN,https://www.lyngsat.com/tvchannels/au/TVSN.html,,,False,,Eng,au
3008.0,TVSN,MPEG-2/SD,1081.0,DVB-S2,30000,3/5,12407 V,tp 4,,,,TVSN,https://www.lyngsat.com/tvchannels/au/TVSN.html,,,False,,Eng,au
3008.0,TVSN,MPEG-2/SD,1081.0,DVB-S2,30000,3/5,12407 V,tp 4,,,,TVSN,https://www.lyngsat.com/tvchannels/au/TVSN.html,,,False,,Eng,au
3008.0,TVSN,MPEG-2/SD,1081.0,DVB-S2,30000,3/5,12407 V,tp 4,,,,TVSN,https://www.lyngsat.com/tvchannels/au/TVSN.html,,,False,,Eng,au
3008.0,TVSN,MPEG-2/SD,1081.0,DVB-S,27800,3/4,12478 H,tp 18,,,,TVSN,https://www.lyngsat.com/tvchannels/au/TVSN.html,,,False,,Eng,au
3008.0,TVSN,MPEG-2/SD,1081.0,DVB-S,27800,3/4,12478 H,tp 18,,,,TVSN,https://www.lyngsat.com/tvchannels/au/TVSN.html,,,False,,Eng,au
3008.0,TVSN,MPEG-2/SD,1081.0,DVB-S,27800,3/4,12478 H,tp 18,,,,TVSN,https://www.lyngsat.com/tvchannels/au/TVSN.html,,,False,,Eng,au
3008.0,TVSN,MPEG-2/SD,1081.0,DVB-S,27800,3/4,12478 H,tp 18,,,,TVSN,https://www.lyngsat.com/tvchannels/au/TVSN.html,,,False,,Eng,au
17005.0,Foxtel Digital Help,MPEG-2/SD,1051.0,DVB-S,27800,3/4,12438 H,tp 17,,,,Foxtel Digital Help,https://www.lyngsat.com/tvchannels/au/Foxtel-Digital-Help.html,,,False,,Eng,au
3010.0,Aljazeera English,MPEG-2/SD,1101.0,DVB-S,27800,3/4,12478 H,tp 18,,,,Aljazeera English,https://www.lyngsat.com/tvchannels/qa/Aljazeera-English.html,,,False,,Eng,qa
3010.0,Aljazeera English,MPEG-2/SD,1101.0,DVB-S,27800,3/4,12478 H,tp 18,,,,Aljazeera English,https://www.lyngsat.com/tvchannels/qa/Aljazeera-English.html,,,False,,Eng,qa
10.0,VAST Information Channel,MPEG-4/SD,801.0,DVB-S2,30000,3/5,12647 V,tp 10,,,,VAST Information Channel,https://www.lyngsat.com/tvchannels/au/VAST-Information-Channel.html,,,False,,Eng,au
12.0,[Optus TV info card],MPEG-4/SD,805.0,DVB-S2,30000,3/5,12647 V,tp 10,,,,,,,,False,,Eng,
726.0,Southern Cross Austereo Disaster Relief,,,DVB-S2,30000,3/5,12647 V,tp 10,,,,Southern Cross Austereo Disaster Relief,https://www.lyngsat.com/radiochannels/au/Southern-Cross-Austereo-Disaster-Relief.html,,,False,,Eng,au
