SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
,TV Globo Rio de Janeiro,,,,,,3720 H,tp 1ANC,,,,,,,,False,,Por,
,TV Verdade,,,,,,3730 V,tp 1BNC,,,,TV Verdade,https://www.lyngsat.com/tvchannels/br/TV-Verdade.html,,,False,,Por,br
1.0,TV Verdade,?-?MPEG-4/HD,273.0,DVB-S2,3200.0,5/6,4105 V,tp 10BNC,,,,TV Verdade,https://www.lyngsat.com/tvchannels/br/TV-Verdade.html,,,False,,Por,br
1033.0,TV Verdade,MPEG-4/HD,3301.0,DVB-S2,29900.0,2/3,11780 H,tp 2ANK,0.0,,,TV Verdade,https://www.lyngsat.com/tvchannels/br/TV-Verdade.html,,,False,,Por,br
13984.0,TV Verdes Mares Cariri,?-?MPEG-4/HD,273.0,DVB-S2,5000.0,2/3,3734 H,tp 1ANC,,"Verimatrix (B),Irdeto,Nagravision",,TV Verdes Mares Cariri,https://www.lyngsat.com/tvchannels/br/TV-Verdes-Mares-Cariri.html,,,False,,Por,br
351.0,TV Verdes Mares Cariri,MPEG-4/HD,3933.0,DVB-S2,29900.0,2/3,12000 V,tp 8BNK,0.0,"Verimatrix (B),Nagravision",,TV Verdes Mares Cariri,https://www.lyngsat.com/tvchannels/br/TV-Verdes-Mares-Cariri.html,,,False,,Por,br
59360.0,SBT Nacional,?-?MPEG-4/HD,513.0,DVB-S2,5700.0,3/4,3744 V,tp 1BNC,,"Verimatrix (B),Nagravision",,SBT Nacional,https://www.lyngsat.com/tvchannels/br/SBT-Nacional.html,,,False,,Por,br
,SBT Nacional,,,DVB-S2,7500.0,5/6,4170 V,tp 12BNC,,,,SBT Nacional,https://www.lyngsat.com/tvchannels/br/SBT-Nacional.html,,,False,,Por,br
325.0,SBT Nacional,MPEG-4/HD,3343.0,DVB-S2,29900.0,2/3,12160 V,tp 12BNK,0.0,"Verimatrix (B),Nagravision",,SBT Nacional,https://www.lyngsat.com/tvchannels/br/SBT-Nacional.html,,,False,,Por,br
1.0,TV Horizonte,?-?MPEG-4/HD,512.0,DVB-S,2500.0,3/5,3744 H,tp 2ANC,,,,TV Horizonte,https://www.lyngsat.com/tvchannels/br/TV-Horizonte.html,,,False,,Por,br
1.0,TV Horizonte,?-?MPEG-4/HD,512.0,DVB-S,2500.0,3/5,3744 H,tp 2ANC,,,,TV Horizonte,https://www.lyngsat.com/tvchannels/br/TV-Horizonte.html,,,False,,Por,br
320.0,TV Horizonte,MPEG-4/HD,5293.0,DVB-S2,29900.0,2/3,12120 V,tp 11BNK,0.0,,,TV Horizonte,https://www.lyngsat.com/tvchannels/br/TV-Horizonte.html,,,False,,Por,br
320.0,TV Horizonte,MPEG-4/HD,5293.0,DVB-S2,29900.0,2/3,12120 V,tp 11BNK,0.0,,,TV Horizonte,https://www.lyngsat.com/tvchannels/br/TV-Horizonte.html,,,False,,Por,br
1.0,América AM 750,,,DVB-S,2500.0,3/5,3744 H,tp 2ANC,,,,América AM 750,https://www.lyngsat.com/radiochannels/br/America-AM-750.html,,,False,,Por,br
1.0,Cultura AM 830,,,DVB-S,2500.0,3/5,3744 H,tp 2ANC,,,,Cultura AM 830,https://www.lyngsat.com/radiochannels/br/Cultura-AM-830.html,,,False,,Por,br
1.0,Canal Gov,MPEG-2/SD,101.0,DVB-S,5000.0,3/4,3747 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,,,False,,Por,br
1.0,Canal Gov,MPEG-2/SD,101.0,DVB-S,5000.0,3/4,3747 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,,,False,,Por,br
1.0,Canal Gov,MPEG-2/SD,101.0,DVB-S,5000.0,3/4,3747 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,,,False,,Por,br
1.0,Canal Gov,MPEG-2/SD,101.0,DVB-S,5000.0,3/4,3747 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,,,False,,Por,br
16161.0,Canal Gov,MPEG-4/HD,201.0,DVB-S2,7500.0,3/4,3756 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,,,False,,Por,br
16161.0,Canal Gov,MPEG-4/HD,201.0,DVB-S2,7500.0,3/4,3756 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,,,False,,Por,br
16161.0,Canal Gov,MPEG-4/HD,201.0,DVB-S2,7500.0,3/4,3756 H,tp 2ANC,,,,Canal Gov,https://www.lyngsat.com/tvchannels/br/Canal-Gov.html,,,False,,Por,br
