SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
,Freesat,2-2061,,DVB-S2,23000,3/4,11023 H,tp 61,0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,,
,Freesat,2-2061,,DVB-S2,23000,3/4,11023 H,tp 61,0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,,
,Freesat,2-2068,,DVB-S,22000,5/6,11126 V,tp 68,0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,,
,Freesat,2-2068,,DVB-S,22000,5/6,11126 V,tp 68,0,,https://www.lyngsat.com/providers/uk/Freesat.html,,,,,True,Freesat,,
8901.0,BBC One Scotland,MPEG-4/HD,5100.0,DVB-S2,23000,3/4,11023 H,tp 61,0,,,BBC One Scotland,https://www.lyngsat.com/tvchannels/uk/BBC-One-Scotland.html,,,False,Freesat,Eng,uk
8911.0,BBC One Wales,MPEG-4/HD,5200.0,DVB-S2,23000,3/4,11023 H,tp 61,0,,,BBC One Wales,https://www.lyngsat.com/tvchannels/uk/BBC-One-Wales.html,,,False,Freesat,Eng,uk
8921.0,BBC News UK,MPEG-4/HD,5000.0,DVB-S2,23000,3/4,11023 H,tp 61,0,,,BBC News UK,https://www.lyngsat.com/tvchannels/uk/BBC-News-UK.html,,,False,Freesat,Eng,uk
8926.0,BBC Alba,MPEG-4/HD,5500.0,DVB-S2,23000,3/4,11023 H,tp 61,0,,,BBC Alba,https://www.lyngsat.com/tvchannels/uk/BBC-Alba.html,,,False,Freesat,Gla,uk
8941.0,BBC One West Midlands,MPEG-4/HD,5400.0,DVB-S2,23000,3/4,11023 H,tp 61,0,,,BBC One West Midlands,https://www.lyngsat.com/tvchannels/uk/BBC-One-West-Midlands.html,,,False,Freesat,Eng,uk
8961.0,BBC Radio 1,,,DVB-S2,23000,3/4,11023 H,tp 61,0,,,BBC Radio 1,https://www.lyngsat.com/radiochannels/uk/BBC-Radio-1.html,,,False,Freesat,Eng,uk
8961.0,BBC Radio 1,,,DVB-S2,23000,3/4,11023 H,tp 61,0,,,BBC Radio 1,https://www.lyngsat.com/radiochannels/uk/BBC-Radio-1.html,,,False,Freesat,Eng,uk
8962.0,BBC Radio 2,,,DVB-S2,23000,3/4,11023 H,tp 61,0,,,BBC Radio 2,https://www.lyngsat.com/radiochannels/uk/BBC-Radio-2.html,,,False,Freesat,Eng,uk
