SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
205,KBS Korea,0-205MPEG-4/HD,2051.0,DVB-S2,2800.0,2/3,3715 V,tp LM2C,37.1-39.1,,,,,,,False,,Kor,
,Warner Bros. Discovery,1-301,,DVB-S2,30000.0,3/4,3739 H,tp LM1C,37.1-39.1,"Conax,PowerVu",https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,,,True,Warner Bros. Discovery,,
40*,Discovery Channel India,MPEG-4/SD,1401.0,DVB-S2,30000.0,3/4,3739 H,tp LM1C,37.1-39.1,PowerVu,,Discovery Channel India,https://www.lyngsat.com/tvchannels/us/Discovery-Channel-India.html,,,False,Warner Bros. Discovery,Hin Eng Ben Tel,us
45,DTamil,MPEG-4/SD,1451.0,DVB-S2,30000.0,3/4,3739 H,tp LM1C,37.1-39.1,PowerVu,,DTamil,https://www.lyngsat.com/tvchannels/us/DTamil.html,,,False,Warner Bros. Discovery,Tam,us
60*,Animal Planet India,MPEG-4/SD,1711.0,DVB-S2,30000.0,3/4,3739 H,tp LM1C,37.1-39.1,PowerVu,,Animal Planet India,https://www.lyngsat.com/tvchannels/us/Animal-Planet-India.html,,,False,Warner Bros. Discovery,Hin Eng Tam,us
81,Investigation Discovery India,MPEG-4/SD,1811.0,DVB-S2,30000.0,3/4,3739 H,tp LM1C,37.1-39.1,PowerVu,,Investigation Discovery India,https://www.lyngsat.com/tvchannels/us/Investigation-Discovery-India.html,,,False,Warner Bros. Discovery,Hin Eng,us
81,Investigation Discovery India,MPEG-4/SD,1811.0,DVB-S2,30000.0,3/4,3739 H,tp LM1C,37.1-39.1,PowerVu,,Investigation Discovery India,https://www.lyngsat.com/tvchannels/us/Investigation-Discovery-India.html,,,False,Warner Bros. Discovery,Hin Eng,us
82,Investigation Discovery India,MPEG-4/HD,1500.0,DVB-S2,30000.0,3/4,3739 H,tp LM1C,37.1-39.1,PowerVu,,Investigation Discovery India,https://www.lyngsat.com/tvchannels/us/Investigation-Discovery-India.html,,,False,Warner Bros. Discovery,Hin Eng,us
82,Investigation Discovery India,MPEG-4/HD,1500.0,DVB-S2,30000.0,3/4,3739 H,tp LM1C,37.1-39.1,PowerVu,,Investigation Discovery India,https://www.lyngsat.com/tvchannels/us/Investigation-Discovery-India.html,,,False,Warner Bros. Discovery,Hin Eng,us
90*,Discovery Science India,MPEG-4/SD,1910.0,DVB-S2,30000.0,3/4,3739 H,tp LM1C,37.1-39.1,PowerVu,,Discovery Science India,https://www.lyngsat.com/tvchannels/us/Discovery-Science-India.html,,,False,Warner Bros. Discovery,Eng Hin,us
100,Discovery Turbo India,MPEG-4/SD,2011.0,DVB-S2,30000.0,3/4,3739 H,tp LM1C,37.1-39.1,PowerVu,,Discovery Turbo India,https://www.lyngsat.com/tvchannels/us/Discovery-Turbo-India.html,,,False,Warner Bros. Discovery,Eng,us
120*,TLC India,MPEG-4/SD,2211.0,DVB-S2,30000.0,3/4,3739 H,tp LM1C,37.1-39.1,PowerVu,,TLC India,https://www.lyngsat.com/tvchannels/us/TLC-India.html,,,False,Warner Bros. Discovery,Hin Eng,us
