SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
,(feeds),,,DVB-S2,7200,3/4,3688 L,tp EA2,,,,,,False,,,
,(feeds),,,DVB-S2,7120,3/4,3693 R,tp EA1,,,,,,False,,,
,(feeds),,,DVB-S2,3700,3/4,3694 L,tp EA2,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3746 R,tp EA3,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3750 L,tp EA4,,,,,,False,,,
,(feeds),,,DVB-S2,7500,5/6,3758 R,tp EA3,,,,,,False,,,
,(feeds),,,DVB-S2,7120,3/4,3767 R,tp EA3,,,,,,False,,,
,(feeds),,,DVB-S2,7120,3/4,3776 R,tp EA3,,,,,,False,,,
,(feeds),,,DVB-S2,3750,2/3,3777 L,tp EA4,,,,,,False,,,
,(feeds),,,DVB-S2,5000,3/4,3788 L,tp EA4,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3790 R,tp EA5,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3799 R,tp EA5,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3808 L,tp EA4,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3808 R,tp EA5,,,,,,False,,,
,(feeds),,,DVB-S2,7120,2/3,3817 L,tp EA4,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3817 R,tp EA5,,,,,,False,,,
,(feeds),,,DVB-S2,7500,3/4,3830 L,tp EA6,,,,,,False,,,
,(feeds),,,DVB-S2,7500,5/6,3839 L,tp EA8,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3847 L,tp EA8,,,,,,False,,,
,(feeds),,,DVB-S2,6666,2/3,3848 R,tp EA7,,,,,,False,,,
,(feeds),,,DVB-S2,9875,3/4,3856 L,tp EA8,,,,,,False,,,
,(feeds),,,DVB-S2,6666,2/3,3857 R,tp EA7,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3868 R,tp EA9,,,,,,False,,,
,(feeds),,,DVB-S2,7200,2/3,3869 L,tp EA10,,,,,,False,,,
,(feeds),,,DVB-S2,7200,2/3,3878 L,tp EA10,,,,,,False,,,
,(feeds),,,DVB-S2,4937,3/4,3886 R,tp EA9,,,,,,False,,,
,(feeds),,,DVB-S2,4937,3/4,3892 R,tp EA9,,,,,,False,,,
,(feeds),,,DVB-S2,4937,3/4,3898 R,tp EA9,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3908 L,tp EA12,,,,,,False,,,
,(feeds),,,DVB-S2,4800,3/4,3909 R,tp EA11,,,,,,False,,,
,(feeds),,,DVB-S2,7500,5/6,3911 L,tp EA12,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3917 R,tp EA11,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3927 R,tp EA11,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,3936 L,tp EA12,,,,,,False,,,
,(feeds),,,DVB-S2,5000,3/4,4025 R,tp EA13,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,4122 L,tp EA20,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,4126 R,tp EA19,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,4130 L,tp EA20,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,4135 R,tp EA19,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,4140 L,tp EA20,,,,,,False,,,
,(feeds),,,DVB-S2,7200,5/6,4158 L,tp EA20,,,,,,False,,,
,(feeds),,,DVB-S2,9874,3/4,4160 R,tp EA19,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,4167 L,tp EA20,,,,,,False,,,
,(feeds),,,DVB-S2,7200,3/4,4176 L,tp EA20,,,,,,False,,,
,Sersat,1-1,,DVB-S2,15000,2/3,3834 R,tp EA7,36-38,"Irdeto,Verimatrix",https://www.lyngsat.com/providers/ar/Sersat.html,,,True,Sersat,,
1.0,Garage TV,MPEG-4/HD,1160.0,DVB-S2,15000,2/3,3834 R,tp EA7,36-38,Irdeto,,Garage TV,https://www.lyngsat.com/tvchannels/ar/Garage-TV.html,False,Sersat,Spa,ar
1.0,Garage TV,MPEG-4/HD,1160.0,DVB-S2,15000,2/3,3834 R,tp EA7,36-38,Irdeto,,Garage TV,https://www.lyngsat.com/tvchannels/ar/Garage-TV.html,False,Sersat,Spa,ar
2.0,Chacra TV,MPEG-4/HD,2160.0,DVB-S2,15000,2/3,3834 R,tp EA7,36-38,,,Chacra TV,https://www.lyngsat.com/tvchannels/ar/Chacra-TV.html,False,Sersat,Spa,ar
2.0,Chacra TV,MPEG-4/HD,2160.0,DVB-S2,15000,2/3,3834 R,tp EA7,36-38,,,Chacra TV,https://www.lyngsat.com/tvchannels/ar/Chacra-TV.html,False,Sersat,Spa,ar
3.0,Argentinísima Satelital,MPEG-4/HD,3160.0,DVB-S2,15000,2/3,3834 R,tp EA7,36-38,,,Argentinísima Satelital,https://www.lyngsat.com/tvchannels/ar/Argentinisima-Satelital.html,False,Sersat,Spa,ar
3.0,Argentinísima Satelital,MPEG-4/HD,3160.0,DVB-S2,15000,2/3,3834 R,tp EA7,36-38,,,Argentinísima Satelital,https://www.lyngsat.com/tvchannels/ar/Argentinisima-Satelital.html,False,Sersat,Spa,ar
5.0,Canal 26,MPEG-4/HD,5160.0,DVB-S2,15000,2/3,3834 R,tp EA7,36-38,Verimatrix,,Canal 26,https://www.lyngsat.com/tvchannels/ar/Canal-26.html,False,Sersat,Spa,ar
5.0,Canal 26,MPEG-4/HD,5160.0,DVB-S2,15000,2/3,3834 R,tp EA7,36-38,Verimatrix,,Canal 26,https://www.lyngsat.com/tvchannels/ar/Canal-26.html,False,Sersat,Spa,ar
,,,,DVB-S2,4937,3/4,3898 L,tp EA10,36-38,,,,,False,Sersat,,
,,,,DVB-S2,7200,3/4,3965 R,tp EA13,36-38,,,,,False,Sersat,,
,Paramount Networks Americas,5-301,,DVB-S2,30000,5/6,4055 R,tp EA15,36-38,PowerVu,https://www.lyngsat.com/providers/us/Paramount-Networks-Americas.html,,,True,Paramount Networks Americas,,
611.0,Comedy Central Latinoamérica Sur,MPEG-4/HD,110.0,DVB-S2,30000,5/6,4055 R,tp EA15,36-38,PowerVu,,Comedy Central Latinoamérica Sur,https://www.lyngsat.com/tvchannels/us/Comedy-Central-Latinoamerica-Sur.html,False,Paramount Networks Americas,Spa Eng,us
621.0,Nickelodeon Brasil,MPEG-4/HD,210.0,DVB-S2,30000,5/6,4055 R,tp EA15,36-38,PowerVu,,Nickelodeon Brasil,https://www.lyngsat.com/tvchannels/us/Nickelodeon-Brasil.html,False,Paramount Networks Americas,Por Eng,us
631.0,Nickelodeon Centro,MPEG-4/HD,310.0,DVB-S2,30000,5/6,4055 R,tp EA15,36-38,PowerVu,,Nickelodeon Centro,https://www.lyngsat.com/tvchannels/us/Nickelodeon-Centro.html,False,Paramount Networks Americas,Spa Eng,us
