SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
,(Azteca feeds),,,DVB-S,20000.0,2/3,12110 H,tp 21,,,,,,,,False,,,
65535-1,Once México,65535-1MPEG-4/HD,101.0,DVB-S2,2653.0,5/6,12121 H,tp 21,0.0,,,,,,,False,,Spa,
,,,,,,,,,,,,DVB-S28PSK26535/6,,,,False,,,
,,,,,,,,,,,,DVB-S28PSK26535/6,,,,False,,,
