SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
1.0,News 24 (Nepal),?-?MPEG-4/SD,257.0,DVB-S,1666.0,5/6,3521 V,,36-37,,,,,False,,Nep,
,AP1 HD,MPEG-4/HD,1000.0,DVB-S2,3333.0,3/4,3542 V,,36-37,,,,,False,,Nep,
,(feeds),,,DVB-S2,1666.0,3/4,3765 V,,,,,,,False,,,
,(feeds),,,DVB-S,3332.0,3/4,3776 V,,,,,,,False,,,
,(feeds),,,DVB-S2,3200.0,3/4,3936 V,tp 13B,,,,,,False,,,
,(feeds),,,DVB-S2,4488.0,3/4,4045 V,,,,,,,False,,,
,(feeds),,,DVB-S2,4488.0,3/4,4050 V,,,,,,,False,,,
,(feeds),,,DVB-S2,4488.0,3/4,4060 V,,,,,,,False,,,
,(feeds),,,DVB-S2,4488.0,3/4,4072 V,,,,,,,False,,,
,(feeds),,,DVB-S2,4488.0,3/4,4077 V,,,,,,,False,,,
,(feeds),,,DVB-S2,4488.0,3/4,4132 V,,,,,,,False,,,
,(feeds),,,DVB-S2,4488.0,3/4,4137 V,,,,,,,False,,,
,(feeds),,,DVB-S2,4488.0,3/4,4142 V,,,,,,,False,,,
,(feeds),,,DVB-S2,4488.0,3/4,4148 V,,,,,,,False,,,
,(feeds),,,DVB-S2,4488.0,3/4,4154 V,,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,11118 H,tp 7,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,11618 H,tp 15,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,11627 H,tp 15,,,,,,False,,,
,(feeds),,,DVB-S2,21600.0,3/4,11651 H,tp 16,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,11669 H,tp 16,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,11678 H,tp 16,,,,,,False,,,
,(feeds),,,DVB-S,1888.0,5/6,12326 V,,,,,,,False,,,
,MYTV Broadcasting,8650-1,,DVB-S2X,3332.0,3/4,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,,,True,MYTV Broadcasting,,
,MYTV Broadcasting,8650-1,,DVB-S2X,3332.0,3/4,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,,,True,MYTV Broadcasting,,
,MYTV Broadcasting,8650-2,,DVB-S2X,3332.0,3/4,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,,,True,MYTV Broadcasting,,
,MYTV Broadcasting,8650-2,,DVB-S2X,3332.0,3/4,3871 H,,0,,https://www.lyngsat.com/providers/my/MYTV-Broadcasting.html,,,True,MYTV Broadcasting,,
103.0,TV 3 (Malaysia),MPEG-4/HD,4112.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,TV 3 (Malaysia),https://www.lyngsat.com/tvchannels/my/TV-3.html,False,MYTV Broadcasting,May,my
104.0,WowShop,MPEG-4/SD,1032.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,WowShop,https://www.lyngsat.com/tvchannels/kr/WowShop.html,False,MYTV Broadcasting,May,kr
105.0,Enjoy TV 5,MPEG-4/HD,4152.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,Enjoy TV 5,https://www.lyngsat.com/tvchannels/my/Enjoy-TV-5.html,False,MYTV Broadcasting,Chi,my
107.0,NTV 7,MPEG-4/SD,1052.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,NTV 7,https://www.lyngsat.com/tvchannels/my/NTV-7.html,False,MYTV Broadcasting,May,my
108.0,8TV (Malaysia),MPEG-4/HD,1062.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,8TV (Malaysia),https://www.lyngsat.com/tvchannels/my/8TV.html,False,MYTV Broadcasting,Chi,my
109.0,TV 9 (Malaysia),MPEG-4/SD,1072.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,TV 9 (Malaysia),https://www.lyngsat.com/tvchannels/my/TV-9.html,False,MYTV Broadcasting,May,my
112.0,Awesome TV,MPEG-4/HD,4122.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,Awesome TV,https://www.lyngsat.com/tvchannels/my/Awesome-TV.html,False,MYTV Broadcasting,May,my
116.0,Suke TV,MPEG-4/HD,4162.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,Suke TV,https://www.lyngsat.com/tvchannels/my/Suke-TV.html,False,MYTV Broadcasting,May,my
122.0,TVS (Malaysia),MPEG-4/HD,4142.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,TVS (Malaysia),https://www.lyngsat.com/tvchannels/my/TVS.html,False,MYTV Broadcasting,May,my
122.0,TVS (Malaysia),MPEG-4/HD,4142.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,TVS (Malaysia),https://www.lyngsat.com/tvchannels/my/TVS.html,False,MYTV Broadcasting,May,my
712.0,Hot FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Hot FM,https://www.lyngsat.com/radiochannels/my/Hot-FM.html,False,MYTV Broadcasting,May,my
712.0,Hot FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Hot FM,https://www.lyngsat.com/radiochannels/my/Hot-FM.html,False,MYTV Broadcasting,May,my
713.0,Fly FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Fly FM,https://www.lyngsat.com/radiochannels/my/Fly-FM.html,False,MYTV Broadcasting,Eng,my
713.0,Fly FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Fly FM,https://www.lyngsat.com/radiochannels/my/Fly-FM.html,False,MYTV Broadcasting,Eng,my
714.0,Molek FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Molek FM,https://www.lyngsat.com/radiochannels/my/Molek-FM.html,False,MYTV Broadcasting,May,my
714.0,Molek FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Molek FM,https://www.lyngsat.com/radiochannels/my/Molek-FM.html,False,MYTV Broadcasting,May,my
715.0,Eight FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Eight FM,https://www.lyngsat.com/radiochannels/my/Eight-FM.html,False,MYTV Broadcasting,Chi,my
715.0,Eight FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Eight FM,https://www.lyngsat.com/radiochannels/my/Eight-FM.html,False,MYTV Broadcasting,Chi,my
726.0,Manis FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Manis FM,https://www.lyngsat.com/radiochannels/my/Manis-FM.html,False,MYTV Broadcasting,May,my
101.0,RTM TV 1,MPEG-4/HD,4212.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,RTM TV 1,https://www.lyngsat.com/tvchannels/my/RTM-TV-1.html,False,MYTV Broadcasting,May,my
101.0,RTM TV 1,MPEG-4/HD,4212.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,RTM TV 1,https://www.lyngsat.com/tvchannels/my/RTM-TV-1.html,False,MYTV Broadcasting,May,my
102.0,RTM TV 2,MPEG-4/HD,4222.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,RTM TV 2,https://www.lyngsat.com/tvchannels/my/RTM-TV-2.html,False,MYTV Broadcasting,May,my
102.0,RTM TV 2,MPEG-4/HD,4222.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,RTM TV 2,https://www.lyngsat.com/tvchannels/my/RTM-TV-2.html,False,MYTV Broadcasting,May,my
110.0,RTM TV Okey,MPEG-4/HD,4232.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,RTM TV Okey,https://www.lyngsat.com/tvchannels/my/RTM-TV-Okey.html,False,MYTV Broadcasting,May,my
110.0,RTM TV Okey,MPEG-4/HD,4232.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,RTM TV Okey,https://www.lyngsat.com/tvchannels/my/RTM-TV-Okey.html,False,MYTV Broadcasting,May,my
111.0,Sukan RTM,MPEG-4/HD,4242.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,Sukan RTM,https://www.lyngsat.com/tvchannels/my/Sukan-RTM.html,False,MYTV Broadcasting,May,my
113.0,RTM TV 6,MPEG-4/HD,4262.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,RTM TV 6,https://www.lyngsat.com/tvchannels/my/RTM-TV-6.html,False,MYTV Broadcasting,May,my
113.0,RTM TV 6,MPEG-4/HD,4262.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,RTM TV 6,https://www.lyngsat.com/tvchannels/my/RTM-TV-6.html,False,MYTV Broadcasting,May,my
114.0,TV Alhijrah,MPEG-4/HD,4512.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,TV Alhijrah,https://www.lyngsat.com/tvchannels/my/TV-Alhijrah.html,False,MYTV Broadcasting,May,my
121.0,Bernama TV,MPEG-4/HD,4522.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,Bernama TV,https://www.lyngsat.com/tvchannels/my/Bernama-TV.html,False,MYTV Broadcasting,May,my
121.0,Bernama TV,MPEG-4/HD,4522.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,Bernama TV,https://www.lyngsat.com/tvchannels/my/Bernama-TV.html,False,MYTV Broadcasting,May,my
123.0,Berita RTM,MPEG-4/HD,4252.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,Berita RTM,https://www.lyngsat.com/tvchannels/my/Berita-RTM.html,False,MYTV Broadcasting,May,my
123.0,Berita RTM,MPEG-4/HD,4252.0,DVB-S2X,3332.0,3/4,3871 H,,0,,,Berita RTM,https://www.lyngsat.com/tvchannels/my/Berita-RTM.html,False,MYTV Broadcasting,May,my
701.0,Nasional FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Nasional FM,https://www.lyngsat.com/radiochannels/my/Nasional-FM.html,False,MYTV Broadcasting,May,my
701.0,Nasional FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Nasional FM,https://www.lyngsat.com/radiochannels/my/Nasional-FM.html,False,MYTV Broadcasting,May,my
702.0,Traxx FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Traxx FM,https://www.lyngsat.com/radiochannels/my/Traxx-FM.html,False,MYTV Broadcasting,Eng,my
702.0,Traxx FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Traxx FM,https://www.lyngsat.com/radiochannels/my/Traxx-FM.html,False,MYTV Broadcasting,Eng,my
703.0,Minnal FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Minnal FM,https://www.lyngsat.com/radiochannels/my/Minnal-FM.html,False,MYTV Broadcasting,Tam,my
703.0,Minnal FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Minnal FM,https://www.lyngsat.com/radiochannels/my/Minnal-FM.html,False,MYTV Broadcasting,Tam,my
704.0,Ai FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Ai FM,https://www.lyngsat.com/radiochannels/my/Ai-FM.html,False,MYTV Broadcasting,Chi,my
704.0,Ai FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Ai FM,https://www.lyngsat.com/radiochannels/my/Ai-FM.html,False,MYTV Broadcasting,Chi,my
705.0,Radio Klasik,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Radio Klasik,https://www.lyngsat.com/radiochannels/my/Radio-Klasik.html,False,MYTV Broadcasting,May,my
705.0,Radio Klasik,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Radio Klasik,https://www.lyngsat.com/radiochannels/my/Radio-Klasik.html,False,MYTV Broadcasting,May,my
706.0,Asyik FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Asyik FM,https://www.lyngsat.com/radiochannels/my/Asyik-FM.html,False,MYTV Broadcasting,May,my
706.0,Asyik FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Asyik FM,https://www.lyngsat.com/radiochannels/my/Asyik-FM.html,False,MYTV Broadcasting,May,my
707.0,Sabah FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Sabah FM,https://www.lyngsat.com/radiochannels/my/Sabah-FM.html,False,MYTV Broadcasting,May,my
707.0,Sabah FM,,,DVB-S2X,3332.0,3/4,3871 H,,0,,,Sabah FM,https://www.lyngsat.com/radiochannels/my/Sabah-FM.html,False,MYTV Broadcasting,May,my
