SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
,OBN Gaammee,MPEG-4/HD,512.0,DVB-S,2607.0,5/6,3614 R,,,,,,,,,False,,Orm,
,(feeds),,,DVB-S2,2260.0,3/4,3617 R,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2607.0,3/4,3624 R,,,,,,,,,False,,,
,(feeds),,,DVB-S2,1777.0,3/4,3642 R,,,,,,,,,False,,,
1.0,OBN (Ethiopia),?-?MPEG-4/HD,512.0,DVB-S,4810.0,5/6,3634 R,,,,,,,,,False,,Orm,
1.0,Debub TV,?-?MPEG-2/SD,308.0,DVB-S,4915.0,5/6,3645 R,,,,,,,,,False,,Amh,
,EBC,?-1,,DVB-S2,17950.0,3/4,3718 R,,,,https://www.lyngsat.com/providers/et/EBC.html,,,,,True,EBC,,
1.0,ETV News,MPEG-4/HD,512.0,DVB-S2,17950.0,3/4,3718 R,,,,,ETV News,https://www.lyngsat.com/tvchannels/et/ETV-News.html,,,False,EBC,Amh,et
2.0,ETV Entertainment,MPEG-4/HD,513.0,DVB-S2,17950.0,3/4,3718 R,,,,,ETV Entertainment,https://www.lyngsat.com/tvchannels/et/ETV-Entertainment.html,,,False,EBC,Amh,et
3.0,ETV Languages,MPEG-4/HD,514.0,DVB-S2,17950.0,3/4,3718 R,,,,,ETV Languages,https://www.lyngsat.com/tvchannels/et/ETV-Languages.html,,,False,EBC,Amh,et
4.0,ETV Afaan Oromoo,MPEG-4/HD,515.0,DVB-S2,17950.0,3/4,3718 R,,,,,ETV Afaan Oromoo,https://www.lyngsat.com/tvchannels/et/ETV-Afaan-Oromoo.html,,,False,EBC,Orm,et
5.0,ETV Yelijochalem,MPEG-4/HD,516.0,DVB-S2,17950.0,3/4,3718 R,,,,,ETV Yelijochalem,https://www.lyngsat.com/tvchannels/et/ETV-Yelijochalem.html,,,False,EBC,Amh,et
6.0,ETV Parlama,MPEG-4/HD,517.0,DVB-S2,17950.0,3/4,3718 R,,,,,ETV Parlama,https://www.lyngsat.com/tvchannels/et/ETV-Parlama.html,,,False,EBC,,et
7.0,[Radio Ethiopia National Radio info card],MPEG-4/SD,503.0,DVB-S2,17950.0,3/4,3718 R,,,,,,,,,False,EBC,Amh,
8.0,EBC FM 97.1,,,DVB-S2,17950.0,3/4,3718 R,,,,,EBC FM 97.1,https://www.lyngsat.com/radiochannels/et/EBC-FM-971.html,,,False,EBC,Amh,et
