SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
,Alaskan mux,1-101,,DVB-S,13250,3/4,4056 H,tp 18,,,,,,False,,,
1.0,ARCS,MPEG-2/SD,110.0,DVB-S,13250,3/4,4056 H,tp 18,,,,ARCS,https://www.lyngsat.com/tvchannels/us/ARCS.html,False,,Eng,us
2.0,KTOO 360 TV,MPEG-2/SD,210.0,DVB-S,13250,3/4,4056 H,tp 18,,,,KTOO 360 TV,https://www.lyngsat.com/tvchannels/us/KTOO-360-TV.html,False,,Eng,us
4.0,KAKM-TV (PBS - Anchorage),MPEG-2/SD,410.0,DVB-S,13250,3/4,4056 H,tp 18,,,,KAKM-TV (PBS - Anchorage),https://www.lyngsat.com/tvchannels/us/KAKM-TV.html,False,,Eng,us
12.0,University of Alaska TV,MPEG-2/SD,310.0,DVB-S,13250,3/4,4056 H,tp 18,,,,University of Alaska TV,https://www.lyngsat.com/tvchannels/us/University-of-Alaska-TV.html,False,,Eng,us
31.0,KUCB,,,DVB-S,13250,3/4,4056 H,tp 18,,,,KUCB,https://www.lyngsat.com/radiochannels/us/KUCB.html,False,,Eng,us
31.0,KUCB,,,DVB-S,13250,3/4,4056 H,tp 18,,,,KUCB,https://www.lyngsat.com/radiochannels/us/KUCB.html,False,,Eng,us
32.0,KUAC FM,,,DVB-S,13250,3/4,4056 H,tp 18,,,,KUAC FM,https://www.lyngsat.com/radiochannels/us/KUAC-FM.html,False,,Eng,us
32.0,KUAC FM,,,DVB-S,13250,3/4,4056 H,tp 18,,,,KUAC FM,https://www.lyngsat.com/radiochannels/us/KUAC-FM.html,False,,Eng,us
33.0,KOTZ Radio 720 AM,,,DVB-S,13250,3/4,4056 H,tp 18,,,,KOTZ Radio 720 AM,https://www.lyngsat.com/radiochannels/us/KOTZ-Radio-720-AM.html,False,,Eng,us
34.0,KCAW-FM,,,DVB-S,13250,3/4,4056 H,tp 18,,,,KCAW-FM,https://www.lyngsat.com/radiochannels/us/KCAW-FM.html,False,,Eng,us
35.0,Alaska Public Radio Network,,,DVB-S,13250,3/4,4056 H,tp 18,,,,Alaska Public Radio Network,https://www.lyngsat.com/radiochannels/us/Alaska-Public-Radio-Network.html,False,,Eng,us
36.0,KSKA-FM,,,DVB-S,13250,3/4,4056 H,tp 18,,,,KSKA-FM,https://www.lyngsat.com/radiochannels/us/KSKA-FM.html,False,,Eng,us
37.0,KMXT,,,DVB-S,13250,3/4,4056 H,tp 18,,,,KMXT,https://www.lyngsat.com/radiochannels/us/KMXT.html,False,,Eng,us
37.0,KMXT,,,DVB-S,13250,3/4,4056 H,tp 18,,,,KMXT,https://www.lyngsat.com/radiochannels/us/KMXT.html,False,,Eng,us
38.0,KSDP 830 AM,,,DVB-S,13250,3/4,4056 H,tp 18,,,,KSDP 830 AM,https://www.lyngsat.com/radiochannels/us/KSDP-830-AM.html,False,,Eng,us
38.0,KSDP 830 AM,,,DVB-S,13250,3/4,4056 H,tp 18,,,,KSDP 830 AM,https://www.lyngsat.com/radiochannels/us/KSDP-830-AM.html,False,,Eng,us
