SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
,(feeds),,,DVB-S2,5000.0,2/3,3712 V,tp 1C,,,,,,False,,,
,(feeds),,,DVB-S2,7120.0,3/4,3721 V,tp 1C,,,,,,False,,,
,(feeds),,,DVB-S2,4420.0,3/4,3730 V,tp 1C,,,,,,False,,,
10,(feeds),,1001.0,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,,,,,False,,,
500,(feeds),,5001.0,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,2/3,3758 H,tp 2C,,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,2/3,3768 H,tp 2C,,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,3/4,3777 V,tp 1C,,,,,,False,,,
,(feeds),,,DVB-S,2200.0,1/2,3810 V,tp 3C,,,,,,False,,,
,(feeds),,,DVB-S,2800.0,2/3,3822 V,tp 3C,,,,,,False,,,
,(feeds),,,DVB-S2,3750.0,3/4,3959 H,tp 12C,,,,,,False,,,
104,(feeds),,145.0,DVB-S2,7500.0,3/4,3969 H,tp 12C,0.0,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,3/4,3979 H,tp 12C,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,3988 H,tp 12C,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,4041 V,tp 15C,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,4050 V,tp 15C,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,4060 V,tp 15C,,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,2/3,4069 V,tp 15C,,,,,,False,,,
,(feeds),,,DVB-S,2961.0,2/3,4132 V,tp 19C,,,,,,False,,,
300,(feeds),,300.0,DVB-S2,10000.0,3/4,4139 V,tp 19C,0.0,,,,,False,,,
,(feeds),,,DVB-S2,7230.0,2/5,4149 H,tp 20C,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,4151 V,tp 19C,,,,,,False,,,
,,,,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,,,,,False,,,
,,3-?,,DVB-S2,3330.0,5/6,3797 H,tp 4C,0.0,PowerVu,,,,False,,,
,,,,DVB-S2,17500.0,5/6,3810 H,tp 4C,0.0,Digicipher,,,,False,,,
,,1-101,,DVB-S2,30000.0,5/6,3845 V,tp 5C,0.0,PowerVu,,,,False,,,
,,1-5,,DVB-S2,4632.0,3/5,3910 H,tp 10C,0.0,,,,,False,,,
,,,,DVB-S2,2067.0,2/3,3940 H,tp 10C,0.0,,,,,False,,,
,,1-1,,DVB-S2,16415.0,3/4,3983 H,tp 12C,0.0,Irdeto,,,,False,,,
,,,,DVB-S2,15570.0,3/4,3985 V,tp 11C,0.0,Digicipher,,,,False,,,
,,8193-945,,DVB-S2,4167.0,3/5,4120 H,tp 20C,0.0,,,,,False,,,
,,19-101,,DVB-S2,15237.0,3/4,4126 V,tp 19C,0.0,PowerVu,,,,False,,,
,,,,DVB-S2,15237.0,3/4,4126 H,tp 20C,0.0,,,,,False,,,
1,Love Nature,MPEG-4/HD,101.0,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,Viaccess,,Love Nature,https://www.lyngsat.com/tvchannels/ca/Love-Nature.html,False,,Eng Spa,ca
3,ZooMoo Latinoamérica,MPEG-4/HD,301.0,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,,,ZooMoo Latinoamérica,https://www.lyngsat.com/tvchannels/nz/ZooMoo-Latinoamerica.html,False,,Spa Eng,nz
4,BabyFirst TV,MPEG-4/SD,401.0,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,Viaccess,,BabyFirst TV,https://www.lyngsat.com/tvchannels/us/BabyFirst-TV.html,False,,Eng Spa,us
5,EuroNews Español,MPEG-4/HD,501.0,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,,,EuroNews Español,https://www.lyngsat.com/tvchannels/fr/EuroNews-Espanol.html,False,,Spa,fr
5,EuroNews Español,MPEG-4/HD,501.0,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,,,EuroNews Español,https://www.lyngsat.com/tvchannels/fr/EuroNews-Espanol.html,False,,Spa,fr
6,Eurochannel,MPEG-4/HD,601.0,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,,,Eurochannel,https://www.lyngsat.com/tvchannels/us/Eurochannel.html,False,,,us
7,Trace Sport Stars,MPEG-4/HD,701.0,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,,,Trace Sport Stars,https://www.lyngsat.com/tvchannels/fr/Trace-Sport-Stars.html,False,,Eng,fr
8,Trace Brasil,MPEG-4/HD,801.0,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,BISS 1,,Trace Brasil,https://www.lyngsat.com/tvchannels/fr/Trace-Brasil.html,False,,Por,fr
9,The Israeli Network,MPEG-4/HD,901.0,DVB-S2,30000.0,3/4,3739 H,tp 2C,0.0,,,The Israeli Network,https://www.lyngsat.com/tvchannels/il/The-Israeli-Network.html,False,,Heb,il
,Win Sports,MPEG-4/HD,513.0,DVB-S2,8330.0,2/3,3768 V,tp 1C,0.0,Irdeto,,,,False,,,
,Guatemalan mux,1-7,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,Irdeto,,,,False,,,
1,Canal 3 (Guatemala),MPEG-4/SD,111.0,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,Irdeto,,Canal 3 (Guatemala),https://www.lyngsat.com/tvchannels/gt/Canal-3.html,False,,Spa,gt
1,Canal 3 (Guatemala),MPEG-4/SD,111.0,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,Irdeto,,Canal 3 (Guatemala),https://www.lyngsat.com/tvchannels/gt/Canal-3.html,False,,Spa,gt
2,Televisiete,MPEG-4/SD,121.0,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,Irdeto,,Televisiete,https://www.lyngsat.com/tvchannels/gt/Televisiete.html,False,,Spa,gt
2,Televisiete,MPEG-4/SD,121.0,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,Irdeto,,Televisiete,https://www.lyngsat.com/tvchannels/gt/Televisiete.html,False,,Spa,gt
3,TeleOnce,MPEG-4/SD,131.0,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,Irdeto,,TeleOnce,https://www.lyngsat.com/tvchannels/gt/TeleOnce.html,False,,Spa,gt
4,TreceVision,MPEG-4/SD,141.0,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,Irdeto,,TreceVision,https://www.lyngsat.com/tvchannels/gt/TreceVision.html,False,,Spa,gt
5,[Radio Sonora info card] (Guatemala),MPEG-4/SD,151.0,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,,,False,,Spa,
6,TN 23,MPEG-4/SD,161.0,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,Irdeto,,TN 23,https://www.lyngsat.com/tvchannels/gt/TN-23.html,False,,Spa,gt
6,TN 23,MPEG-4/SD,161.0,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,Irdeto,,TN 23,https://www.lyngsat.com/tvchannels/gt/TN-23.html,False,,Spa,gt
7,TeleCentro,MPEG-4/SD,171.0,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,TeleCentro,https://www.lyngsat.com/tvchannels/--/TeleCentro.html,False,,Spa,--
5,Radio Sonora (Guatemala),,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Radio Sonora (Guatemala),https://www.lyngsat.com/radiochannels/gt/Radio-Sonora.html,False,,Spa,gt
5,Radio Sonora (Guatemala),,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Radio Sonora (Guatemala),https://www.lyngsat.com/radiochannels/gt/Radio-Sonora.html,False,,Spa,gt
5,Radio Sonora (Guatemala),,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Radio Sonora (Guatemala),https://www.lyngsat.com/radiochannels/gt/Radio-Sonora.html,False,,Spa,gt
5,Radio Sonora (Guatemala),,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Radio Sonora (Guatemala),https://www.lyngsat.com/radiochannels/gt/Radio-Sonora.html,False,,Spa,gt
7,Radio Sonora (Guatemala),,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Radio Sonora (Guatemala),https://www.lyngsat.com/radiochannels/gt/Radio-Sonora.html,False,,Spa,gt
7,Radio Sonora (Guatemala),,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Radio Sonora (Guatemala),https://www.lyngsat.com/radiochannels/gt/Radio-Sonora.html,False,,Spa,gt
7,Radio Sonora (Guatemala),,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Radio Sonora (Guatemala),https://www.lyngsat.com/radiochannels/gt/Radio-Sonora.html,False,,Spa,gt
7,Radio Sonora (Guatemala),,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Radio Sonora (Guatemala),https://www.lyngsat.com/radiochannels/gt/Radio-Sonora.html,False,,Spa,gt
21,Fiesta,,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Fiesta,https://www.lyngsat.com/radiochannels/gt/Fiesta.html,False,,Spa,gt
21,Fiesta,,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Fiesta,https://www.lyngsat.com/radiochannels/gt/Fiesta.html,False,,Spa,gt
22,Radio Ranchera,,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Radio Ranchera,https://www.lyngsat.com/radiochannels/gt/Radio-Ranchera.html,False,,Spa,gt
22,Radio Ranchera,,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Radio Ranchera,https://www.lyngsat.com/radiochannels/gt/Radio-Ranchera.html,False,,Spa,gt
23,Tropicálida,,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Tropicálida,https://www.lyngsat.com/radiochannels/gt/Tropicalida.html,False,,Spa,gt
23,Tropicálida,,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Tropicálida,https://www.lyngsat.com/radiochannels/gt/Tropicalida.html,False,,Spa,gt
24,Galaxia (Guatemala),,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Galaxia (Guatemala),https://www.lyngsat.com/radiochannels/gt/Galaxia.html,False,,Spa,gt
24,Galaxia (Guatemala),,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Galaxia (Guatemala),https://www.lyngsat.com/radiochannels/gt/Galaxia.html,False,,Spa,gt
25,Alfa,,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Alfa,https://www.lyngsat.com/radiochannels/gt/Alfa.html,False,,Spa,gt
25,Alfa,,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Alfa,https://www.lyngsat.com/radiochannels/gt/Alfa.html,False,,Spa,gt
26,Joya,,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Joya,https://www.lyngsat.com/radiochannels/gt/Joya.html,False,,Spa,gt
26,Joya,,,DVB-S2,10560.0,3/5,3774 H,tp 2C,0.0,,,Joya,https://www.lyngsat.com/radiochannels/gt/Joya.html,False,,Spa,gt
226,Canal DHE,MPEG-4/HD,2860.0,DVB-S2,3330.0,5/6,3797 H,tp 4C,0.0,PowerVu,,Canal DHE,https://www.lyngsat.com/tvchannels/us/Canal-DHE.html,False,,Spa Eng,us
270,Fox News Channel,MPEG-4/SD,2610.0,DVB-S2,3330.0,5/6,3797 H,tp 4C,0.0,PowerVu,,Fox News Channel,https://www.lyngsat.com/tvchannels/us/Fox-News-Channel.html,False,,Eng,us
,Televisa Networks,,,DVB-S2,23330.0,5/6,3805 V,tp 3C,0.0,Digicipher,https://www.lyngsat.com/providers/mx/Televisa-Networks.html,,,True,Televisa Networks,,
,Televisa Networks,,,DVB-S2,23330.0,5/6,3805 V,tp 3C,0.0,Digicipher,https://www.lyngsat.com/providers/mx/Televisa-Networks.html,,,True,Televisa Networks,,
,Televisa Networks,,,DVB-S2,30000.0,5/6,4180 V,tp 21C,0.0,Digicipher,https://www.lyngsat.com/providers/mx/Televisa-Networks.html,,,True,Televisa Networks,,
,Televisa Networks,,,DVB-S2,30000.0,5/6,4180 V,tp 21C,0.0,Digicipher,https://www.lyngsat.com/providers/mx/Televisa-Networks.html,,,True,Televisa Networks,,
1,Las Estrellas Latinoamérica,MPEG-4/HD,65.0,DVB-S2,23330.0,5/6,3805 V,tp 3C,0.0,Digicipher,,Las Estrellas Latinoamérica,https://www.lyngsat.com/tvchannels/mx/Las-Estrellas-Latinoamerica.html,False,Televisa Networks,Spa,mx
1,Las Estrellas Latinoamérica,MPEG-4/HD,65.0,DVB-S2,23330.0,5/6,3805 V,tp 3C,0.0,Digicipher,,Las Estrellas Latinoamérica,https://www.lyngsat.com/tvchannels/mx/Las-Estrellas-Latinoamerica.html,False,Televisa Networks,Spa,mx
23,Las Estrellas Latinoamérica,MPEG-4/HD,,DVB-S2,30000.0,5/6,4180 V,tp 21C,0.0,Digicipher,,Las Estrellas Latinoamérica,https://www.lyngsat.com/tvchannels/mx/Las-Estrellas-Latinoamerica.html,False,Televisa Networks,Spa,mx
23,Las Estrellas Latinoamérica,MPEG-4/HD,,DVB-S2,30000.0,5/6,4180 V,tp 21C,0.0,Digicipher,,Las Estrellas Latinoamérica,https://www.lyngsat.com/tvchannels/mx/Las-Estrellas-Latinoamerica.html,False,Televisa Networks,Spa,mx
2,Univisión Latinoamérica,MPEG-4/HD,81.0,DVB-S2,23330.0,5/6,3805 V,tp 3C,0.0,Digicipher,,Univisión Latinoamérica,https://www.lyngsat.com/tvchannels/us/Univision-Latinoamerica.html,False,Televisa Networks,Spa,us
3,TUDN Centro,MPEG-4/HD,97.0,DVB-S2,23330.0,5/6,3805 V,tp 3C,0.0,Digicipher,,TUDN Centro,https://www.lyngsat.com/tvchannels/mx/TUDN-Centro.html,False,Televisa Networks,Spa,mx
4,TLN Network,MPEG-4/HD,113.0,DVB-S2,23330.0,5/6,3805 V,tp 3C,0.0,Digicipher,,TLN Network,https://www.lyngsat.com/tvchannels/mx/TLN-Network.html,False,Televisa Networks,Spa,mx
4,TLN Network,MPEG-4/HD,113.0,DVB-S2,23330.0,5/6,3805 V,tp 3C,0.0,Digicipher,,TLN Network,https://www.lyngsat.com/tvchannels/mx/TLN-Network.html,False,Televisa Networks,Spa,mx
12,TLN Network,MPEG-2/SD,848.0,DVB-S2,30000.0,5/6,4180 V,tp 21C,0.0,Digicipher,,TLN Network,https://www.lyngsat.com/tvchannels/mx/TLN-Network.html,False,Televisa Networks,Por Eng,mx
12,TLN Network,MPEG-2/SD,848.0,DVB-S2,30000.0,5/6,4180 V,tp 21C,0.0,Digicipher,,TLN Network,https://www.lyngsat.com/tvchannels/mx/TLN-Network.html,False,Televisa Networks,Por Eng,mx
9,Golden Latinoamérica,MPEG-4/HD,193.0,DVB-S2,23330.0,5/6,3805 V,tp 3C,0.0,Digicipher,,Golden Latinoamérica,https://www.lyngsat.com/tvchannels/mx/Golden-Latinoamerica.html,False,Televisa Networks,Spa,mx
1,E! México,MPEG-4/HD,101.0,DVB-S2,17500.0,5/6,3810 H,tp 4C,0.0,Digicipher,,E! México,https://www.lyngsat.com/tvchannels/us/E-Mexico.html,False,Televisa Networks,Spa Eng,us
2,Telemundo Internacional Venezuela,MPEG-4/HD,201.0,DVB-S2,17500.0,5/6,3810 H,tp 4C,0.0,Digicipher,,Telemundo Internacional Venezuela,https://www.lyngsat.com/tvchannels/us/Telemundo-Internacional-Venezuela.html,False,Televisa Networks,Spa,us
3,Telemundo Internacional,MPEG-4/HD,301.0,DVB-S2,17500.0,5/6,3810 H,tp 4C,0.0,Digicipher,,Telemundo Internacional,https://www.lyngsat.com/tvchannels/us/Telemundo-Internacional.html,False,Televisa Networks,Spa,us
4,Telemundo Internacional Centroamérica,MPEG-4/HD,401.0,DVB-S2,17500.0,5/6,3810 H,tp 4C,0.0,Digicipher,,Telemundo Internacional Centroamérica,https://www.lyngsat.com/tvchannels/us/Telemundo-Internacional-Centroamerica.html,False,Televisa Networks,Spa,us
5,Telemundo Internacional Sur,MPEG-4/HD,501.0,DVB-S2,17500.0,5/6,3810 H,tp 4C,0.0,Digicipher,,Telemundo Internacional Sur,https://www.lyngsat.com/tvchannels/us/Telemundo-Internacional-Sur.html,False,Televisa Networks,Spa,us
6,E! Andes,MPEG-4/HD,601.0,DVB-S2,17500.0,5/6,3810 H,tp 4C,0.0,Digicipher,,E! Andes,https://www.lyngsat.com/tvchannels/us/E-Andes.html,False,Televisa Networks,Spa Eng,us
