SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
,(feeds),,,DVB-S2,3600.0,3/4,4080 L,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4444.0,3/4,12667 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4444.0,3/4,12676 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2220.0,3/4,12708 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,7200.0,3/4,12714 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2220.0,3/4,12723 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,3330.0,3/4,12731 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,3600.0,5/6,12736 H,,,,,,,,,False,,,
1.0,Télé Sahel,0-1MPEG-2/SD,768.0,DVB-S,3330.0,3/4,4085 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
1.0,Télé Sahel,0-1MPEG-2/SD,768.0,DVB-S,3330.0,3/4,4085 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
1.0,Télé Sahel,0-1MPEG-2/SD,768.0,DVB-S,3330.0,3/4,4085 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
1.0,Télé Sahel,MPEG-4/SD,101.0,DVB-S2,20000.0,2/3,4099 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
1.0,Télé Sahel,MPEG-4/SD,101.0,DVB-S2,20000.0,2/3,4099 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
1.0,Télé Sahel,MPEG-4/SD,101.0,DVB-S2,20000.0,2/3,4099 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
19.0,Télé Sahel,MPEG-4/SD,119.0,DVB-S2,20000.0,2/3,4099 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
19.0,Télé Sahel,MPEG-4/SD,119.0,DVB-S2,20000.0,2/3,4099 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
19.0,Télé Sahel,MPEG-4/SD,119.0,DVB-S2,20000.0,2/3,4099 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
20.0,Télé Sahel,MPEG-4/SD,120.0,DVB-S2,20000.0,2/3,4099 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
20.0,Télé Sahel,MPEG-4/SD,120.0,DVB-S2,20000.0,2/3,4099 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
20.0,Télé Sahel,MPEG-4/SD,120.0,DVB-S2,20000.0,2/3,4099 L,,,,,Télé Sahel,https://www.lyngsat.com/tvchannels/ne/Tele-Sahel.html,,,False,,Fre,ne
1.0,Voix du Sahel,,,DVB-S,3330.0,3/4,4085 L,,,,,Voix du Sahel,https://www.lyngsat.com/radiochannels/ne/Voix-du-Sahel.html,,,False,,Fre,ne
1.0,Voix du Sahel,,,DVB-S,3330.0,3/4,4085 L,,,,,Voix du Sahel,https://www.lyngsat.com/radiochannels/ne/Voix-du-Sahel.html,,,False,,Fre,ne
21.0,Voix du Sahel,,,DVB-S2,20000.0,2/3,4099 L,,,,,Voix du Sahel,https://www.lyngsat.com/radiochannels/ne/Voix-du-Sahel.html,,,False,,Fre,ne
21.0,Voix du Sahel,,,DVB-S2,20000.0,2/3,4099 L,,,,,Voix du Sahel,https://www.lyngsat.com/radiochannels/ne/Voix-du-Sahel.html,,,False,,Fre,ne
,TNT Niger,111-100,,DVB-S2,20000.0,2/3,4099 L,,,,https://www.lyngsat.com/providers/ne/TNT-Niger.html,,,,,True,TNT Niger,,
2.0,Tal TV,MPEG-4/SD,102.0,DVB-S2,20000.0,2/3,4099 L,,,,,Tal TV,https://www.lyngsat.com/tvchannels/ne/Tal-TV.html,,,False,TNT Niger,Fre,ne
3.0,Espérance TV,MPEG-4/SD,103.0,DVB-S2,20000.0,2/3,4099 L,,,,,Espérance TV,https://www.lyngsat.com/tvchannels/ne/Esperance-TV.html,,,False,TNT Niger,Fre,ne
4.0,Liptako TV,MPEG-4/SD,104.0,DVB-S2,20000.0,2/3,4099 L,,,,,Liptako TV,https://www.lyngsat.com/tvchannels/ne/Liptako-TV.html,,,False,TNT Niger,Fre,ne
5.0,Ténéré TV,MPEG-4/SD,105.0,DVB-S2,20000.0,2/3,4099 L,,,,,Ténéré TV,https://www.lyngsat.com/tvchannels/ne/Tenere-TV.html,,,False,TNT Niger,Fre,ne
6.0,Dounia TV,MPEG-4/SD,106.0,DVB-S2,20000.0,2/3,4099 L,,,,,Dounia TV,https://www.lyngsat.com/tvchannels/ne/Dounia-TV.html,,,False,TNT Niger,Fre,ne
7.0,Canal 3 Niger,MPEG-4/SD,107.0,DVB-S2,20000.0,2/3,4099 L,,,,,Canal 3 Niger,https://www.lyngsat.com/tvchannels/ne/Canal-3-Niger.html,,,False,TNT Niger,Fre,ne
8.0,Canal 3 Monde,MPEG-4/SD,108.0,DVB-S2,20000.0,2/3,4099 L,,,,,Canal 3 Monde,https://www.lyngsat.com/tvchannels/fr/Canal-3-Monde.html,,,False,TNT Niger,Fre,fr
9.0,Saraounia TV,MPEG-4/SD,109.0,DVB-S2,20000.0,2/3,4099 L,,,,,Saraounia TV,https://www.lyngsat.com/tvchannels/ne/Saraounia-TV.html,,,False,TNT Niger,Fre,ne
10.0,Bonferey,MPEG-4/SD,110.0,DVB-S2,20000.0,2/3,4099 L,,,,,Bonferey,https://www.lyngsat.com/tvchannels/ne/Bonferey.html,,,False,TNT Niger,Fre,ne
11.0,Tambara TV,MPEG-4/SD,111.0,DVB-S2,20000.0,2/3,4099 L,,,,,Tambara TV,https://www.lyngsat.com/tvchannels/ne/Tambara-TV.html,,,False,TNT Niger,Fre,ne
12.0,Anfani TV,MPEG-4/SD,112.0,DVB-S2,20000.0,2/3,4099 L,,,,,Anfani TV,https://www.lyngsat.com/tvchannels/ne/Anfani-TV.html,,,False,TNT Niger,Fre,ne
13.0,[test card],MPEG-4/SD,113.0,DVB-S2,20000.0,2/3,4099 L,,,,,,,,,False,TNT Niger,,
16.0,[test card],MPEG-4/SD,116.0,DVB-S2,20000.0,2/3,4099 L,,,,,,,,,False,TNT Niger,,
14.0,[test card],MPEG-4/SD,4001.0,DVB-S,27500.0,3/4,11785 V,tp 4,48.0,,,,,,,False,TNT Niger,,
1000.0,[test card],MPEG-4/SD,2001.0,DVB-S,27500.0,3/4,11785 V,tp 4,48.0,,,,,,,False,TNT Niger,,
310.0,[test card],MPEG-4/HD,3010.0,DVB-S2,27500.0,3/4,12073 H,tp 19,,,,,,,,False,TNT Niger,,
12.0,[test card],MPEG-4/SD,57.0,DVB-S,27500.0,5/6,12303 H,tp 31S,0.0,,,,,,,False,TNT Niger,,
13.0,[test card],MPEG-4/SD,54.0,DVB-S,27500.0,5/6,12303 H,tp 31S,0.0,,,,,,,False,TNT Niger,,
28.0,[test card],MPEG-4/SD,2001.0,DVB-S,27500.0,5/6,12303 H,tp 31S,0.0,,,,,,,False,TNT Niger,,
30.0,[test card],MPEG-4/SD,51.0,DVB-S,27500.0,5/6,12303 H,tp 31S,0.0,,,,,,,False,TNT Niger,,
