SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
8.0,RT Español,?-?MPEG-4/HD,536.0,DVB-S2,8333.0,3/4,3662 R,,,,,RT Español,https://www.lyngsat.com/tvchannels/ru/RT-Espanol.html,,,False,,Spa,ru
100.0,RT Español,MPEG-4/HD,536.0,DVB-S2,7500.0,3/4,11866 V,,,,,RT Español,https://www.lyngsat.com/tvchannels/ru/RT-Espanol.html,,,False,,Spa,ru
,Bolivia TV 7.1,MPEG-2/SD,308.0,DVB-S,3300.0,3/4,3680 R,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,,,False,,Spa,bo
,Bolivia TV 7.1,MPEG-2/SD,33.0,DVB-S,3300.0,3/4,3684 R,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,,,False,,Spa,bo
7.0,Bolivia TV 7.1,MPEG-4/SD,523.0,DVB-S2,30000.0,3/4,11560 V,,,,,Bolivia TV 7.1,https://www.lyngsat.com/tvchannels/bo/Bolivia-TV-71.html,,,False,,Spa,bo
,(feeds),,,DVB-S,3300.0,3/4,11503 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,7500.0,3/4,11884 V,,,,,,,,,False,,,
4.0,RTP,MPEG-4/SD,76.0,DVB-S2,30000.0,3/4,11520 V,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,,,False,,Spa,bo
4.0,RTP,MPEG-4/SD,76.0,DVB-S2,30000.0,3/4,11520 V,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,,,False,,Spa,bo
450.0,RTP,MPEG-4/HD,1106.0,DVB-S2,30000.0,5/6,12544 R,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,,,False,,Spa,bo
450.0,RTP,MPEG-4/HD,1106.0,DVB-S2,30000.0,5/6,12544 R,,,,,RTP,https://www.lyngsat.com/tvchannels/bo/RTP.html,,,False,,Spa,bo
17.0,TVU,MPEG-4/SD,417.0,DVB-S2,30000.0,3/4,11520 V,,,,,TVU,https://www.lyngsat.com/tvchannels/bo/TVU.html,,,False,,Spa,bo
17.0,TVU,MPEG-4/SD,417.0,DVB-S2,30000.0,3/4,11520 V,,,,,TVU,https://www.lyngsat.com/tvchannels/bo/TVU.html,,,False,,Spa,bo
33.0,Unitel Santa Cruz,MPEG-4/SD,993.0,DVB-S2,30000.0,3/4,11520 V,,,,,Unitel Santa Cruz,https://www.lyngsat.com/tvchannels/bo/Unitel-Santa-Cruz.html,,,False,,Spa,bo
2.0,Unitel La Paz,MPEG-4/SD,353.0,DVB-S2,30000.0,3/4,11560 V,,,,,Unitel La Paz,https://www.lyngsat.com/tvchannels/bo/Unitel-La-Paz.html,,,False,,Spa,bo
20.0,TV Culturas,MPEG-4/SD,385.0,DVB-S2,30000.0,3/4,11560 V,,,,,TV Culturas,https://www.lyngsat.com/tvchannels/bo/TV-Culturas.html,,,False,,Spa,bo
508.0,Radio Illimani,,,DVB-S2,30000.0,3/4,11560 V,,,,,Radio Illimani,https://www.lyngsat.com/radiochannels/bo/Radio-Illimani.html,,,False,,Spa,bo
511.0,Radio Disney Bolivia,,,DVB-S2,30000.0,3/4,11560 V,,,,,Radio Disney Bolivia,https://www.lyngsat.com/radiochannels/us/Radio-Disney-Bolivia.html,,,False,,Spa,us
511.0,Radio Disney Bolivia,,,DVB-S2,30000.0,3/4,11560 V,,,,,Radio Disney Bolivia,https://www.lyngsat.com/radiochannels/us/Radio-Disney-Bolivia.html,,,False,,Spa,us
512.0,RPO's,,,DVB-S2,30000.0,3/4,11560 V,,,,,RPO's,https://www.lyngsat.com/radiochannels/bo/RPOs.html,,,False,,Spa,bo
1.0,Entel TV HD,/HD,4801.0,DVB-S2,30000.0,3/4,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,,,False,,Spa,bo
1.0,Entel TV HD,/HD,4801.0,DVB-S2,30000.0,3/4,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,,,False,,Spa,bo
59.0,Entel TV HD,/HD,256.0,DVB-S2,30000.0,3/4,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,,,False,,Spa,bo
59.0,Entel TV HD,/HD,256.0,DVB-S2,30000.0,3/4,11640 V,,,,,Entel TV HD,https://www.lyngsat.com/tvchannels/bo/Entel-TV-HD.html,,,False,,Spa,bo
,,,,DVB-S2,30000.0,3/4,11760 V,,,,,,,,,False,,,
,,,,DVB-S2,30000.0,3/4,11807 V,,,,,,,,,False,,,
,ABE,,,DVB-S2,7500.0,3/4,11866 V,,,,https://www.lyngsat.com/providers/bo/ABE.html,,,,,True,ABE,,
