SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
,(feeds),,,DVB-S,4200.0,3/4,11175 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3100.0,3/4,11179 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3330.0,3/4,11540 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,3330.0,3/4,11544 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,2591.0,3/4,11552 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,2591.0,3/4,11555 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,3200.0,3/4,11564 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,3350.0,3/4,11568 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,3333.0,3/4,11573 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,3333.0,3/4,11577 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,1325.0,3/4,11581 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,2655.0,7/8,11584 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,1904.0,7/8,11595 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,2500.0,3/4,11598 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,1904.0,7/8,11651 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,1904.0,7/8,11657 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2500.0,7/8,11660 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,6665.0,3/4,11667 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,1904.0,3/4,11675 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,1904.0,3/4,11678 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,2222.0,3/4,11686 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,6660.0,3/4,11708 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,6660.0,1/2,11718 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,6660.0,3/4,11718 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3300.0,3/4,11728 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3124.0,3/4,11731 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,2655.0,3/4,11734 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,2373.0,3/4,11745 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2373.0,3/4,11746 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2373.0,3/4,11752 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2373.0,3/4,11755 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,3200.0,3/4,11756 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3200.0,3/4,11779 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,3200.0,3/4,11782 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,3200.0,3/4,11785 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3200.0,3/4,11794 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3200.0,3/4,11805 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3200.0,3/4,11809 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3333.0,3/4,11817 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3330.0,3/4,11829 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,3330.0,3/4,11836 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,3330.0,3/4,11843 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,3330.0,3/4,11848 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,3350.0,3/4,11851 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,2343.0,3/4,11853 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3330.0,3/4,11861 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3300.0,3/4,11866 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3300.0,3/4,11876 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,2355.0,3/4,11877 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,3333.0,3/4,11882 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,3330.0,3/4,11888 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,3330.0,3/4,11892 H,,,,,,,,,False,,,
,(feeds),,,DVB-S,3330.0,3/4,11896 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,3900.0,5/6,11908 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,2600.0,3/4,11915 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2600.0,3/4,11986 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2600.0,3/4,11992 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2600.0,3/4,12001 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2600.0,3/4,12022 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2600.0,3/4,12031 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2600.0,3/4,12034 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4400.0,5/6,12055 V,,,,,,,,,False,,,
,(feeds),,511.0,DVB-S,4400.0,5/6,12058 H,,0.0,,,,,,,False,,,
,(feeds),,,DVB-S2,4400.0,5/6,12066 V,,,,,,,,,False,,,
,(feeds),,,DVB-S,4400.0,5/6,12067 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4400.0,5/6,12077 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4400.0,5/6,12080 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2700.0,3/4,12104 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,2700.0,3/4,12112 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,3/4,12115 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,3/4,12118 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,3/4,12130 H,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,3/4,12143 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,3/4,12148 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,3/4,12151 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,3/4,12157 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,3/4,12166 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,3/4,12169 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,3/4,12175 V,,,,,,,,,False,,,
,(feeds),,,DVB-S2,4800.0,3/4,12181 V,,,,,,,,,False,,,
,Arsat,1-20,,DVB-S2,30000.0,5/6,11590 V,,0.0,,https://www.lyngsat.com/providers/ar/Arsat.html,,,,,True,Arsat,,
53.0,[Presidencia Argentina info card],MPEG-4/HD,37.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,,,,,False,Arsat,Spa,
54.0,Cine.ar,MPEG-4/HD,33.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Cine.ar,https://www.lyngsat.com/tvchannels/ar/Cinear.html,,,False,Arsat,Spa Qaa,ar
54.0,Cine.ar,MPEG-4/HD,33.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Cine.ar,https://www.lyngsat.com/tvchannels/ar/Cinear.html,,,False,Arsat,Spa Qaa,ar
54.0,Cine.ar,MPEG-4/HD,33.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Cine.ar,https://www.lyngsat.com/tvchannels/ar/Cinear.html,,,False,Arsat,Spa Qaa,ar
133.0,Cine.ar,MPEG-4/HD,2091.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Cine.ar,https://www.lyngsat.com/tvchannels/ar/Cinear.html,,,False,Arsat,Spa,ar
133.0,Cine.ar,MPEG-4/HD,2091.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Cine.ar,https://www.lyngsat.com/tvchannels/ar/Cinear.html,,,False,Arsat,Spa,ar
133.0,Cine.ar,MPEG-4/HD,2091.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Cine.ar,https://www.lyngsat.com/tvchannels/ar/Cinear.html,,,False,Arsat,Spa,ar
9.0,Cine.ar,MPEG-4/HD,400.0,DVB-S2,30000.0,5/6,11670 V,,0.0,,,Cine.ar,https://www.lyngsat.com/tvchannels/ar/Cinear.html,,,False,Arsat,Spa,ar
9.0,Cine.ar,MPEG-4/HD,400.0,DVB-S2,30000.0,5/6,11670 V,,0.0,,,Cine.ar,https://www.lyngsat.com/tvchannels/ar/Cinear.html,,,False,Arsat,Spa,ar
9.0,Cine.ar,MPEG-4/HD,400.0,DVB-S2,30000.0,5/6,11670 V,,0.0,,,Cine.ar,https://www.lyngsat.com/tvchannels/ar/Cinear.html,,,False,Arsat,Spa,ar
121.0,Lapacho Canal 11,MPEG-4/SD,2001.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Lapacho Canal 11,https://www.lyngsat.com/tvchannels/ar/Lapacho-Canal-11.html,,,False,Arsat,Spa,ar
121.0,Lapacho Canal 11,MPEG-4/SD,2001.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Lapacho Canal 11,https://www.lyngsat.com/tvchannels/ar/Lapacho-Canal-11.html,,,False,Arsat,Spa,ar
1.0,Lapacho Canal 11,1-1MPEG-4/HD,512.0,DVB-S2,4800.0,3/4,12112 V,,0.0,,,Lapacho Canal 11,https://www.lyngsat.com/tvchannels/ar/Lapacho-Canal-11.html,,,False,Arsat,Spa,ar
1.0,Lapacho Canal 11,1-1MPEG-4/HD,512.0,DVB-S2,4800.0,3/4,12112 V,,0.0,,,Lapacho Canal 11,https://www.lyngsat.com/tvchannels/ar/Lapacho-Canal-11.html,,,False,Arsat,Spa,ar
122.0,Canal 7 Chubut,MPEG-4/SD,2011.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Canal 7 Chubut,https://www.lyngsat.com/tvchannels/ar/Canal-7-Chubut.html,,,False,Arsat,Spa,ar
2.0,Canal 7 Chubut,?-?,33.0,DVB-S2,4400.0,5/6,12062 V,,0.0,,,Canal 7 Chubut,https://www.lyngsat.com/tvchannels/ar/Canal-7-Chubut.html,,,False,Arsat,Spa,ar
123.0,Doce TV,MPEG-4/SD,2021.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Doce TV,https://www.lyngsat.com/tvchannels/ar/Doce-TV.html,,,False,Arsat,Spa,ar
123.0,Doce TV,MPEG-4/SD,2021.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Doce TV,https://www.lyngsat.com/tvchannels/ar/Doce-TV.html,,,False,Arsat,Spa,ar
1.0,Doce TV,?-?MPEG-2/SD,1160.0,DVB-S,4170.0,2/3,12086 V,,0.0,,,Doce TV,https://www.lyngsat.com/tvchannels/ar/Doce-TV.html,,,False,Arsat,Spa,ar
1.0,Doce TV,?-?MPEG-2/SD,1160.0,DVB-S,4170.0,2/3,12086 V,,0.0,,,Doce TV,https://www.lyngsat.com/tvchannels/ar/Doce-TV.html,,,False,Arsat,Spa,ar
124.0,Canal 2,MPEG-4/SD,2031.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Canal 2,https://www.lyngsat.com/tvchannels/ar/Canal-2.html,,,False,Arsat,Spa,ar
124.0,Canal 2,MPEG-4/SD,2031.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Canal 2,https://www.lyngsat.com/tvchannels/ar/Canal-2.html,,,False,Arsat,Spa,ar
125.0,Diputados TV,MPEG-4/HD,2041.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Diputados TV,https://www.lyngsat.com/tvchannels/ar/Diputados-TV.html,,,False,Arsat,Spa,ar
125.0,Diputados TV,MPEG-4/HD,2041.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Diputados TV,https://www.lyngsat.com/tvchannels/ar/Diputados-TV.html,,,False,Arsat,Spa,ar
126.0,Canal Nueve Santa Cruz,MPEG-4/SD,2051.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Canal Nueve Santa Cruz,https://www.lyngsat.com/tvchannels/ar/Canal-Nueve-Santa-Cruz.html,,,False,Arsat,Spa,ar
126.0,Canal Nueve Santa Cruz,MPEG-4/SD,2051.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,Canal Nueve Santa Cruz,https://www.lyngsat.com/tvchannels/ar/Canal-Nueve-Santa-Cruz.html,,,False,Arsat,Spa,ar
1.0,Canal Nueve Santa Cruz,?-?MPEG-4/HD,66.0,DVB-S2,4400.0,5/6,12055 H,,0.0,,,Canal Nueve Santa Cruz,https://www.lyngsat.com/tvchannels/ar/Canal-Nueve-Santa-Cruz.html,,,False,Arsat,Spa,ar
1.0,Canal Nueve Santa Cruz,?-?MPEG-4/HD,66.0,DVB-S2,4400.0,5/6,12055 H,,0.0,,,Canal Nueve Santa Cruz,https://www.lyngsat.com/tvchannels/ar/Canal-Nueve-Santa-Cruz.html,,,False,Arsat,Spa,ar
1.0,Canal Nueve Santa Cruz,MPEG-2/SD,66.0,DVB-S,4400.0,5/6,12058 H,,0.0,,,Canal Nueve Santa Cruz,https://www.lyngsat.com/tvchannels/ar/Canal-Nueve-Santa-Cruz.html,,,False,Arsat,Spa,ar
1.0,Canal Nueve Santa Cruz,MPEG-2/SD,66.0,DVB-S,4400.0,5/6,12058 H,,0.0,,,Canal Nueve Santa Cruz,https://www.lyngsat.com/tvchannels/ar/Canal-Nueve-Santa-Cruz.html,,,False,Arsat,Spa,ar
127.0,TV Pública Fueguina,MPEG-4/SD,2061.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,TV Pública Fueguina,https://www.lyngsat.com/tvchannels/ar/TV-Publica-Fueguina.html,,,False,Arsat,Spa,ar
127.0,TV Pública Fueguina,MPEG-4/SD,2061.0,DVB-S2,30000.0,5/6,11590 V,,0.0,,,TV Pública Fueguina,https://www.lyngsat.com/tvchannels/ar/TV-Publica-Fueguina.html,,,False,Arsat,Spa,ar
