SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
,IRIB,1-3,,DVB-S2,27500,5/6,11881 H,tp 9G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,1-3,,DVB-S2,27500,5/6,11881 H,tp 9G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,1-3,,DVB-S2,27500,5/6,11881 H,tp 9G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,1-3,,DVB-S2,27500,5/6,11881 H,tp 9G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,1-3,,DVB-S2,27500,5/6,11881 H,tp 9G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,1-3,,DVB-S2,27500,5/6,11881 H,tp 9G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,1-300,,DVB-S,27500,3/4,11900 V,tp 10G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,1-300,,DVB-S,27500,3/4,11900 V,tp 10G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,1-300,,DVB-S,27500,3/4,11900 V,tp 10G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,1-300,,DVB-S,27500,3/4,11900 V,tp 10G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,1-300,,DVB-S,27500,3/4,11900 V,tp 10G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,1-300,,DVB-S,27500,3/4,11900 V,tp 10G,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,?-700,,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,?-700,,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,?-700,,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,?-700,,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,?-700,,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,?-700,,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,2/3,12284 V,tp 30CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,2/3,12284 V,tp 30CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,2/3,12284 V,tp 30CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,2/3,12284 V,tp 30CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,2/3,12284 V,tp 30CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,2/3,12284 V,tp 30CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,32000,3/4,12303 H,tp 31CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,32000,3/4,12303 H,tp 31CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,32000,3/4,12303 H,tp 31CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,32000,3/4,12303 H,tp 31CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,32000,3/4,12303 H,tp 31CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,32000,3/4,12303 H,tp 31CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,3/4,12322 V,tp 32CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,3/4,12322 V,tp 32CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,3/4,12322 V,tp 32CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,3/4,12322 V,tp 32CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,3/4,12322 V,tp 32CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
,IRIB,,,DVB-S2,30000,3/4,12322 V,tp 32CA,0,,https://www.lyngsat.com/providers/ir/IRIB.html,,,True,IRIB,,
101.0,IRIB 1,MPEG-4/SD,1010.0,DVB-S2,27500,5/6,11881 H,tp 9G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
101.0,IRIB 1,MPEG-4/SD,1010.0,DVB-S2,27500,5/6,11881 H,tp 9G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
101.0,IRIB 1,MPEG-4/SD,1010.0,DVB-S2,27500,5/6,11881 H,tp 9G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
101.0,IRIB 1,MPEG-4/SD,1010.0,DVB-S2,27500,5/6,11881 H,tp 9G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
101.0,IRIB 1,MPEG-4/SD,1010.0,DVB-S2,27500,5/6,11881 H,tp 9G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
101.0,IRIB 1,MPEG-4/SD,1010.0,DVB-S2,27500,5/6,11881 H,tp 9G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
301.0,IRIB 1,MPEG-2/SD,3010.0,DVB-S,27500,3/4,11900 V,tp 10G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
301.0,IRIB 1,MPEG-2/SD,3010.0,DVB-S,27500,3/4,11900 V,tp 10G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
301.0,IRIB 1,MPEG-2/SD,3010.0,DVB-S,27500,3/4,11900 V,tp 10G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
301.0,IRIB 1,MPEG-2/SD,3010.0,DVB-S,27500,3/4,11900 V,tp 10G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
301.0,IRIB 1,MPEG-2/SD,3010.0,DVB-S,27500,3/4,11900 V,tp 10G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
301.0,IRIB 1,MPEG-2/SD,3010.0,DVB-S,27500,3/4,11900 V,tp 10G,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
131.0,IRIB 1,HEVC/HD,1310.0,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
131.0,IRIB 1,HEVC/HD,1310.0,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
131.0,IRIB 1,HEVC/HD,1310.0,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
131.0,IRIB 1,HEVC/HD,1310.0,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
131.0,IRIB 1,HEVC/HD,1310.0,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
131.0,IRIB 1,HEVC/HD,1310.0,DVB-S2,30000,3/4,12265 H,tp 29CA,0,,,IRIB 1,https://www.lyngsat.com/tvchannels/ir/IRIB-1.html,False,IRIB,Per,ir
102.0,IRIB 2,MPEG-4/SD,1020.0,DVB-S2,27500,5/6,11881 H,tp 9G,0,,,IRIB 2,https://www.lyngsat.com/tvchannels/ir/IRIB-2.html,False,IRIB,Per,ir
102.0,IRIB 2,MPEG-4/SD,1020.0,DVB-S2,27500,5/6,11881 H,tp 9G,0,,,IRIB 2,https://www.lyngsat.com/tvchannels/ir/IRIB-2.html,False,IRIB,Per,ir
102.0,IRIB 2,MPEG-4/SD,1020.0,DVB-S2,27500,5/6,11881 H,tp 9G,0,,,IRIB 2,https://www.lyngsat.com/tvchannels/ir/IRIB-2.html,False,IRIB,Per,ir
