SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
,Telefónica Servicios Audiovisuales,6-6,,DVB-S2,30000.0,5/6,10770 H,tp 146,46-48,,https://www.lyngsat.com/providers/es/Telefonica-Servicios-Audiovisuales.html,,,,,True,Telefónica Servicios Audiovisuales,,
,Telefónica Servicios Audiovisuales,6-6,,DVB-S2,30000.0,5/6,10770 H,tp 146,46-48,,https://www.lyngsat.com/providers/es/Telefonica-Servicios-Audiovisuales.html,,,,,True,Telefónica Servicios Audiovisuales,,
,Telefónica Servicios Audiovisuales,6-6,,DVB-S2,30000.0,5/6,10770 H,tp 146,46-48,,https://www.lyngsat.com/providers/es/Telefonica-Servicios-Audiovisuales.html,,,,,True,Telefónica Servicios Audiovisuales,,
,Telefónica Servicios Audiovisuales,6-6,,DVB-S2,30000.0,5/6,10770 H,tp 146,46-48,,https://www.lyngsat.com/providers/es/Telefonica-Servicios-Audiovisuales.html,,,,,True,Telefónica Servicios Audiovisuales,,
,Telefónica Servicios Audiovisuales,2-7,,DVB-S2,15000.0,3/4,10939 H,tp 150,46-48,,https://www.lyngsat.com/providers/es/Telefonica-Servicios-Audiovisuales.html,,,,,True,Telefónica Servicios Audiovisuales,,
,Telefónica Servicios Audiovisuales,2-7,,DVB-S2,15000.0,3/4,10939 H,tp 150,46-48,,https://www.lyngsat.com/providers/es/Telefonica-Servicios-Audiovisuales.html,,,,,True,Telefónica Servicios Audiovisuales,,
,Telefónica Servicios Audiovisuales,2-7,,DVB-S2,15000.0,3/4,10939 H,tp 150,46-48,,https://www.lyngsat.com/providers/es/Telefonica-Servicios-Audiovisuales.html,,,,,True,Telefónica Servicios Audiovisuales,,
,Telefónica Servicios Audiovisuales,2-7,,DVB-S2,15000.0,3/4,10939 H,tp 150,46-48,,https://www.lyngsat.com/providers/es/Telefonica-Servicios-Audiovisuales.html,,,,,True,Telefónica Servicios Audiovisuales,,
,Telefónica Servicios Audiovisuales,1-2,,DVB-S,27500.0,3/4,12052 V,tp 133,0,KeyFly,https://www.lyngsat.com/providers/es/Telefonica-Servicios-Audiovisuales.html,,,,,True,Telefónica Servicios Audiovisuales,,
,Telefónica Servicios Audiovisuales,1-2,,DVB-S,27500.0,3/4,12052 V,tp 133,0,KeyFly,https://www.lyngsat.com/providers/es/Telefonica-Servicios-Audiovisuales.html,,,,,True,Telefónica Servicios Audiovisuales,,
