SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
,NBC,70-1,,DVB-S,17777.0,3/4,3977 L,tp 104,0,Tongfang,https://www.lyngsat.com/providers/na/NBC.html,,,,,True,NBC,,
1.0,NBC 1,MPEG-2/SD,32.0,DVB-S,17777.0,3/4,3977 L,tp 104,0,,,NBC 1,https://www.lyngsat.com/tvchannels/na/NBC-1.html,,,False,NBC,Eng,na
1.0,NBC 1,MPEG-2/SD,32.0,DVB-S,17777.0,3/4,3977 L,tp 104,0,,,NBC 1,https://www.lyngsat.com/tvchannels/na/NBC-1.html,,,False,NBC,Eng,na
64.0,NBC 1,MPEG-2/SD,81.0,DVB-S,17777.0,3/4,3977 L,tp 104,0,Tongfang,,NBC 1,https://www.lyngsat.com/tvchannels/na/NBC-1.html,,,False,NBC,Eng,na
64.0,NBC 1,MPEG-2/SD,81.0,DVB-S,17777.0,3/4,3977 L,tp 104,0,Tongfang,,NBC 1,https://www.lyngsat.com/tvchannels/na/NBC-1.html,,,False,NBC,Eng,na
2.0,(feeds),,34.0,DVB-S,17777.0,3/4,3977 L,tp 104,0,Tongfang,,,,,,False,NBC,,
26.0,(feeds),,59.0,DVB-S,17777.0,3/4,3977 L,tp 104,0,Tongfang,,,,,,False,NBC,,
,(feeds),,,DVB-S,1550.0,7/8,10962 H,tp 71,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,7120.0,2/3,10966 V,tp 61,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3600.0,3/4,11003 V,tp 61,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,7200.0,3/4,11016 V,tp 61,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3600.0,3/4,11027 V,tp 61,,,,,,,,False,NBC,,
,(feeds),,,DVB-S,2100.0,7/8,11045 H,tp 72,,,,,,,,False,NBC,,
,(feeds),,,DVB-S,3100.0,3/4,11048 H,tp 72,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,4800.0,3/4,11049 V,tp 62,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,4800.0,3/4,11055 V,tp 62,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3200.0,5/6,11063 V,tp 62,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,9600.0,3/4,11080 V,tp 62,,,,,,,,False,NBC,,
,(feeds),,,DVB-S,1100.0,3/4,11080 H,tp 72,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,5000.0,5/6,11090 V,tp 62,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3200.0,5/6,11096 V,tp 62,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,7200.0,3/4,11123 V,tp 63,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3600.0,3/4,11146 V,tp 63,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3580.0,2/3,11186 H,tp 73,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,4990.0,2/3,11461 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,5000.0,3/4,11467 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,4800.0,3/4,11473 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,4936.0,3/4,11480 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3750.0,2/3,11488 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,4936.0,3/4,11492 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,4936.0,3/4,11498 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3200.0,5/6,11507 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3200.0,5/6,11511 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3200.0,5/6,11515 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3200.0,5/6,11529 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S,6750.0,3/4,11536 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,4500.0,3/4,11542 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2X,7120.0,2/3,11553 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3200.0,3/4,11559 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,3200.0,3/4,11563 V,tp 65,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,6600.0,3/5,11574 V,tp 69,,,,,,,,False,NBC,,
,(feeds),,,DVB-S2,7200.0,3/4,11584 V,tp 69,,,,,,,,False,NBC,,
