SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages,Channel_Country
,Myanmar mux,,,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,,,,,False,,,
51.0,MRTV,MPEG-4/HD,100.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,https://www.lyngsat.com/providers/mm/MRTV.html,MRTV,https://www.lyngsat.com/tvchannels/mm/MRTV.html,,,True,MRTV,Bur,mm
51.0,MRTV,MPEG-4/HD,100.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,https://www.lyngsat.com/providers/mm/MRTV.html,MRTV,https://www.lyngsat.com/tvchannels/mm/MRTV.html,,,True,MRTV,Bur,mm
,MRTV,,,DVB-S2,3333.0,3/4,3735 H,tp 1H,,,https://www.lyngsat.com/providers/mm/MRTV.html,MRTV,https://www.lyngsat.com/tvchannels/mm/MRTV.html,,,True,MRTV,,mm
,MRTV,,,DVB-S2,3333.0,3/4,3735 H,tp 1H,,,https://www.lyngsat.com/providers/mm/MRTV.html,MRTV,https://www.lyngsat.com/tvchannels/mm/MRTV.html,,,True,MRTV,,mm
52.0,MRTV News,MPEG-4/HD,101.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV News,https://www.lyngsat.com/tvchannels/mm/MRTV-News.html,,,False,MRTV,Bur,mm
52.0,MRTV News,MPEG-4/HD,101.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV News,https://www.lyngsat.com/tvchannels/mm/MRTV-News.html,,,False,MRTV,Bur,mm
53.0,MRTV Parliament,MPEG-4/SD,102.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV Parliament,https://www.lyngsat.com/tvchannels/mm/MRTV-Parliament.html,,,False,MRTV,Bur,mm
54.0,MRTV NRC,MPEG-4/HD,103.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV NRC,https://www.lyngsat.com/tvchannels/mm/MRTV-NRC.html,,,False,MRTV,,mm
54.0,MRTV NRC,MPEG-4/HD,103.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV NRC,https://www.lyngsat.com/tvchannels/mm/MRTV-NRC.html,,,False,MRTV,,mm
55.0,MRTV Farmers,MPEG-4/SD,104.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV Farmers,https://www.lyngsat.com/tvchannels/mm/MRTV-Farmers.html,,,False,MRTV,Bur,mm
55.0,MRTV Farmers,MPEG-4/SD,104.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV Farmers,https://www.lyngsat.com/tvchannels/mm/MRTV-Farmers.html,,,False,MRTV,Bur,mm
1.0,MRTV Farmers,MPEG-4/SD,1000.0,DVB-S2,3333.0,3/4,3735 H,tp 1H,,,,MRTV Farmers,https://www.lyngsat.com/tvchannels/mm/MRTV-Farmers.html,,,False,MRTV,Bur,mm
1.0,MRTV Farmers,MPEG-4/SD,1000.0,DVB-S2,3333.0,3/4,3735 H,tp 1H,,,,MRTV Farmers,https://www.lyngsat.com/tvchannels/mm/MRTV-Farmers.html,,,False,MRTV,Bur,mm
56.0,MRTV Sports,MPEG-4/SD,105.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV Sports,https://www.lyngsat.com/tvchannels/mm/MRTV-Sports.html,,,False,MRTV,Bur,mm
56.0,MRTV Sports,MPEG-4/SD,105.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV Sports,https://www.lyngsat.com/tvchannels/mm/MRTV-Sports.html,,,False,MRTV,Bur,mm
56.0,MRTV Sports,MPEG-4/SD,105.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV Sports,https://www.lyngsat.com/tvchannels/mm/MRTV-Sports.html,,,False,MRTV,Bur,mm
2.0,MRTV Sports,MPEG-4/SD,2000.0,DVB-S2,3333.0,3/4,3735 H,tp 1H,,,,MRTV Sports,https://www.lyngsat.com/tvchannels/mm/MRTV-Sports.html,,,False,MRTV,Bur,mm
2.0,MRTV Sports,MPEG-4/SD,2000.0,DVB-S2,3333.0,3/4,3735 H,tp 1H,,,,MRTV Sports,https://www.lyngsat.com/tvchannels/mm/MRTV-Sports.html,,,False,MRTV,Bur,mm
2.0,MRTV Sports,MPEG-4/SD,2000.0,DVB-S2,3333.0,3/4,3735 H,tp 1H,,,,MRTV Sports,https://www.lyngsat.com/tvchannels/mm/MRTV-Sports.html,,,False,MRTV,Bur,mm
18.0,MRTV Sports,MPEG-4/SD,3018.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,MRTV Sports,https://www.lyngsat.com/tvchannels/mm/MRTV-Sports.html,,,False,MRTV,Bur,mm
18.0,MRTV Sports,MPEG-4/SD,3018.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,MRTV Sports,https://www.lyngsat.com/tvchannels/mm/MRTV-Sports.html,,,False,MRTV,Bur,mm
18.0,MRTV Sports,MPEG-4/SD,3018.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,MRTV Sports,https://www.lyngsat.com/tvchannels/mm/MRTV-Sports.html,,,False,MRTV,Bur,mm
57.0,Myanmar International TV,MPEG-4/SD,106.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,Myanmar International TV,https://www.lyngsat.com/tvchannels/mm/Myanmar-International-TV.html,,,False,MRTV,Eng,mm
57.0,Myanmar International TV,MPEG-4/SD,106.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,Myanmar International TV,https://www.lyngsat.com/tvchannels/mm/Myanmar-International-TV.html,,,False,MRTV,Eng,mm
58.0,Education Channel,MPEG-4/SD,107.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,Education Channel,https://www.lyngsat.com/tvchannels/mm/Education-Channel.html,,,False,MRTV,Bur,mm
59.0,M Entertainment,MPEG-4/SD,108.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,M Entertainment,https://www.lyngsat.com/tvchannels/mm/M-Entertainment.html,,,False,MRTV,Bur,mm
59.0,M Entertainment,MPEG-4/SD,108.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,M Entertainment,https://www.lyngsat.com/tvchannels/mm/M-Entertainment.html,,,False,MRTV,Bur,mm
9.0,M Entertainment,MPEG-4/SD,3009.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,M Entertainment,https://www.lyngsat.com/tvchannels/mm/M-Entertainment.html,,,False,MRTV,Bur,mm
9.0,M Entertainment,MPEG-4/SD,3009.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,M Entertainment,https://www.lyngsat.com/tvchannels/mm/M-Entertainment.html,,,False,MRTV,Bur,mm
60.0,MRTV 4,MPEG-4/SD,109.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV 4,https://www.lyngsat.com/tvchannels/mm/MRTV-4.html,,,False,MRTV,Bur,mm
60.0,MRTV 4,MPEG-4/SD,109.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV 4,https://www.lyngsat.com/tvchannels/mm/MRTV-4.html,,,False,MRTV,Bur,mm
60.0,MRTV 4,MPEG-4/SD,109.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV 4,https://www.lyngsat.com/tvchannels/mm/MRTV-4.html,,,False,MRTV,Bur,mm
60.0,MRTV 4,MPEG-4/SD,109.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MRTV 4,https://www.lyngsat.com/tvchannels/mm/MRTV-4.html,,,False,MRTV,Bur,mm
4.0,MRTV 4,MPEG-4/SD,3004.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,MRTV 4,https://www.lyngsat.com/tvchannels/mm/MRTV-4.html,,,False,MRTV,Bur,mm
4.0,MRTV 4,MPEG-4/SD,3004.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,MRTV 4,https://www.lyngsat.com/tvchannels/mm/MRTV-4.html,,,False,MRTV,Bur,mm
4.0,MRTV 4,MPEG-4/SD,3004.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,MRTV 4,https://www.lyngsat.com/tvchannels/mm/MRTV-4.html,,,False,MRTV,Bur,mm
4.0,MRTV 4,MPEG-4/SD,3004.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,MRTV 4,https://www.lyngsat.com/tvchannels/mm/MRTV-4.html,,,False,MRTV,Bur,mm
61.0,Channel 7 (Myanmar),MPEG-4/SD,110.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,Channel 7 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-7.html,,,False,MRTV,Bur,mm
61.0,Channel 7 (Myanmar),MPEG-4/SD,110.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,Channel 7 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-7.html,,,False,MRTV,Bur,mm
61.0,Channel 7 (Myanmar),MPEG-4/SD,110.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,Channel 7 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-7.html,,,False,MRTV,Bur,mm
61.0,Channel 7 (Myanmar),MPEG-4/SD,110.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,Channel 7 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-7.html,,,False,MRTV,Bur,mm
11.0,Channel 7 (Myanmar),MPEG-4/SD,3011.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,Channel 7 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-7.html,,,False,MRTV,Bur,mm
11.0,Channel 7 (Myanmar),MPEG-4/SD,3011.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,Channel 7 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-7.html,,,False,MRTV,Bur,mm
11.0,Channel 7 (Myanmar),MPEG-4/SD,3011.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,Channel 7 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-7.html,,,False,MRTV,Bur,mm
11.0,Channel 7 (Myanmar),MPEG-4/SD,3011.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,Channel 7 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-7.html,,,False,MRTV,Bur,mm
62.0,5 Plus (Myanmar),MPEG-4/SD,111.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,5 Plus (Myanmar),https://www.lyngsat.com/tvchannels/mm/5-Plus.html,,,False,MRTV,Bur,mm
63.0,MN TV,MPEG-4/SD,112.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MN TV,https://www.lyngsat.com/tvchannels/mm/MN-TV.html,,,False,MRTV,Bur,mm
64.0,Channel 9 (Myanmar),MPEG-4/SD,113.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,Channel 9 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-9.html,,,False,MRTV,Bur,mm
64.0,Channel 9 (Myanmar),MPEG-4/SD,113.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,Channel 9 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-9.html,,,False,MRTV,Bur,mm
6.0,Channel 9 (Myanmar),MPEG-4/SD,3006.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,Channel 9 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-9.html,,,False,MRTV,Bur,mm
6.0,Channel 9 (Myanmar),MPEG-4/SD,3006.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,Channel 9 (Myanmar),https://www.lyngsat.com/tvchannels/mm/Channel-9.html,,,False,MRTV,Bur,mm
65.0,MWD,MPEG-4/SD,114.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MWD,https://www.lyngsat.com/tvchannels/mm/MWD.html,,,False,MRTV,Bur,mm
65.0,MWD,MPEG-4/SD,114.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,MWD,https://www.lyngsat.com/tvchannels/mm/MWD.html,,,False,MRTV,Bur,mm
10.0,MWD,MPEG-2/SD,3010.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,MWD,https://www.lyngsat.com/tvchannels/mm/MWD.html,,,False,MRTV,Bur,mm
10.0,MWD,MPEG-2/SD,3010.0,DVB-S2,30000.0,3/4,12728 V,,,Neotion SHL,,MWD,https://www.lyngsat.com/tvchannels/mm/MWD.html,,,False,MRTV,Bur,mm
66.0,Channel K,MPEG-4/SD,117.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,Channel K,https://www.lyngsat.com/tvchannels/mm/Channel-K.html,,,False,MRTV,Bur,mm
66.0,Channel K,MPEG-4/SD,117.0,DVB-S2,15000.0,3/4,3711 H,tp 1H,,,,Channel K,https://www.lyngsat.com/tvchannels/mm/Channel-K.html,,,False,MRTV,Bur,mm
