SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
,Kazakh mux,,,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,,,False,,,
,Kazakh mux,,,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,,,False,,,
,Kazakh mux,,,DVB-S2,9400.0,8/9,11503 V,tp 9,,"Irdeto,Videoguard",,,,False,,,
,Kazakh mux,,,DVB-S2,5900.0,9/10,11662 V,tp 15,,"Irdeto,Videoguard",,,,False,,,
,KTK,,101.0,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,,Rus,kz
,KTK,,101.0,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,,Rus,kz
,KTK,,101.0,Digicipher 2,29270.0,5/6,11472 V,tp 8,,Digicipher,,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,,Rus,kz
101.0,KTK,MPEG-4/SD,257.0,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,,Rus,kz
101.0,KTK,MPEG-4/SD,257.0,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,,Rus,kz
101.0,KTK,MPEG-4/SD,257.0,DVB-S2,5600.0,8/9,11494 V,tp 9,,"Irdeto,Videoguard",,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,,Rus,kz
101.0,KTK,MPEG-4/SD,257.0,DVB-S2,5900.0,9/10,11662 V,tp 15,,"Irdeto,Videoguard",,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,,Rus,kz
101.0,KTK,MPEG-4/SD,257.0,DVB-S2,5900.0,9/10,11662 V,tp 15,,"Irdeto,Videoguard",,KTK,https://www.lyngsat.com/tvchannels/kz/KTK.html,False,,Rus,kz
