SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
,GCI,,,DVB-S2,30000.0,5/6,3940 H,tp 12,0.0,PowerVu,https://www.lyngsat.com/providers/us/GCI.html,,,True,GCI,,
,GCI,,,DVB-S2,30000.0,5/6,3940 H,tp 12,0.0,PowerVu,https://www.lyngsat.com/providers/us/GCI.html,,,True,GCI,,
,GCI,,,DVB-S2,30000.0,5/6,3980 H,tp 14,0.0,PowerVu,https://www.lyngsat.com/providers/us/GCI.html,,,True,GCI,,
,GCI,,,DVB-S2,30000.0,5/6,3980 H,tp 14,0.0,PowerVu,https://www.lyngsat.com/providers/us/GCI.html,,,True,GCI,,
1.0,KTUU-TV (NBC - Anchorage),MPEG-4/SD,401.0,DVB-S2,30000.0,5/6,3940 H,tp 12,0.0,PowerVu,,KTUU-TV (NBC - Anchorage),https://www.lyngsat.com/tvchannels/us/KTUU-TV.html,False,GCI,Eng,us
1.0,KTUU-TV (NBC - Anchorage),MPEG-4/SD,401.0,DVB-S2,30000.0,5/6,3940 H,tp 12,0.0,PowerVu,,KTUU-TV (NBC - Anchorage),https://www.lyngsat.com/tvchannels/us/KTUU-TV.html,False,GCI,Eng,us
2.0,KTBY-TV (Fox - Anchorage),MPEG-4/SD,201.0,DVB-S2,30000.0,5/6,3940 H,tp 12,0.0,PowerVu,,KTBY-TV (Fox - Anchorage),https://www.lyngsat.com/tvchannels/us/KTBY-TV.html,False,GCI,Eng,us
3.0,KAUU-DT 4 (My - Anchorage),MPEG-4/SD,301.0,DVB-S2,30000.0,5/6,3940 H,tp 12,0.0,PowerVu,,KAUU-DT 4 (My - Anchorage),https://www.lyngsat.com/tvchannels/us/KAUU-DT-4.html,False,GCI,Eng,us
5.0,KAUU-TV (CBS - Anchorage),MPEG-4/SD,101.0,DVB-S2,30000.0,5/6,3940 H,tp 12,0.0,PowerVu,,KAUU-TV (CBS - Anchorage),https://www.lyngsat.com/tvchannels/us/KAUU-TV.html,False,GCI,Eng,us
6.0,KYUR-TV (ABC - Anchorage),MPEG-4/SD,501.0,DVB-S2,30000.0,5/6,3940 H,tp 12,0.0,PowerVu,,KYUR-TV (ABC - Anchorage),https://www.lyngsat.com/tvchannels/us/KYUR-TV.html,False,GCI,Eng,us
