SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
,Warner Bros. Discovery,1-1,,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,,,True,Warner Bros. Discovery,,
4000,Discovery Channel Central Europe,MPEG-4/SD,4011.0,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Discovery Channel Central Europe,https://www.lyngsat.com/tvchannels/us/Discovery-Channel-Central-Europe.html,False,Warner Bros. Discovery,Eng Rus,us
4100,Animal Planet Rossiya,MPEG-4/SD,4111.0,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Animal Planet Rossiya,https://www.lyngsat.com/tvchannels/us/Animal-Planet-Rossiya.html,False,Warner Bros. Discovery,Rus Eng,us
4200,Investigation Discovery Rossiya,MPEG-4/SD,4211.0,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Investigation Discovery Rossiya,https://www.lyngsat.com/tvchannels/us/Investigation-Discovery-Rossiya.html,False,Warner Bros. Discovery,Rus Eng,us
4300,TLC Rossiya,MPEG-4/SD,4311.0,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,TLC Rossiya,https://www.lyngsat.com/tvchannels/us/TLC-Rossiya.html,False,Warner Bros. Discovery,Rus Eng,us
4400,Cartoon Network Russia & South East Europe,MPEG-4/SD,4411.0,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Cartoon Network Russia & South East Europe,https://www.lyngsat.com/tvchannels/us/Cartoon-Network-Russia-and-South-East-Europe.html,False,Warner Bros. Discovery,Rus Bul Eng Slv Srp Hrv,us
4500,Cartoonito Central & Eastern Europe,MPEG-4/SD,4511.0,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Cartoonito Central & Eastern Europe,https://www.lyngsat.com/tvchannels/us/Cartoonito-Central-and-Eastern-Europe.html,False,Warner Bros. Discovery,Pol Eng Hun Rum Rus Cze,us
4600,Eurosport 1 Rossiya,MPEG-4/HD,4611.0,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Eurosport 1 Rossiya,https://www.lyngsat.com/tvchannels/fr/Eurosport-1-Rossiya.html,False,Warner Bros. Discovery,Rus Eng,fr
4700,Eurosport 2 Rossiya,MPEG-4/HD,4711.0,DVB-S2,32115.0,1/2,10723 V,tp A2,47.0,Viaccess,,Eurosport 2 Rossiya,https://www.lyngsat.com/tvchannels/fr/Eurosport-2-Rossiya.html,False,Warner Bros. Discovery,Rus Eng,fr
,Chinese mux,0-2,,DVB-S2,30000.0,1/2,10856 V,tp A6,47.0,"Topwell,VisionCrypt",,,,False,Warner Bros. Discovery,,
