SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,Languages,Channel_Country
,KTN,1-1,,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,https://www.lyngsat.com/providers/ke/KTN.html,,,True,KTN,,
1.0,KTN Home,MPEG-4/SD,101.0,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,KTN Home,https://www.lyngsat.com/tvchannels/ke/KTN-Home.html,False,KTN,Eng,ke
2.0,KTN News (Kenya),MPEG-4/SD,201.0,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,KTN News (Kenya),https://www.lyngsat.com/tvchannels/ke/KTN-News.html,False,KTN,Eng,ke
3.0,BTV (Kenya),MPEG-4/SD,301.0,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,BTV (Kenya),https://www.lyngsat.com/tvchannels/ke/BTV.html,False,KTN,Eng,ke
4.0,KTN Farmers TV,MPEG-4/SD,401.0,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,KTN Farmers TV,https://www.lyngsat.com/tvchannels/ke/KTN-Farmers-TV.html,False,KTN,Eng,ke
4.0,KTN Farmers TV,MPEG-4/SD,401.0,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,KTN Farmers TV,https://www.lyngsat.com/tvchannels/ke/KTN-Farmers-TV.html,False,KTN,Eng,ke
11.0,Radio Maisha,,,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,Radio Maisha,https://www.lyngsat.com/radiochannels/ke/Radio-Maisha.html,False,KTN,,ke
11.0,Radio Maisha,,,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,Radio Maisha,https://www.lyngsat.com/radiochannels/ke/Radio-Maisha.html,False,KTN,,ke
12.0,Spice FM,,,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,Spice FM,https://www.lyngsat.com/radiochannels/ke/Spice-FM.html,False,KTN,,ke
12.0,Spice FM,,,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,Spice FM,https://www.lyngsat.com/radiochannels/ke/Spice-FM.html,False,KTN,,ke
13.0,Vybez Radio,,,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,Vybez Radio,https://www.lyngsat.com/radiochannels/ke/Vybez-Radio.html,False,KTN,,ke
13.0,Vybez Radio,,,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,Vybez Radio,https://www.lyngsat.com/radiochannels/ke/Vybez-Radio.html,False,KTN,,ke
14.0,Berur FM,,,DVB-S2,4000.0,3/4,3703 L,tp 1C,,,,Berur FM,https://www.lyngsat.com/radiochannels/ke/Berur-FM.html,False,KTN,,ke
,(feeds),,,DVB-S,7500.0,3/4,3754 L,tp 4C,,,,,,False,KTN,,
,(feeds),,,DVB-S,6111.0,3/4,4067 R,tp 11C,,,,,,False,KTN,,
,,4660-1,,DVB-S2,1915.0,4/5,3781 L,tp 4C,,,,,,False,KTN,,
,,,,DVB-S2,1915.0,4/5,3907 R,tp 7C,,,,,,False,KTN,,
1.0,Kiss FM (Kenya),,,DVB-S2,1915.0,4/5,3781 L,tp 4C,,,,Kiss FM (Kenya),https://www.lyngsat.com/radiochannels/ke/Kiss-FM.html,False,KTN,,ke
1.0,Kiss FM (Kenya),,,DVB-S2,1915.0,4/5,3781 L,tp 4C,,,,Kiss FM (Kenya),https://www.lyngsat.com/radiochannels/ke/Kiss-FM.html,False,KTN,,ke
2.0,Classic FM (Kenya),,,DVB-S2,1915.0,4/5,3781 L,tp 4C,,,,Classic FM (Kenya),https://www.lyngsat.com/radiochannels/ke/Classic-FM.html,False,KTN,Eng,ke
2.0,Classic FM (Kenya),,,DVB-S2,1915.0,4/5,3781 L,tp 4C,,,,Classic FM (Kenya),https://www.lyngsat.com/radiochannels/ke/Classic-FM.html,False,KTN,Eng,ke
