Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
737,ABC TV WA,,MPEG-2/SD,512,650 Eng,,,,,,,11044 V,tp B4,South Pacific
738,ABC Kids WA (05.00-19.30),,MPEG-2/SD,513,651 Eng,,,,,,,11044 V,tp B4,South Pacific
738,ABC TV Plus WA (19.30-05.00),,MPEG-2/SD,513,651 Eng,,,,,,,11044 V,tp B4,South Pacific
740,ABC Me WA,,MPEG-2/SD,514,652 Eng,,,,,,,11044 V,tp B4,South Pacific
704,ABC News (Australia),,MPEG-2/SD,516,654 Eng,,,,,,,11044 V,tp B4,South Pacific
705,ABC TV Queensland,,MPEG-2/SD,512,650 Eng,,,,,,,11044 V,tp B4,South Pacific
706,ABC Kids Queensland (05.00-19.30),,MPEG-2/SD,513,651 Eng,,,,,,,11044 V,tp B4,South Pacific
706,ABC TV Plus Queensland (19.30-05.00),,MPEG-2/SD,513,651 Eng,,,,,,,11044 V,tp B4,South Pacific
708,ABC Me Queensland,,MPEG-2/SD,514,652 Eng,,,,,,,11044 V,tp B4,South Pacific
11044 Vtp B4South Pacific,DVB-S216APSK450004/5MultistreamStream 124,,ABC WA,,,,,,C Sutton240203,https://www.lyngsat.com/providers/au/ABC-WA.html,ABC WA,11044 V,tp B4,South Pacific
11044 Vtp B4South Pacific,DVB-S216APSK450004/5MultistreamStream 126,,ABC Queensland,,,,,,C Sutton240203,https://www.lyngsat.com/providers/au/ABC-Queensland.html,ABC Queensland,11044 V,tp B4,South Pacific
11044 Vtp B4South Pacific,DVB-S216APSK450004/5MultistreamStream 132,,SBS WA,,,,,,C Sutton240203,https://www.lyngsat.com/providers/au/SBS-WA.html,SBS WA,11044 V,tp B4,South Pacific
,SBS WA,,/HD,102,.03,,,,,,,11044 V,tp B4,South Pacific
,SBS Viceland WA,,/HD,162,83,,,,,,,11044 V,tp B4,South Pacific
,SBS Queensland,,/HD,102,103,,,,,,,11044 V,tp B4,South Pacific
,SBS Viceland Queensland,,/HD,162,83,,,,,,,11044 V,tp B4,South Pacific
11044 Vtp B4South Pacific,DVB-S216APSK450004/5MultistreamStream 135,,SBS Queensland,,,,,,C Sutton240203,https://www.lyngsat.com/providers/au/SBS-Queensland.html,SBS Queensland,11044 V,tp B4,South Pacific
11537 Vtp G3SW Pacific,DVB-S2ACM1500,,@ SpeedCast,,,,,,S Holzt100701,,,11044 V,tp B4,South Pacific
11646 Vtp G7SE Pacific,DVB-S2ACM2200,,@ SpeedCast,,,,,,S Holzt090921,,,11044 V,tp B4,South Pacific
11623 Vtp G6North Pacific,DVB-S2ACM35008/9,,@ Altegro Sky,,,,,,Sergey 3120303,,,11044 V,tp B4,South Pacific
12720 Htp F5NE Asia,DVB-S2QPSK30001/2,1,IBC 13,,?-?MPEG-4/SD,210,1.0 100 Tgl,,T Kameda201010,,,11044 V,tp B4,South Pacific
