Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
3711 Htp 1C,DVB-S62503/4,,DD Meghalaya,,,,5.5,,DX Bozóth210410,https://www.lyngsat.com/providers/in/DD-Meghalaya.html,DD Meghalaya,3711 H,tp 1,C
3711 Htp 1C,DVB-S62503/4,1,DD Meghalaya,,MPEG-2/SD,257,258,,,https://www.lyngsat.com/providers/in/DD-Meghalaya.html,DD Meghalaya,3711 H,tp 1,C
3711 Htp 1C,DVB-S62503/4,2,(DD Meghalaya feeds),,,513,514,,,,,3711 H,tp 1,C
3721 Htp 1C,DVB-S62503/4,,DD Mizoram,,,,5.5,,DX Bozóth210410,https://www.lyngsat.com/providers/in/DD-Mizoram.html,DD Mizoram,3721 H,tp 1,C
3721 Htp 1C,DVB-S62503/4,2,DD Mizoram,,MPEG-2/SD,513,514,,,https://www.lyngsat.com/providers/in/DD-Mizoram.html,DD Mizoram,3721 H,tp 1,C
3721 Htp 1C,DVB-S62503/4,1,(DD Mizoram feeds),,,257,258,,,,,3721 H,tp 1,C
3728 Htp 1C,DVB-S42503/4,1,DD Tripura,,?-?MPEG-2/SD,308,5.5 256,,DX Bozóth210410,,,3721 H,tp 1,C
3734 Htp 1C,DVB-S42503/4,1,DD Arun Prabha,,?-?MPEG-2/SD,308,5.5 256,,DX Bozóth210410,,,3721 H,tp 1,C
3740 Htp 1C,DVB-S42503/4,1,DD Nagaland,,?-?MPEG-2/SD,308,5.5 256,,DX Bozóth210410,,,3721 H,tp 1,C
3750 Htp 2C,DVB-S28PSK38003/4,,(DD feeds),,,,,,DX Bozóth230426,,,3721 H,tp 1,C
3756 Htp 2C,DVB-S28PSK38003/4,,(DD feeds),,,,,,DX Bozóth240129,,,3721 H,tp 1,C
3762 Htp 2C,DVB-S38003/4,,(DD feeds),,,,,,DX Bozóth210121,,,3721 H,tp 1,C
3768 Htp 2C,DVB-S28PSK30003/4,,(DD feeds),,,,,,DX Bozóth200311,,,3721 H,tp 1,C
3774 Htp 2C,DVB-S42503/4,,(DD feeds),,,,,,Bulek Sps200414,,,3721 H,tp 1,C
3780 Htp 2C,DVB-S28PSK38003/4,,(DD feeds),,,,,,DX Bozóth220908,,,3721 H,tp 1,C
3790 Htp 3C,DVB-S28PSK38003/4,,(DD feeds),,,,,,DX Bozóth220908,,,3721 H,tp 1,C
3797 Htp 3C,DVB-S29003/4,,(DD feeds),,,,,,DX Bozóth200508,,,3721 H,tp 1,C
3808 Htp 3C,DVB-S28PSK42503/4,,(DD feeds),,,,,,DX Bozóth240129,,,3721 H,tp 1,C
3820 Htp 3C,DVB-S28PSK38003/4,,(DD feeds),,,,,,DX Bozóth240129,,,3721 H,tp 1,C
3834 Htp 4C,DVB-S28PSK29003/4,,(DD feeds),,,,,,DX Bozóth210122,,,3721 H,tp 1,C
3854 Htp 4C,DVB-S38003/4,,(DD feeds),,,,,,DX Bozóth210122,,,3721 H,tp 1,C
4003 Htp 8C,DVB-S28PSK29003/4,,(DD feeds),,,,,,DX Bozóth200308,,,3721 H,tp 1,C
4043 Htp 9C,DVB-S28PSK29003/4,,(DD feeds),,,,,,DX Bozóth190510,,,3721 H,tp 1,C
4110 Htp 11C,DVB-S42503/4,,(DD feeds),,,,,,DX Bozóth180430,,,3721 H,tp 1,C
3814 Htp 3C,DVB-S28PSK38003/4,,(feeds),,,,,,DX Bozóth210410,,,3721 H,tp 1,C
4014 Htp 8C,DVB-S28PSK54003/4,,(feeds),,,,,,DX Bozóth200731,,,3721 H,tp 1,C
4134 Htp 11C,DVB-S28PSK42503/4,,(feeds),,,,,,N Stanislav231217,,,3721 H,tp 1,C
3830 Htp 4C,DVB-S33303/4,1,DD Bihar,,1-1MPEG-2/SD,512,5.5 650 Hin,,DX Bozóth200512,,,3721 H,tp 1,C
3840 Htp 4C,DVB-S62503/4,,DD Assam,,0-1,,5.5,,DX Bozóth200508,https://www.lyngsat.com/providers/in/DD-Assam.html,DD Assam,3840 H,tp 4,C
3840 Htp 4C,DVB-S62503/4,1,DD Assam,,MPEG-2/SD,257,258 Asm,,,https://www.lyngsat.com/providers/in/DD-Assam.html,DD Assam,3840 H,tp 4,C
3840 Htp 4C,DVB-S62503/4,2,(DD Assam feeds),,,513,514,,,,,3840 H,tp 4,C
3848 Htp 4C,DVB-S42503/4,,DD Assamese,,,,5.5,,DX Bozóth190518,https://www.lyngsat.com/providers/in/DD-Assamese.html,DD Assamese,3848 H,tp 4,C
3848 Htp 4C,DVB-S42503/4,1,DD Assamese,,MPEG-2/SD,512,4112 Asm,,,https://www.lyngsat.com/providers/in/DD-Assamese.html,DD Assamese,3848 H,tp 4,C
3848 Htp 4C,DVB-S42503/4,2,(DD Assamese feeds),,,513,4114,,,,,3848 H,tp 4,C
