Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
10735 VNepal0,DVB-S2QPSK450001/2,,DishHome,,1-2,,1.0,ConaxLatensVerimatrix,DX Bozóth240316,,,,,
10789 VNepal0,DVB-S2QPSK450001/2,,DishHome,,1-4,,1.0,ConaxLatensVerimatrix,DX Bozóth231126,,,,,
10860 Vtp 51Nepal0,DVB-S2QPSK450001/2,,DishHome,,1-1,,1.0,ConaxLatensVerimatrix,DX Bozóth240316,,,,,
10860 Vtp 51Nepal0,DVB-S2QPSK450001/2,100,DishHome Showcase,,MPEG-4/SD,1209,1309 Nep,,,,,,,
10860 Vtp 51Nepal0,DVB-S2QPSK450001/2,1008,BFBS Gurkha Network,,,,1369,,,,,,,
10914 VNepal0,DVB-S2QPSK450002/3,,DishHome,,1-3,,3.1,ConaxLatensVerimatrix,DX Bozóth221114,,,,,
10914 VNepal0,DVB-S2QPSK450002/3,101,DishHome Showcase 2,,MPEG-4/SD,1286,1386 Nep,,,,,,,
11235 VNepal0,DVB-S2QPSK450002/3,,DishHome,,2-1,,3.1,ConaxLatensVerimatrix,DX Bozóth230212,,,,,
11289 VNepal0,DVB-S2QPSK450002/3,,DishHome,,,,3.1,ConaxLatensVerimatrix,DX Bozóth230212,,,,,
11360 VNepal0,DVB-S28PSK450002/3,,DishHome,,,,6.6,ConaxLatensVerimatrix,DX Bozóth230213,,,,,
12660 VNepal0,DVB-S2QPSK450002/3,,DishHome,,,,3.1,ConaxLatensVerimatrix,C Moktan200502,,,,,
12714 VNepal0,DVB-S2QPSK450002/3,,DishHome,,,,3.1,ConaxLatensVerimatrix,C Moktan200502,,,,,
