Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
12291 Rtp 2Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
12331 Rtp 4Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
12371 Rtp 6Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
12411 Rtp 8Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
12411 Rtp 8Ku,ISDB-SQPSK288603/4,55,Shop Channel,,/HD,,Jpn,B-CAS,,,,,,
12431 Ltp 9Ku,ISDB-S16APSK337567/9,,Sky PerfecTV!,,,,,,Alimudin 328200508,,,,,
12451 Rtp 10Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
12471 Ltp 11Ku,ISDB-S16APSK337567/9,,Sky PerfecTV!,,,,,,Alimudin 328200508,,,,,
12491 Rtp 12Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
12531 Rtp 14Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
12571 Rtp 16Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
12611 Rtp 18Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
12631 Ltp 19Ku,ISDB-S16APSK337567/9,,Sky PerfecTV!,,,,,,Alimudin 328200508,,,,,
12651 Rtp 20Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
12671 Ltp 21Ku,ISDB-S16APSK337567/9,,Sky PerfecTV!,,,,,,Alimudin 328200508,,,,,
12691 Rtp 22Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
12691 Rtp 22Ku,ISDB-SQPSK288603/4,161,QVC Japan,,/HD,,Jpn,B-CAS,,,,,,
12711 Ltp 23Ku,ISDB-S16APSK337567/9,,Sky PerfecTV!,,,,,,Alimudin 328200508,,,,,
12731 Rtp 24Ku,ISDB-SQPSK288603/4,,Sky PerfecTV!,,,,,B-CAS,Alimudin 328200503,,,,,
