Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,,TRBNA,,,,1.0,BISS,N Stanislav231005,https://www.lyngsat.com/providers/am/TRBNA.html,TRBNA,11050 H,tp BCC3,Central Asia44-46
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,1,Armenia 1 TV,,MPEG-4/SD,1100,1101 Arm,BISS,,,,11050 H,tp BCC3,Central Asia44-46
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,2,Shoghakat TV,,MPEG-4/SD,1200,1201 Arm,BISS,,,,11050 H,tp BCC3,Central Asia44-46
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,3,Armenia TV Satellite,,MPEG-4/SD,1300,1301 Arm,BISS,,,,11050 H,tp BCC3,Central Asia44-46
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,4,Shant TV,,MPEG-4/SD,1400,1401 Arm,BISS,,,,11050 H,tp BCC3,Central Asia44-46
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,5,H2,,MPEG-4/SD,1500,1501 Arm,BISS,,,,11050 H,tp BCC3,Central Asia44-46
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,6,Kentron TV,,MPEG-4/SD,1600,1601 Arm,BISS,,,,11050 H,tp BCC3,Central Asia44-46
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,7,Fast Sports (Armenia),,MPEG-4/SD,1700,1701 Arm,BISS,,,,11050 H,tp BCC3,Central Asia44-46
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,14,RTR Planeta,,MPEG-4/SD,1800,1801 Rus,BISS,,,,11050 H,tp BCC3,Central Asia44-46
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,9,Public Radio of Armenia,,,,4001 Arm,,,,,11050 H,tp BCC3,Central Asia44-46
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,10,Yerevan FM,,,,4301 Arm,,,,,11050 H,tp BCC3,Central Asia44-46
11050 Htp BCC3Central Asia44-46,DVB-S2QPSK192101/2,11,Radio Arevik,,,,4601 Arm,,,,,11050 H,tp BCC3,Central Asia44-46
11057 Vtp BAA4Africa0,DVB-S2QPSK299843/4,,,,1-6,,4.0,,P Kariuki201006,,,11050 H,tp BCC3,Central Asia44-46
11528 VWide48,,,,,,,,,N Stanislav240317,,,11050 H,tp BCC3,Central Asia44-46
