Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
3532 H,DVB-S28PSK133303/5,,Bricast,,,,5.5,BISS 1Xcrypt,Albert I230112,,,,,
1,BRI Vision promo,,MPEG-4/HD,121,122 Ind,Xcrypt,,,,,,,,
2,BRI Vision promo,,MPEG-4/HD,123,124 Ind,Xcrypt,,,,,,,,
3,BRI Vision promo,,MPEG-4/HD,125,126 Ind,BISS 1,,,,,,,,
4,BRI Vision promo,,MPEG-4/HD,127,128 Ind,BISS 1,,,,,,,,
3855 V,DVB-S28PSK133303/5,,Bricast,,,,5.5,BISS 1Xcrypt,Albert I240304,,,,,
1,BRI Vision promo,,MPEG-4/HD,121,122 Ind,Xcrypt,,,,,,,,
2,BRI Vision promo,,MPEG-4/HD,123,124 Ind,Xcrypt,,,,,,,,
3,BRI Vision promo,,MPEG-4/HD,125,126 Ind,BISS 1,,,,,,,,
4,BRI Vision promo,,MPEG-4/HD,127,128 Ind,BISS 1,,,,,,,,
