Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
3708 Vtp WH1CWest hemi,DVB-S28PSK70003/4,,(feeds),,,,,,Bulek Sps180506,,,,,
3716 Vtp WH1CWest hemi,DVB-S28PSK56303/4,,(feeds),,,,,,Anonymous180419,,,,,
3726 Htp WH2CWest hemi,DVB-S28PSK32603/4,,(feeds),,,,,,Bulek Sps180417,,,,,
3807 Htp WH6CWest hemi,DVB-S28PSK75003/4,,(feeds),,,,,,T Kameda200510,,,,,
3825 Htp WH6CWest hemi,DVB-S28PSK75003/4,,(feeds),,,,,,T Kameda200922,,,,,
4023 Htp WH16CWest hemi,DVB-S28PSK72003/4,,(feeds),,,,,,Bulek Sps180804,,,,,
12390 Htp 26KNW Pacific,DVB-S28PSK72002/3,,(feeds),,,,,,T Kameda130725,,,,,
12399 Htp 26KNW Pacific,DVB-S28PSK72002/3,,(feeds),,,,,,T Kameda130725,,,,,
12412 Vtp 7KNW Pacific,DVB-S28PSK14400,,(feeds),,,,,,T Kameda121014,,,,,
12441 Vtp 9KAustralia & New Zealand,DVB-S7200,,(feeds),,,,,,S Jepson160925,,,,,
12498 Htp 12KAustralia & New Zealand,DVB-S28PSK7200,,(feeds),,,,,,T Kameda190615,,,,,
12511 Htp 14KAustralia & New Zealand,DVB-S28PSK7500,,(feeds),,,,,,A Zapara230414,,,,,
12520 Htp 14KAustralia & New Zealand,DVB-S28PSK7500,,(feeds),,,,,,A Zapara230414,,,,,
12538 Htp 14KAustralia & New Zealand,DVB-S28PSK7500,,(feeds),,,,,,A Zapara230414,,,,,
12591 Vtp 17KAustralia & New Zealand,DVB-S28PSK72005/6,,(feeds),,,,,,A Zapara230405,,,,,
12600 Vtp 17KAustralia & New Zealand,DVB-S28PSK72005/6,,(feeds),,,,,,A Zapara230405,,,,,
12609 Vtp 17KAustralia & New Zealand,DVB-S28PSK72005/6,,(feeds),,,,,,A Zapara230405,,,,,
12618 Vtp 17KAustralia & New Zealand,DVB-S28PSK7500,,(feeds),,,,,,A Zapara230405,,,,,
3723 Htp WH2CWest hemi,DVB-S30007/8,,(ABS-CBN feeds),,,,,,T Kameda190509,,,,,
3729 Htp WH2CWest hemi,DVB-S28PSK32603/4,,(ABS-CBN feeds),,,,,,Bulek Sps180414,,,,,
3733 Htp WH2CWest hemi,DVB-S30007/8,,(ABS-CBN feeds),,,,,,T Kameda190509,,,,,
3737 Htp WH2CWest hemi,DVB-S30007/8,,(ABS-CBN feeds),,,,,,T Kameda190721,,,,,
3810 Vtp WH5CWest hemi,DVB-S28PSK33335/6,,(EM TV feeds),,,,,,T Kameda200915,,,,,
3840 Vtp WH7CWest hemi0,DVB-S28PSK300003/4,,Warner Bros. Discovery,,,,7.9,PowerVuPowerVu,C Sutton240223,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,Warner Bros. Discovery,3840 V,tp WH7C,West hemi0
3840 Vtp WH7CWest hemi0,DVB-S28PSK300003/4,,Warner Bros. Discovery,,,,7.9,PowerVuPowerVu,C Sutton240223,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,Warner Bros. Discovery,3980 H,tp WH14C,West hemi0
3840 Vtp WH7CWest hemi0,DVB-S28PSK300003/4,,Warner Bros. Discovery,,,,7.9,PowerVuPowerVu,C Sutton240223,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,Warner Bros. Discovery,4040 V,tp WH17C,West hemi0
3840 Vtp WH7CWest hemi0,DVB-S28PSK300003/4,,Warner Bros. Discovery,,,,7.9,PowerVuPowerVu,C Sutton240223,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,Warner Bros. Discovery,4080 V,tp WH19C,West hemi0
3840 Vtp WH7CWest hemi0,DVB-S28PSK300003/4,,Warner Bros. Discovery,,,,7.9,PowerVuPowerVu,C Sutton240223,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,Warner Bros. Discovery,3840 V,tp WH7C,West hemi0
3840 Vtp WH7CWest hemi0,DVB-S28PSK300003/4,,Warner Bros. Discovery,,,,7.9,PowerVuPowerVu,C Sutton240223,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,Warner Bros. Discovery,3980 H,tp WH14C,West hemi0
3840 Vtp WH7CWest hemi0,DVB-S28PSK300003/4,,Warner Bros. Discovery,,,,7.9,PowerVuPowerVu,C Sutton240223,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,Warner Bros. Discovery,4040 V,tp WH17C,West hemi0
3840 Vtp WH7CWest hemi0,DVB-S28PSK300003/4,,Warner Bros. Discovery,,,,7.9,PowerVuPowerVu,C Sutton240223,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,Warner Bros. Discovery,4080 V,tp WH19C,West hemi0
3840 Vtp WH7CWest hemi0,DVB-S28PSK300003/4,,Warner Bros. Discovery,,,,7.9,PowerVuPowerVu,C Sutton240223,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,Warner Bros. Discovery,3840 V,tp WH7C,West hemi0
3840 Vtp WH7CWest hemi0,DVB-S28PSK300003/4,,Warner Bros. Discovery,,,,7.9,PowerVuPowerVu,C Sutton240223,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,Warner Bros. Discovery,3980 H,tp WH14C,West hemi0
3840 Vtp WH7CWest hemi0,DVB-S28PSK300003/4,,Warner Bros. Discovery,,,,7.9,PowerVuPowerVu,C Sutton240223,https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,Warner Bros. Discovery,4040 V,tp WH17C,West hemi0
