Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
3728 Htp 1AC,DVB-S28PSK24003/4,,(feeds),,,,,,Albert I201126,,,,,
3730 Vtp 1BC,DVB-S28PSK16505/6,,(feeds),,,,,,Bulek Sps180509,,,,,
3763 Htp 2AC,DVB-S28PSK12003/4,,(feeds),,,,,,Albert I170502,,,,,
3770 Htp 2AC,DVB-S2QPSK16003/4,,(feeds),,,,,,Anonymous191219,,,,,
3811 Vtp 3BC,DVB-S28PSK46003/4,,(feeds),,,,,,DX Bozóth200229,,,,,
3817 Vtp 3BC,DVB-S28PSK46003/4,,(feeds),,,,,,N Stanislav220729,,,,,
3828 Vtp 3BC,DVB-S28PSK75005/6,,(feeds),,,,,,Anonymous200218,,,,,
3858 HC,DVB-S28PSK69203/4,,(feeds),,,,,,Bulek Sps181130,,,,,
3983 VC,DVB-S36003/4,,(feeds),,,,,,Anonymous191008,,,,,
3995 VC,DVB-S7200,,(feeds),,,,,,A Zapara210219,,,,,
4005 HC,DVB-S2QPSK37509/10,,(feeds),,,,,,DX Bozóth210207,,,,,
4025 Htp 8AC,DVB-S12003/4,,(feeds),,,,,,T Kameda170407,,,,,
4028 Htp 8AC,DVB-S12003/4,,(feeds),,,,,,DX Bozóth171123,,,,,
4040 Htp 8AC,DVB-S28PSK20803/4,,(feeds),,,,,,DX Bozóth200515,,,,,
4043 Htp 8AC,DVB-S15005/6,,(feeds),,,,,,DX Bozóth171123,,,,,
4067 Htp 8AC,DVB-S2QPSK15005/6,,(feeds),,,,,,DX Bozóth150811,,,,,
4094 Htp 8AC,DVB-S28PSK10803/4,,(feeds),,,,,,DX Bozóth200120,,,,,
4096 Htp 8AC,DVB-S28PSK16003/4,,(feeds),,,,,,Anonymous191008,,,,,
4098 Htp 8AC,DVB-S28PSK16005/6,,(feeds),,,,,,DX Bozóth171123,,,,,
3774 Htp 2AC,DVB-S2QPSK18003/4,1,Yunnan Lancang-Mekong International Channel,,1-1MPEG-4/SD,256,4.0 258,,T Kameda200918,,,,,
3836 Vtp 3BC,DVB-S28PSK23005/6,,(BBTV Channel 7 feeds),,,,,,Anonymous200209,,,,,
4020 Vtp 7BC,DVB-S28PSK72003/4,,,,,,7.9,,N Stanislav231024,,,,,
4020 Vtp 7BC,DVB-S28PSK72003/4,1,Polimer,,MPEG-4/SD,1001,2001 Tam,,,,,,,
4020 Vtp 7BC,DVB-S28PSK72003/4,2,Polimer News,,MPEG-4/SD,1002,2002 Tam,,,,,,,
4020 Vtp 7BC,DVB-S28PSK72003/4,3,Jothi TV,,MPEG-4/SD,1003,2003 Tam,,,,,,,
4020 Vtp 7BC,DVB-S28PSK72003/4,4,Polimer Samachar,,MPEG-4/SD,1004,2004 Hin,,,,,,,
4027 Vtp 7BC,DVB-S2QPSK37503/4,,(NBT TV feeds),,,,,,Albert I200213,,,,,
4032 Vtp 7BC,DVB-S37503/4,,(NBT TV feeds),,,,,,Anonymous200305,,,,,
4035 Htp 8AC,DVB-S2QPSK10733/4,,Voice of Strait,,65535-1,,4.0,,Onacila210319,https://www.lyngsat.com/providers/cn/Voice-of-Strait.html,Voice of Strait,4035 H,tp 8A,C
4035 Htp 8AC,DVB-S2QPSK10733/4,1,VOS Auto and Life FM 90.6,,,,30. Chi,,,,,4035 H,tp 8A,C
4035 Htp 8AC,DVB-S2QPSK10733/4,1,CHBC 107.1 FM,,,,302 Chi,,,,,4035 H,tp 8A,C
4035 Htp 8AC,DVB-S2QPSK10733/4,1,VOS News AM 666,,,,303 Chi,,,,,4035 H,tp 8A,C
4035 Htp 8AC,DVB-S2QPSK10733/4,1,VOS Minnan Dialect AM 783,,,,304 Chi,,,,,4035 H,tp 8A,C
4035 Htp 8AC,DVB-S2QPSK10733/4,1,VOS Sunshine FM 99.6,,,,305 Chi,,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,,Raj TV Network,,1-1,,7.9,,C Sutton240130,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,1,Raj TV,,MPEG-4/SD,601,701 Tam,Irdeto,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,2,Raj Digital Plus,,MPEG-4/SD,602,702 Tam,Irdeto,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,3,Raj News,,MPEG-4/SD,603,703 Tam,Irdeto,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,4,Raj Musix Tamil,,MPEG-4/SD,604,704 Tam,Irdeto,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,5,Vissa,,MPEG-4/SD,605,705 Tel,,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,6,Raj Musix Kannada,,MPEG-4/SD,606,706 Kan,,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,7,Raj News Kannada,,MPEG-4/SD,607,707 Kan,,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,8,Raj Musix Telugu,,MPEG-4/SD,608,708 Tel,,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,9,Raj News Telugu,,MPEG-4/SD,609,709 Tel,,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,10,Raj News Malayalam,,MPEG-4/SD,610,710 Mal,,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,11,Raj Musix Malayalam,,MPEG-4/SD,611,711 Mal,,,,,4035 H,tp 8A,C
4140 VC,DVB-S28PSK288003/4,12,Raj Pariwar,,MPEG-4/SD,612,712 Hin,,,,,4035 H,tp 8A,C
