Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
11472 Vtp 8Coherent,Digicipher 2292705/6,,Kazakh mux,,,,,Digicipher,N Stanislav240328,,,,,
11472 Vtp 8Coherent,Digicipher 2292705/6,,KTK,,,101,Rus,Digicipher,,,,,,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Perviy kanal Eurasia,,,102,Rus,Digicipher,,,,,,
11472 Vtp 8Coherent,Digicipher 2292705/6,,31 Kanal,,,103,Kaz,Digicipher,,,,,,
11472 Vtp 8Coherent,Digicipher 2292705/6,,NTK,,,104,Kaz,Digicipher,,,,,,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Qazaqstan,,,106,Kaz,Digicipher,,,,,,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Balapan,,,107,Kaz,Digicipher,,,,,,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Khabar,,,108,Kaz,Digicipher,,,,,,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Khabar 24,,,109,Kaz,Digicipher,,,,,,
11472 Vtp 8Coherent,Digicipher 2292705/6,,Astana TV,,,110,Kaz,Digicipher,,,,,,
11472 Vtp 8Coherent,Digicipher 2292705/6,,7 Kanal (Kazakhstan),,,111,Kaz,Digicipher,,,,,,
11494 Vtp 9TV,DVB-S28PSK56008/9,,Kazakh mux,,,,10.7,IrdetoVideoguard,N Stanislav220902,,,,,
11494 Vtp 9TV,DVB-S28PSK56008/9,101,KTK,,MPEG-4/SD,257,258 Rus,IrdetoVideoguard,,,,,,
11494 Vtp 9TV,DVB-S28PSK56008/9,102,Perviy kanal Eurasia,,MPEG-4/SD,273,274 Rus,IrdetoVideoguard,,,,,,
11494 Vtp 9TV,DVB-S28PSK56008/9,103,Mir,,MPEG-4/SD,289,290 Rus,IrdetoVideoguard,,,,,,
11494 Vtp 9TV,DVB-S28PSK56008/9,104,31 Kanal,,MPEG-4/SD,305,306 Kaz,IrdetoVideoguard,,,,,,
11494 Vtp 9TV,DVB-S28PSK56008/9,108,Almaty TV,,MPEG-4/SD,369,370 Kaz,IrdetoVideoguard,,,,,,
