Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
3750 VC,DVB-S29003/4,1,DD Uttarakhand,,?-?MPEG-2/SD,522,5.5 650 Hin,,J Horváth200712,,,,,
3753 VC,DVB-S29003/4,,DD Chhattisgarh,,MPEG-2/SD,308,5.5 256 Hin,,M Hajdú191020,,,,,
3757 VC,DVB-S29003/4,,DD Jharkhand,,MPEG-2/SD,308,5.5 256 Hin,,M Hajdú191020,,,,,
3765 VC,DVB-S29003/4,,(DD feeds),,,,,,N Stanislav220731,,,,,
3769 VC,DVB-S29003/4,1,DD Haryana,,65535-1MPEG-2/SD,308,5.5 256 Hin,,F Dibba210514,,,,,
3774 VC,DVB-S29003/4,,(DD feeds),,,,,,M Hajdú201118,,,,,
3832 VC,DVB-S28PSK30003/4,,Gyandarshan 1,,,,7.9,,N Stanislav231029,,,,,
3832 VC,DVB-S28PSK30003/4,1,Gyandarshan 1,,MPEG-4/HD,50,53 Hin,,,,,,,
3832 VC,DVB-S28PSK30003/4,2,Gyandarshan 1,,MPEG-4/SD,55,54 Hin,,,,,,,
3832 VC,DVB-S28PSK30003/4,3,[test card],,MPEG-4/SD,258,35,,,,,,,
3832 VC,DVB-S28PSK30003/4,4,Gyanvani,,,,49,,,,,,,
3842 VC,DVB-S28PSK11003/4,,(feeds),,,,,,DX Bozóth190524,,,,,
3845 VC,DVB-S28PSK11003/4,,(feeds),,,,,,DX Bozóth190524,,,,,
3861 VC,DVB-S28PSK39743/5,,Kanak Teleport,,0-1,,5.5,,N Stanislav240211,,,,,
3861 VC,DVB-S28PSK39743/5,1,Kanak News,,MPEG-4/SD,37,39 Ori,,,,,,,
3861 VC,DVB-S28PSK39743/5,2,Manjari TV,,MPEG-4/SD,47,49 Ori,,,,,,,
3861 VC,DVB-S28PSK39743/5,3,Anaadi TV,,MPEG-4/SD,57,59,,,,,,,
3861 VC,DVB-S28PSK39743/5,4,Naxatra News Hindi,,MPEG-4/SD,67,69 Hin,,,,,,,
3885 VC,DVB-S28PSK300003/4,,Doordarshan,,65535-0,,7.9,,Robiul230905,,,,,
3885 VC,DVB-S28PSK300003/4,1,DD National,,MPEG-4/SD,512,640 Hin,,,,,,,
3885 VC,DVB-S28PSK300003/4,2,DD News,,MPEG-4/SD,513,641 Hin,,,,,,,
3885 VC,DVB-S28PSK300003/4,3,DD Bharati,,MPEG-4/SD,514,642 Hin,,,,,,,
3885 VC,DVB-S28PSK300003/4,4,DD Kisan,,MPEG-4/SD,515,643,,,,,,,
3885 VC,DVB-S28PSK300003/4,5,DD Urdu,,MPEG-4/SD,516,644 Urd,,,,,,,
3885 VC,DVB-S28PSK300003/4,6,DD Sports,,MPEG-4/SD,517,645 Hin,,,,,,,
3885 VC,DVB-S28PSK300003/4,7,Sansad TV,,MPEG-4/SD,518,646 Hin,,,,,,,
3885 VC,DVB-S28PSK300003/4,8,Prasar Bharati News Services,,MPEG-4/SD,519,647,,,,,,,
3885 VC,DVB-S28PSK300003/4,9,DD National,,MPEG-4/HD,520,648 Hin 649 Hin,,,,,,,
3885 VC,DVB-S28PSK300003/4,10,DD News,,MPEG-4/HD,521,650 Hin 651 Hin,,,,,,,
3885 VC,DVB-S28PSK300003/4,11,DD India,,MPEG-4/HD,522,661 Hin,,,,,,,
3885 VC,DVB-S28PSK300003/4,12,(DD feeds),,,523,662,,,,,,,
3885 VC,DVB-S28PSK300003/4,13,(DD feeds),,,524,663,,,,,,,
3885 VC,DVB-S28PSK300003/4,14,DD Sports,,MPEG-4/HD,525,664 Hin,,,,,,,
3885 VC,DVB-S28PSK300003/4,15,Sansad TV,,MPEG-4/HD,526,665 Hin,,,,,,,
3885 VC,DVB-S28PSK300003/4,16,DD India,,MPEG-4/SD,527,666 Hin,,,,,,,
3954 VC,DVB-S28PSK115722/3,,,,,,6.6,,N Stanislav231125,,,,,
