Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
3836 Htp LM4CHLandmass38.2,DVB-S28PSK148703/5,,TV5Monde,,1-1305,,5.5,PowerVu,N Stanislav221011,https://www.lyngsat.com/providers/fr/TV5Monde.html,TV5Monde,3836 H,tp LM4CH,Landmass38.2
3836 Htp LM4CHLandmass38.2,DVB-S28PSK148703/5,1034,TV5Monde Pacifique,,MPEG-4/HD,1234,1334 Fre,PowerVu,,,,3836 H,tp LM4CH,Landmass38.2
3836 Htp LM4CHLandmass38.2,DVB-S28PSK148703/5,1035,TV5Monde Asie,,MPEG-2/SD,1235,1335 Fre,PowerVu,,,,3836 H,tp LM4CH,Landmass38.2
3836 Htp LM4CHLandmass38.2,DVB-S28PSK148703/5,1036,TV5Monde Asie,,MPEG-4/HD,1236,1336 Fre,PowerVu,,,,3836 H,tp LM4CH,Landmass38.2
3836 Htp LM4CHLandmass38.2,DVB-S28PSK148703/5,1037,TV5Monde Style,,MPEG-4/HD,1237,1337 Fre,PowerVu,,,,3836 H,tp LM4CH,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,,Tata Communications,,51-12,,9.4,,N Stanislav231217,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3845 V,tp LM4CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,,Tata Communications,,51-12,,9.4,,N Stanislav231217,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3966 H,tp LM7CH,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,,Tata Communications,,51-12,,9.4,,N Stanislav231217,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,,Tata Communications,,51-12,,9.4,,N Stanislav231217,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3845 V,tp LM4CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,,Tata Communications,,51-12,,9.4,,N Stanislav231217,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3966 H,tp LM7CH,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,,Tata Communications,,51-12,,9.4,,N Stanislav231217,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,,Tata Communications,,51-12,,9.4,,N Stanislav231217,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3845 V,tp LM4CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,,Tata Communications,,51-12,,9.4,,N Stanislav231217,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3966 H,tp LM7CH,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,,Tata Communications,,51-12,,9.4,,N Stanislav231217,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,4015 V,tp LM8CV,Landmass38.2
3966 Htp LM7CHLandmass38.2,DVB-S28PSK144002/3,,Tata Communications,,51-14,,6.6,,M Al-Taie231211,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3845 V,tp LM4CV,Landmass38.2
3966 Htp LM7CHLandmass38.2,DVB-S28PSK144002/3,,Tata Communications,,51-14,,6.6,,M Al-Taie231211,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3966 H,tp LM7CH,Landmass38.2
3966 Htp LM7CHLandmass38.2,DVB-S28PSK144002/3,,Tata Communications,,51-14,,6.6,,M Al-Taie231211,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,4015 V,tp LM8CV,Landmass38.2
3966 Htp LM7CHLandmass38.2,DVB-S28PSK144002/3,,Tata Communications,,51-14,,6.6,,M Al-Taie231211,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3845 V,tp LM4CV,Landmass38.2
3966 Htp LM7CHLandmass38.2,DVB-S28PSK144002/3,,Tata Communications,,51-14,,6.6,,M Al-Taie231211,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3966 H,tp LM7CH,Landmass38.2
3966 Htp LM7CHLandmass38.2,DVB-S28PSK144002/3,,Tata Communications,,51-14,,6.6,,M Al-Taie231211,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,4015 V,tp LM8CV,Landmass38.2
3966 Htp LM7CHLandmass38.2,DVB-S28PSK144002/3,,Tata Communications,,51-14,,6.6,,M Al-Taie231211,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3845 V,tp LM4CV,Landmass38.2
3966 Htp LM7CHLandmass38.2,DVB-S28PSK144002/3,,Tata Communications,,51-14,,6.6,,M Al-Taie231211,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3966 H,tp LM7CH,Landmass38.2
3966 Htp LM7CHLandmass38.2,DVB-S28PSK144002/3,,Tata Communications,,51-14,,6.6,,M Al-Taie231211,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,4015 V,tp LM8CV,Landmass38.2
4015 Vtp LM8CVLandmass38.2,DVB-S28PSK300003/4,,Tata Communications,,51-13,,7.9,,M Al-Taie240105,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3845 V,tp LM4CV,Landmass38.2
4015 Vtp LM8CVLandmass38.2,DVB-S28PSK300003/4,,Tata Communications,,51-13,,7.9,,M Al-Taie240105,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3966 H,tp LM7CH,Landmass38.2
4015 Vtp LM8CVLandmass38.2,DVB-S28PSK300003/4,,Tata Communications,,51-13,,7.9,,M Al-Taie240105,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,4015 V,tp LM8CV,Landmass38.2
4015 Vtp LM8CVLandmass38.2,DVB-S28PSK300003/4,,Tata Communications,,51-13,,7.9,,M Al-Taie240105,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3845 V,tp LM4CV,Landmass38.2
4015 Vtp LM8CVLandmass38.2,DVB-S28PSK300003/4,,Tata Communications,,51-13,,7.9,,M Al-Taie240105,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3966 H,tp LM7CH,Landmass38.2
4015 Vtp LM8CVLandmass38.2,DVB-S28PSK300003/4,,Tata Communications,,51-13,,7.9,,M Al-Taie240105,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,4015 V,tp LM8CV,Landmass38.2
4015 Vtp LM8CVLandmass38.2,DVB-S28PSK300003/4,,Tata Communications,,51-13,,7.9,,M Al-Taie240105,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3845 V,tp LM4CV,Landmass38.2
4015 Vtp LM8CVLandmass38.2,DVB-S28PSK300003/4,,Tata Communications,,51-13,,7.9,,M Al-Taie240105,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,3966 H,tp LM7CH,Landmass38.2
4015 Vtp LM8CVLandmass38.2,DVB-S28PSK300003/4,,Tata Communications,,51-13,,7.9,,M Al-Taie240105,https://www.lyngsat.com/providers/in/Tata-Communications.html,Tata Communications,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,1,Kalaignar TV,,MPEG-4/SD,4102,4103 Tam,Irdeto,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,2,Kalaignar Seithigal,,MPEG-4/SD,4201,4202 Tam,Irdeto,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,3,Isai Aruvi,,MPEG-4/SD,4302,430. Tam,Irdeto,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,4,Sirippoli,,MPEG-4/SD,4402,4403 Tam,Irdeto,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,5,Chithiram,,MPEG-4/SD,4501,4502 Tam,,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,6,Kalaignar Murasu TV,,MPEG-4/SD,4601,4602 Tam,Irdeto,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,11,Vendhar TV,,MPEG-4/SD,5101,5102 Tam,,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,13,News 7 Tamil,,MPEG-4/SD,1301,1302 Tam,,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,17,Sai TV,,MPEG-4/SD,5701,5702 Tam,,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,18,Hindu Dharmam,,MPEG-4/SD,5801,5802,,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,20,TV 5 Kannada,,MPEG-4/SD,6001,6002 Kan,,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,21,Malai Murasu TV,,MPEG-4/SD,6101,6102 Tam,,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,22,Malar TV,,MPEG-4/SD,6201,6202 Tam,,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,24,News J,,MPEG-4/SD,6401,6402 Tam,,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,30,News Malayalam 24x7,,MPEG-4/SD,7001,7002 Mal,,,,,4015 V,tp LM8CV,Landmass38.2
3845 Vtp LM4CVLandmass38.2,DVB-S28PSK288005/6,31,Sairam TV,,MPEG-4/SD,7101,7102 Tam,,,,,4015 V,tp LM8CV,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,,Indiasign,,9-99,,7.9,,DX BozóthN Stanislav240223,https://www.lyngsat.com/providers/in/Indiasign.html,Indiasign,3876 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,,Indiasign,,9-99,,7.9,,DX BozóthN Stanislav240223,https://www.lyngsat.com/providers/in/Indiasign.html,Indiasign,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,,Indiasign,,9-99,,7.9,,DX BozóthN Stanislav240223,https://www.lyngsat.com/providers/in/Indiasign.html,Indiasign,3876 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,,Indiasign,,9-99,,7.9,,DX BozóthN Stanislav240223,https://www.lyngsat.com/providers/in/Indiasign.html,Indiasign,3894 H,tp LM5CH,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,,Indiasign,,9-9,,9.4,,DX BozóthN Stanislav240223,https://www.lyngsat.com/providers/in/Indiasign.html,Indiasign,3876 H,tp LM5CH,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,,Indiasign,,9-9,,9.4,,DX BozóthN Stanislav240223,https://www.lyngsat.com/providers/in/Indiasign.html,Indiasign,3894 H,tp LM5CH,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,,Indiasign,,9-9,,9.4,,DX BozóthN Stanislav240223,https://www.lyngsat.com/providers/in/Indiasign.html,Indiasign,3876 H,tp LM5CH,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,,Indiasign,,9-9,,9.4,,DX BozóthN Stanislav240223,https://www.lyngsat.com/providers/in/Indiasign.html,Indiasign,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,1,CVR English,,MPEG-4/SD,201,301 Eng,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,2,CVR OM Spiritual,,MPEG-4/SD,202,302 Tel,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,3,[Indiasign test card],,MPEG-4/SD,203,303,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,5,[Indiasign test card],,MPEG-4/SD,205,305,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,8,[Indiasign test card],,MPEG-4/SD,208,308,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,10,[Indiasign test card],,MPEG-4/SD,210,3100,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,11,[Indiasign test card],,MPEG-4/SD,211,311,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,13,[Indiasign test card],,MPEG-4/SD,213,313,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,16,[Indiasign test card],,MPEG-4/SD,216,316,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,17,[Indiasign test card],,MPEG-4/SD,217,317,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,19,[Indiasign test card],,MPEG-4/SD,219,289,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,20,[Indiasign test card],,MPEG-4/SD,220,320,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,21,[Indiasign test card],,MPEG-4/SD,221,321,,,,,3894 H,tp LM5CH,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,2,[Indiasign test card],,MPEG-4/SD,202,302,,,,,3894 H,tp LM5CH,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,4,[Indiasign test card],,MPEG-4/SD,204,304,,,,,3894 H,tp LM5CH,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,6,[Indiasign test card],,MPEG-4/SD,206,306,,,,,3894 H,tp LM5CH,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,16,[Indiasign test card],,MPEG-4/SD,216,316,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,4,Unique TV,,MPEG-4/SD,204,304,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,6,Orange Bangla TV,,MPEG-4/SD,206,306 Ben,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,7,Nireekshana TV,,MPEG-4/SD,207,307 Tel,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,9,Pasand TV,,MPEG-4/SD,209,309,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,12,Hornbill TV,,MPEG-4/SD,212,312,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,14,Madhimugam TV,,MPEG-4/SD,214,314,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,15,[test card],,MPEG-4/SD,215,315,,,,,3894 H,tp LM5CH,Landmass38.2
3876 Htp LM5CHLandmass38.2,DVB-S28PSK143003/4,18,TV 45,,MPEG-4/SD,218,318 Tel,,,,,3894 H,tp LM5CH,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,,Sun TV Network,,0-11,,7.9,Irdeto,DX Bozóth240223,https://www.lyngsat.com/providers/in/Sun-TV-Network.html,Sun TV Network,3885 V,tp LM5CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,,Sun TV Network,,0-11,,7.9,Irdeto,DX Bozóth240223,https://www.lyngsat.com/providers/in/Sun-TV-Network.html,Sun TV Network,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,,Sun TV Network,,0-11,,7.9,Irdeto,DX Bozóth240223,https://www.lyngsat.com/providers/in/Sun-TV-Network.html,Sun TV Network,3885 V,tp LM5CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,,Sun TV Network,,0-11,,7.9,Irdeto,DX Bozóth240223,https://www.lyngsat.com/providers/in/Sun-TV-Network.html,Sun TV Network,3925 V,tp LM6CV,Landmass38.2
3925 Vtp LM6CVLandmass38.2,DVB-S28PSK300003/4,,Sun TV Network,,0-1,,7.9,Irdeto,N Stanislav231130,https://www.lyngsat.com/providers/in/Sun-TV-Network.html,Sun TV Network,3885 V,tp LM5CV,Landmass38.2
3925 Vtp LM6CVLandmass38.2,DVB-S28PSK300003/4,,Sun TV Network,,0-1,,7.9,Irdeto,N Stanislav231130,https://www.lyngsat.com/providers/in/Sun-TV-Network.html,Sun TV Network,3925 V,tp LM6CV,Landmass38.2
3925 Vtp LM6CVLandmass38.2,DVB-S28PSK300003/4,,Sun TV Network,,0-1,,7.9,Irdeto,N Stanislav231130,https://www.lyngsat.com/providers/in/Sun-TV-Network.html,Sun TV Network,3885 V,tp LM5CV,Landmass38.2
3925 Vtp LM6CVLandmass38.2,DVB-S28PSK300003/4,,Sun TV Network,,0-1,,7.9,Irdeto,N Stanislav231130,https://www.lyngsat.com/providers/in/Sun-TV-Network.html,Sun TV Network,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,100,Sun TV (India),,MPEG-4/SD,4448,4384 Tam,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3925 Vtp LM6CVLandmass38.2,DVB-S28PSK300003/4,10,Sun TV (India),,MPEG-4/HD,39,38 Tam 100 Tam,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,101,KTV (India),,MPEG-4/SD,37,36 Tam,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3925 Vtp LM6CVLandmass38.2,DVB-S28PSK300003/4,11,KTV (India),,MPEG-4/HD,57,56 Tam,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,102,Sun News (India),,MPEG-4/SD,40,39 Tam,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,103,Sun Music,,MPEG-4/SD,43,42 Tam,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3925 Vtp LM6CVLandmass38.2,DVB-S28PSK300003/4,12,Sun Music,,MPEG-4/HD,45,44 Tam 101 Tam,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,104,Gemini TV,,MPEG-4/SD,46,45 Tel,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3925 Vtp LM6CVLandmass38.2,DVB-S28PSK300003/4,13,Gemini TV,,MPEG-4/HD,60,59 Tel,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,105,Gemini Movies,,MPEG-4/SD,49,48 Tel,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,116,Gemini Movies,,MPEG-4/HD,53,50 Tel,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,106,Gemini Comedy,,MPEG-4/SD,52,51 Tel,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,107,Udaya TV,,MPEG-4/SD,55,54 Kan,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,117,Udaya TV,,MPEG-4/HD,65,59 Kan,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,108,Udaya Movies,,MPEG-4/SD,58,57 Kan,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,109,Surya TV,,MPEG-4/HD,61,60 Mal,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,110,Surya TV,,MPEG-4/SD,64,63 Mal,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,111,Chutti TV,,MPEG-4/SD,67,62 Tam,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,112,Kochu TV,,MPEG-4/SD,70,69 Mal,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,113,Gemini Music,,MPEG-4/SD,73,72 Tel,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,115,Gemini Music,,MPEG-4/HD,44,41 Tel,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,114,Surya Movies,,MPEG-4/SD,33,32 Mal,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,118,Sun Bangla,,MPEG-4/SD,71,68 Ben,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3925 Vtp LM6CVLandmass38.2,DVB-S28PSK300003/4,14,Sun Bangla,,MPEG-4/HD,92,93 Ben,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,119,Sun Marathi,,MPEG-4/SD,77,76 Mar,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3925 Vtp LM6CVLandmass38.2,DVB-S28PSK300003/4,15,Sun Marathi,,MPEG-4/HD,95,96 Mar,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,120,Sun Neo,,MPEG-4/HD,132,133 Hin,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3885 Vtp LM5CVLandmass38.2,DVB-S28PSK300003/4,121,Sun Neo,,MPEG-4/SD,135,136 Hin,Irdeto,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,1,HMTV,,MPEG-4/SD,201,301 Tel,,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,3,Aradana TV,,MPEG-4/SD,203,303 Hin,,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,5,T News,,MPEG-4/SD,205,305 Tel,,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,7,MBC TV,,MPEG-4/SD,207,307 Ori,,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,8,Calvary TV,,MPEG-4/SD,208,308 Tel,,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,9,Prarthana Bhawan TV,,MPEG-4/SD,209,309 Hin,,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,10,7S Music,,MPEG-4/SD,210,310 Tam,,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,11,ABN (India),,MPEG-4/SD,211,311 Tel,,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,12,Mojo TV,,MPEG-4/SD,212,312 Tel,,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,13,V6 News,,MPEG-4/SD,213,313 Tel,,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,14,CVR News,,MPEG-4/SD,214,314 Tel,,,,,3925 V,tp LM6CV,Landmass38.2
3894 Htp LM5CHLandmass38.2,DVB-S28PSK138405/6,15,Mercy TV (India),,MPEG-4/SD,215,315,,,,,3925 V,tp LM6CV,Landmass38.2
