Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
10955 Htp 20West,DVB-S28PSK44443/4,,(feeds),,,,,,Roli231029,,,,,
10962 Htp 20West,DVB-S28PSK44445/6,,(feeds),,,,,,Roli231029,,,,,
10970 Htp 20West,DVB-S28PSK66665/6,,(feeds),,,,,,Roli231029,,,,,
10973 Vtp 8West,DVB-S2QPSK30005/6,,(feeds),,,,,,Roli231029,,,,,
10976 Htp 20West,DVB-S28PSK25005/6,,(feeds),,,,,,Roli221112,,,,,
10978 Vtp 8West,DVB-S28PSK33335/6,,(feeds),,,,,,Roli231029,,,,,
10982 Htp 20West,DVB-S28PSK75005/6,,(feeds),,,,,,Roli240324,,,,,
10985 Vtp 8West,DVB-S28PSK44445/6,,(feeds),,,,,,Roli240224,,,,,
10999 Vtp 9West,DVB-S28PSK75003/4,,(feeds),,,,,,Roli230903,,,,,
11005 Vtp 9West,DVB-S28PSK33335/6,,(feeds),,,,,,Roli231029,,,,,
11014 Vtp 9West,DVB-S28PSK75003/4,,(feeds),,,,,,Jamie A230828,,,,,
11024 Vtp 9West,DVB-S28PSK75003/4,,(feeds),,,,,,Jamie A230828,,,,,
11038 Htp 22West,DVB-S28PSK44445/6,,(feeds),,,,,,Roli231029,,,,,
11045 Htp 22West,DVB-S28PSK54443/4,,(feeds),,,,,,Roli231122,,,,,
11062 Htp 22West,DVB-S28PSK44445/6,,(feeds),,,,,,Roli231029,,,,,
11065 Htp 22West,DVB-S28PSK22225/6,,(feeds),,,,,,Roli230525,,,,,
11069 Htp 22West,DVB-S28PSK41005/6,,(feeds),,,,,,Roli240218,,,,,
11085 Vtp 11West,DVB-S28PSK75003/4,,(feeds),,,,,,Jamie A230828,,,,,
11095 Vtp 11West,DVB-S28PSK59255/6,,(feeds),,,,,,Roli240323,,,,,
11105 Vtp 11West,DVB-S28PSK33335/6,,(feeds),,,,,,Roli240310,,,,,
11111 Vtp 11West,DVB-S28PSK41005/6,,(feeds),,,,,,Roli231111,,,,,
11129 Htp 24West,DVB-S28PSK54443/4,,(feeds),,,,,,Roli211104,,,,,
11135 Htp 24West,DVB-S28PSK29625/6,,(feeds),,,,,,Roli201017,,,,,
11142 Vtp 12West,DVB-S262003/4,,(feeds),,,,,,Stanley_cassidy211224,,,,,
11144 Htp 24West,DVB-S28PSK33335/6,,(feeds),,,,,,Roli210217,,,,,
11148 Vtp 12West,DVB-S25005/6,,(feeds),,,,,,Roli231112,,,,,
11150 Htp 24West,DVB-S28PSK25005/6,,(feeds),,,,,,Roli211204,,,,,
11155 Htp 24West,DVB-S28PSK50005/6,,(feeds),,,,,,Roli210429,,,,,
11157 Vtp 12West,DVB-S28PSK22222/3,,(feeds),,,,,,Roli231104,,,,,
11161 Vtp 12West,DVB-S28PSK50005/6,,(feeds),,,,,,Roli230507,,,,,
11171 Vtp 12West,DVB-S28PSK37023/4,,(feeds),,,,,,Roli230501,,,,,
11179 Vtp 12West,DVB-S28PSK59245/6,,(feeds),,,,,,Roli220808,,,,,
11192 Vtp 12West,DVB-S28PSK33335/6,,(feeds),,,,,,Roli240120,,,,,
11458 Htp 17West,DVB-S28PSK33333/4,,(feeds),,,,,,Roli221025,,,,,
11460 Vtp 5West,DVB-S28PSK68003/4,,(feeds),,,,,,Jamie A231124,,,,,
11462 Htp 17West,DVB-S22225/6,,(feeds),,,,,,Roli230824,,,,,
11468 Htp 17West,DVB-S28PSK33335/6,,(feeds),,,,,,Roli221025,,,,,
11475 Htp 17West,DVB-S29625/6,,(feeds),,,,,,Roli200623,,,,,
11478 Vtp 5West,DVB-S28PSK68003/4,,(feeds),,,,,,Roli170313,,,,,
11486 Htp 17West,DVB-S28PSK41005/6,,(feeds),,,,,,Roli200624,,,,,
11487 Vtp 5West,DVB-S28PSK68003/4,,(feeds),,,,,,Roli170313,,,,,
11495 Vtp 5West,DVB-S30327/8,,(feeds),,,,,,Roli231001,,,,,
11505 Vtp 5West,DVB-S28PSK25005/6,,(feeds),,,,,,Roli240224,,,,,
11508 Vtp 5West,DVB-S28PSK33335/6,,(feeds),,,,,,Roli231112,,,,,
11513 Htp 17West,DVB-S2QPSK59255/6,,(feeds),,,,,,Roli221101,,,,,
11515 Vtp 5West,DVB-S28PSK59255/6,,(feeds),,,,,,Roli230917,,,,,
11521 Vtp 5West,DVB-S30325/6,,(feeds),,,,,,Roli231028,,,,,
11522 Htp 17West,DVB-S28PSK59255/6,,(feeds),,,,,,Roli221101,,,,,
11543 Htp 18East,DVB-S28PSK74065/6,,(feeds),,,,,,Roli230930,,,,,
11554 Htp 18East,DVB-S28PSK74065/6,,(feeds),,,,,,Roli230930,,,,,
11561 Htp 18East,DVB-S24005/6,,(feeds),,,,,,Roli221025,,,,,
11566 Htp 18East,DVB-S232005/6,,(feeds),,,,,,Ü Evyapan150728,,,,,
11570 Htp 18East,DVB-S27955/6,,(feeds),,,,,,Ü Evyapan160112,,,,,
11574 Vtp 6East,DVB-S22225/6,,(feeds),,,,,,Uydudanevar120829,,,,,
11577 Htp 18East,DVB-S22225/6,,(feeds),,,,,,Serdar 22151024,,,,,
11578 Vtp 6East,DVB-S28PSK33332/3,,(feeds),,,,,,Roli211009,,,,,
11584 Vtp 6East,DVB-S28PSK41005/6,,(feeds),,,,,,Roli211216,,,,,
11585 Htp 18East,DVB-S22225/6,,(feeds),,,,,,Serdar 22151024,,,,,
11591 Vtp 6West,DVB-S28PSK25005/6,,(feeds),,,,,,Roli231001,,,,,
11597 Htp 18East,DVB-S28PSK33335/6,,(feeds),,,,,,Roli231028,,,,,
11598 Vtp 6West,DVB-S28PSK32003/4,,(feeds),,,,,,Roli201201,,,,,
11603 Htp 18East,DVB-S28PSK41005/6,,(feeds),,,,,,Roli240309,,,,,
11604 Vtp 6West,DVB-S28PSK30003/4,,(feeds),,,,,,Roli230903,,,,,
11608 Htp 18East,DVB-S28PSK29625/6,,(feeds),,,,,,Roli240120,,,,,
11623 Vtp 7West,DVB-S28PSK50003/4,,(feeds),,,,,,Roli210320,,,,,
11626 Htp 19East,DVB-S28PSK33335/6,,(feeds),,,,,,Roli240309,,,,,
11627 Vtp 7West,DVB-S28PSK29625/6,,(feeds),,,,,,Roli200926,,,,,
11630 Vtp 7West,DVB-S2QPSK22005/6,,(feeds),,,,,,Roli210211,,,,,
11632 Htp 19East,DVB-S2QPSK22225/6,,(feeds),,,,,,Roli221205,,,,,
11634 Vtp 7West,DVB-S2QPSK23005/6,,(feeds),,,,,,Roli210211,,,,,
11637 Vtp 7West,DVB-S22225/6,,(feeds),,,,,,Serdar 22140819,,,,,
11641 Htp 19East,DVB-S28PSK66665/6,,(feeds),,,,,,Roli231029,,,,,
11644 Vtp 7West,DVB-S22225/6,,(feeds),,,,,,Roli210830,,,,,
11651 Vtp 7West,DVB-S28PSK33333/4,,(feeds),,,,,,Roli200724,,,,,
11651 Htp 19East,DVB-S28PSK66665/6,,(feeds),,,,,,Roli231029,,,,,
11655 Vtp 7West,DVB-S28PSK35005/6,,(feeds),,,,,,Roli200726,,,,,
11655 Htp 19East,DVB-S28PSK41005/6,,(feeds),,,,,,Roli221002,,,,,
11661 Htp 19East,DVB-S29625/6,,(feeds),,,,,,Roli230318,,,,,
11667 Htp 19East,DVB-S29625/6,,(feeds),,,,,,S Günes120829,,,,,
11675 Htp 19East,DVB-S2222,,(feeds),,,,,,S Günes100814,,,,,
11682 Htp 19East,DVB-S22225/6,,(feeds),,,,,,Roli240128,,,,,
11690 Htp 19East,DVB-S28PSK33335/6,,(feeds),,,,,,Roli240128,,,,,
11691 Vtp 7West,DVB-S22225/6,,(feeds),,,,,,Roli120930,,,,,
12506 Vtp 1West,DVB-S28PSK26603/4,,(feeds),,,,,,Jamie A151101,,,,,
12542 Htp 13West,DVB-S28PSK37035/6,,(feeds),,,,,,Serdar 22181019,,,,,
12548 Vtp 1West,DVB-S28PSK59255/6,,(feeds),,,,,,Roli231029,,,,,
12550 Htp 13West,DVB-S28PSK22225/6,,(feeds),,,,,,Roli230514,,,,,
12553 Htp 13West,DVB-S28PSK22005/6,,(feeds),,,,,,Roli230514,,,,,
12557 Vtp 1West,DVB-S28PSK59253/4,,(feeds),,,,,,Roli231029,,,,,
12559 Htp 13West,DVB-S22225/6,,(feeds),,,,,,Serdar 22151024,,,,,
12565 Htp 13West,DVB-S33335/6,,(feeds),,,,,,Serdar 22151024,,,,,
12566 Vtp 1West,DVB-S28PSK59255/6,,(feeds),,,,,,Roli231029,,,,,
12570 Htp 13West,DVB-S28PSK33003/4,,(feeds),,,,,,Roli200724,,,,,
12573 Vtp 1West,DVB-S28PSK75003/4,,(feeds),,,,,,Roli230129,,,,,
12573 Htp 13West,DVB-S28PSK25003/4,,(feeds),,,,,,Roli200724,,,,,
12576 Htp 13West,DVB-S24807/8,,(feeds),,,,,,Roli201212,,,,,
12578 Vtp 1West,DVB-S22225/6,,(feeds),,,,,,Serdar 22160227,,,,,
12578 Htp 13West,DVB-S20707/8,,(feeds),,,,,,Serdar 22170530,,,,,
12588 Htp 14West,DVB-S28PSK32005/6,,(feeds),,,,,,Serdar 22150705,,,,,
12591 Vtp 1West,DVB-S28PSK75003/4,,(feeds),,,,,,Roli210508,,,,,
12630 Vtp 2West,DVB-S28PSK33335/6,,(feeds),,,,,,Roli230514,,,,,
12641 Vtp 2West,DVB-S28PSK44445/6,,(feeds),,,,,,Roli231029,,,,,
12648 Vtp 2West,DVB-S28PSK44445/6,,(feeds),,,,,,Roli231029,,,,,
12654 Vtp 2West,DVB-S28PSK33335/6,,(feeds),,,,,,Roli231001,,,,,
12713 Htp 16West,DVB-S22005/6,,(feeds),,,,,,Roli200414,,,,,
12743 Htp 16West,DVB-S44445/6,,(feeds),,,,,,Roli221101,,,,,
10959 Vtp 8West46-50,DVB-S28PSK62505/6,,TRT,,65535-1,,9.4,,M Al-Taie231018,https://www.lyngsat.com/providers/tr/TRT.html,TRT,10959 V,tp 8,West46-50
10959 Vtp 8West46-50,DVB-S28PSK62505/6,,TRT,,65535-1,,9.4,,M Al-Taie231018,https://www.lyngsat.com/providers/tr/TRT.html,TRT,10967 V,tp 8,West46-50
10959 Vtp 8West46-50,DVB-S28PSK62505/6,,TRT,,65535-1,,9.4,,M Al-Taie231018,https://www.lyngsat.com/providers/tr/TRT.html,TRT,11054 V,tp 10,West46-50
10959 Vtp 8West46-50,DVB-S28PSK62505/6,,TRT,,65535-1,,9.4,,M Al-Taie231018,https://www.lyngsat.com/providers/tr/TRT.html,TRT,11096 H,tp 23,East50
