Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
11727 Ltp 1Wide0,DVB-S28PSK275003/4,,Trikolor,,254-1,,7.9,ExsetDRECryptDREGuard,N Stanislav240208,,,,,
11766 Ltp 3Wide0,DVB-S28PSK275003/4,,Trikolor,,254-3,,7.9,ExsetDREGuard,N Stanislav231226,,,,,
11804 Ltp 5Wide0,DVB-S28PSK275003/4,,Trikolor,,254-5,,7.9,ExsetDRECryptDREGuard,N Stanislav240109,,,,,
11843 Ltp 7Wide0,DVB-S28PSK275003/4,,Trikolor,,254-7,,7.9,ExsetDRECryptDREGuard,N Stanislav240119,,,,,
11881 Ltp 9Wide0,DVB-S28PSK275003/4,,Trikolor,,254-9,,7.9,ExsetDRECryptDREGuard,N Stanislav231030,,,,,
11919 Ltp 11Wide0,DVB-S28PSK275003/4,,Trikolor,,254-11,,7.9,ExsetDRECryptDREGuard,N Stanislav240218,,,,,
11958 Ltp 13Wide0,DVB-S28PSK275003/4,,Trikolor,,254-13,,7.9,ExsetDRECryptDREGuard,N Stanislav231101,,,,,
11996 Ltp 15Wide0,DVB-S28PSK275003/4,,Trikolor,,254-15,,7.9,ExsetDRECryptDREGuard,N Stanislav231102,,,,,
12034 Ltp 17Wide0,DVB-S28PSK275003/4,,Trikolor,,254-17,,7.9,ExsetDRECryptDREGuard,N Stanislav231103,,,,,
12073 Ltp 19Wide0,DVB-S28PSK275003/4,,Trikolor,,254-19,,7.9,ExsetDRECryptDREGuard,N Stanislav231025,,,,,
12111 Ltp 21Wide0,DVB-S28PSK275003/4,,Trikolor,,254-21,,7.9,ExsetDRECryptDREGuard,N Stanislav231026,,,,,
12149 Ltp 23Wide0,DVB-S28PSK275003/4,,Trikolor,,254-23,,7.9,ExsetDRECryptDREGuard,N Stanislav231026,,,,,
12188 Ltp 25Wide0,DVB-S28PSK275003/4,,Trikolor,,254-25,,7.9,ExsetDRECryptDREGuard,N Stanislav231103,,,,,
12226 Ltp 27Wide0,DVB-S275003/4,,Trikolor,,254-27,,5.5,ExsetDREGuard,N Stanislav240201,,,,,
12265 Ltp 29Wide0,DVB-S28PSK275003/4,,Trikolor,,254-29,,7.9,ExsetDRECryptDREGuard,N Stanislav231023,,,,,
12303 Ltp 31Wide0,DVB-S28PSK275003/4,,Trikolor,,254-31,,7.9,ExsetDRECryptDREGuard,N Stanislav240301,,,,,
12341 Ltp 33Wide0,DVB-S28PSK275003/4,,Trikolor,,254-33,,7.9,ExsetDRECryptDREGuard,N Stanislav231027,,,,,
12380 Ltp 35Wide0,DVB-S28PSK275003/4,,Trikolor,,,,7.9,ExsetDRECryptDREGuard,N Stanislav231130,,,,,
12418 Ltp 37Wide0,DVB-S28PSK275003/4,,Trikolor,,254-37,,7.9,ExsetDRECryptDREGuard,N Stanislav230826,,,,,
12456 Ltp 39Wide0,DVB-S28PSK275003/4,,Trikolor,,254-39,,7.9,ExsetDRECryptDREGuard,N Stanislav231102,,,,,
11919 Ltp 11Wide0,DVB-S28PSK275003/4,11042,[Trikolor info card],,MPEG-4/SD,4321,4322 Rus,,,,,,,
12226 Ltp 27Wide0,DVB-S275003/4,59096,[Trikolor info card],,MPEG-4/SD,5761,5762 Rus,,,,,,,
12226 Ltp 27Wide0,DVB-S275003/4,59097,[Trikolor info card],,MPEG-4/SD,5771,5772 Rus,,,,,,,
12341 Ltp 33Wide0,DVB-S28PSK275003/4,33007,[Trikolor info card],,MPEG-4/SD,3371,Rus,,,,,,,
12054 Rtp 18Wide0,DVB-S28PSK275003/4,,NTV Plus Vostok,,112-566,,7.9,CompunicateViaccess,N Stanislav240218,,,,,
12092 Rtp 20Wide0,DVB-S28PSK275003/4,,NTV Plus Vostok,,112-564,,7.9,CompunicateViaccess,N Stanislav230826,,,,,
12322 Rtp 32East0,DVB-S28PSK275003/4,,NTV Plus Vostok,,112-563,,7.9,CompunicateViaccess,N Stanislav231026,,,,,
12360 Rtp 34Wide0,DVB-S2QPSK275003/4,,NTV Plus Vostok,,,,4.0,CompunicateViaccess,A Fries231004,,,,,
12399 Rtp 36East0,DVB-S28PSK275003/4,,NTV Plus Vostok,,112-567,,7.9,CompunicateViaccess,N Stanislav240111,,,,,
12437 Rtp 38East0,DVB-S28PSK275003/4,,NTV Plus Vostok,,112-565,,7.9,CompunicateViaccess,N Stanislav231226,,,,,
12476 Rtp 40East0,DVB-S28PSK275003/4,,NTV Plus Vostok,,112-562,,7.9,CompunicateViaccess,P Smith210218,,,,,
12054 Rtp 18Wide0,DVB-S28PSK275003/4,56607,JWL,,MPEG-4/SD,207,307 Rus,,,,,,,
12207 Rtp 26Wide0,DVB-S28PSK275003/4,4,JWL,,MPEG-4/SD,204,304 Rus,,,,,,,
12111 Ltp 21Wide0,DVB-S28PSK275003/4,21008,Soyuz,,MPEG-4/SD,2181,2182 Rus,,,,,,,
12169 Rtp 24Wide0,DVB-S28PSK275003/4,,Russkiy Mir,,3-19,,7.9,DRECrypt,N Stanislav231031,,,,,
12245 Rtp 28Wide0,DVB-S28PSK275003/4,,Russkiy Mir,,3-21,,7.9,DRECrypt,N Stanislav231201,,,,,
12169 Rtp 24Wide0,DVB-S28PSK275003/4,2441,Vesti FM,,,,1412 Rus,,,,,,,
12360 Rtp 34Wide0,DVB-S2QPSK275003/4,56841,Vesti FM,,,,341 Rus,,,,,,,
12399 Rtp 36East0,DVB-S28PSK275003/4,,Vesti FM,,,,2241 Rus,,,,,,,
12169 Rtp 24Wide0,DVB-S28PSK275003/4,2442,Radio Mayak,,,,1122 Rus,,,,,,,
