Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
11455 HMiddle East,DVB-S28PSK50002/3,,(feeds),,,,,,Roli220929,,,,,
11461 HMiddle East,DVB-S28PSK50002/3,,(feeds),,,,,,Roli220929,,,,,
11467 HMiddle East,DVB-S28PSK45003/4,,(feeds),,,,,,Roli201004,,,,,
11481 HMiddle East,DVB-S28PSK38753/4,,(feeds),,,,,,Marcel 2180327,,,,,
11487 HMiddle East,DVB-S2QPSK38755/6,,(feeds),,,,,,Roli200905,,,,,
11502 HMiddle East,DVB-S22225/6,,(feeds),,,,,,Roli191124,,,,,
11516 HMiddle East,DVB-S28PSK20005/6,,(feeds),,,,,,Janlakomcik231109,,,,,
11542 HMiddle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240310,,,,,
11551 HMiddle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli240324,,,,,
11625 Htp 11Middle East,DVB-S28PSK10005/6,,(feeds),,,,,,N Stanislav211107,,,,,
11663 Htp 12Middle East,DVB-S297003/4,,(feeds),,,,,,Stanley_cassidy230917,,,,,
11672 Htp 12Middle East,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230907,,,,,
11680 Htp 12Middle East,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy231031,,,,,
11681 Vtp 12Europe,DVB-S28PSK22005/6,,(feeds),,,,,,Roli230309,,,,,
11689 Htp 12Middle East,DVB-S28PSK72003/4,,(feeds),,,,,,Roli231201,,,,,
12548 HEurope,DVB-S28PSK36003/4,,(feeds),,,,,,Roli231103,,,,,
12560 HEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230318,,,,,
12567 HEurope,DVB-S28PSK50003/4,,(feeds),,,,,,Roli240310,,,,,
12578 HEurope,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli230318,,,,,
12629 HEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Roli201121,,,,,
12632 HEurope,DVB-S28PSK25005/6,,(feeds),,,,,,Roli201121,,,,,
12637 HEurope,DVB-S28PSK50005/6,,(feeds),,,,,,Roli230505,,,,,
12643 HEurope,DVB-S28PSK50005/6,,(feeds),,,,,,Roli200912,,,,,
12682 Htp 23Europe,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220417,,,,,
12693 Htp 23Europe,DVB-S293702/3,,(feeds),,,,,,Stanley_cassidy220406,,,,,
12714 Htp 24Europe,DVB-S28PSK72003/4,,(feeds),,,,,,Roli220413,,,,,
