Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
3818 Rtp 3EMEA,DVB-S28PSK16003/4,1,SSBC TV,,65535-1MPEG-2/SD,308,7.9 256 Ara,,DX Bozóth240306,,,,,
3827 Ltp 4EMEA,,,,,,,,,N Stanislav240102,,,,,
3851 Ltp 4EMEA,DVB-S28PSK12612/3,1,Vision 4,,0-1MPEG-4/HD,258,6.6 257 Fre,,F Dibba230922,,,,,
3857 Ltp 4EMEA,DVB-S42703/4,,DalSat Global,,103-103,,5.5,,F Dibba240208,,,,,
3857 Ltp 4EMEA,DVB-S42703/4,102,Ebru TV,,MPEG-4/SD,211,221 Eng,,,,,,,
3857 Ltp 4EMEA,DVB-S42703/4,104,Shabelle TV,,MPEG-4/SD,1042,1043 Som,,,,,,,
3857 Ltp 4EMEA,DVB-S42703/4,107,Rejo Sports,,MPEG-4/SD,44,43 Som,,,,,,,
3857 Ltp 4EMEA,DVB-S42703/4,106,Ebru Radio,,,,41 Som,,,,,,,
3860 Ltp 4EMEA,DVB-S4003/4,1000,Eye Radio,,?-?,,5.5 101 Eng,,Onacila201216,,,,,
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,,Hit Radio,,1-1,,4.0,,N Stanislav240102,,,,,
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,1000,Hit Radio Côte d'Ivoire,,,,101 Fre,,,,,,,
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,3000,Hit Radio Congo,,,,301 Fre,,,,,,,
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,4000,Hit Radio Gabon,,,,401 Fre,,,,,,,
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,5000,Hit Radio Togo,,,,501 Fre,,,,,,,
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,8000,Radio Azawan,,,,801 Ara,,,,,,,
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,9000,Hit Radio Burkina Faso,,,,901 Fre,,,,,,,
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,10000,Hit Radio (Morocco),,,,1001 Fre,,,,,,,
3866 Ltp 4EMEA,DVB-S2QPSK11503/4,12000,Hit Radio Niger,,,,1201 Fre,,,,,,,
3884 Rtp 5EMEA,DVB-S275005/6,,Arabsat,,702-621,,6.5,,Lexzie240209,,,,,
3884 Rtp 5EMEA,DVB-S275005/6,5052,ERI TV 1,,MPEG-2/SD,525,5644,,,,,,,
3884 Rtp 5EMEA,DVB-S275005/6,5064,Ekhbariya TV,,MPEG-2/SD,440,460 Ara,,,,,,,
3884 Rtp 5EMEA,DVB-S275005/6,5065,Thikrayat TV,,MPEG-2/SD,441,461 Ara,,,,,,,
3884 Rtp 5EMEA,DVB-S275005/6,5075,Elmouritaniya,,MPEG-4/SD,39,4114 Ara,,,,,,,
3884 Rtp 5EMEA,DVB-S275005/6,5080,Canal Algérie 2,,MPEG-2/SD,1200,1202 Ara,,,,,,,
3884 Rtp 5EMEA,DVB-S275005/6,5645,Al Maghribia,,MPEG-2/SD,526,5645 Ara,,,,,,,
