Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
3634 Htp 1AC38.5,DVB-S28PSK60003/5,,Kantipur Media Group,,65280-0,,5.5,,C Sutton210306,https://www.lyngsat.com/providers/np/Kantipur-Media-Group.html,Kantipur Media Group,3634 H,tp 1A,C38.5
3634 Htp 1AC38.5,DVB-S28PSK60003/5,101,Kantipur TV,,MPEG-4/HD,257,258 Nep,,,,,3634 H,tp 1A,C38.5
3634 Htp 1AC38.5,DVB-S28PSK60003/5,111,Kantipur Max,,MPEG-4/HD,3001,3002 Nep,,,,,3634 H,tp 1A,C38.5
3695 Htp 2AC,DVB-S2QPSK47003/5,,(feeds),,,,,,N Stanislav240324,,,3634 H,tp 1A,C38.5
3832 Vtp 5BC,DVB-S61113/4,,(feeds),,,,,,I Perera070224,,,3634 H,tp 1A,C38.5
3834 Htp 6AC,DVB-S28PSK98753/4,,(feeds),,,,,,N Stanislav230924,,,3634 H,tp 1A,C38.5
3852 Htp 6AC,DVB-S28PSK98753/4,,(feeds),,,,,,N Stanislav221203,,,3634 H,tp 1A,C38.5
3914 Vtp 7BC,DVB-S32553/4,,(feeds),,,,,,I Perera071208,,,3634 H,tp 1A,C38.5
4035 Htp 11AC,DVB-S28PSK67003/4,,(feeds),,,,,,N Stanislav220911,,,3634 H,tp 1A,C38.5
4045 Htp 11AC,DVB-S28PSK67003/4,,(feeds),,,,,,N Stanislav220911,,,3634 H,tp 1A,C38.5
4047 Vtp 11BC,DVB-S28PSK72003/4,,(feeds),,,,,,N Stanislav220717,,,3634 H,tp 1A,C38.5
4054 Htp 11AC,DVB-S28PSK67003/4,,(feeds),,,,,,N Stanislav220911,,,3634 H,tp 1A,C38.5
4058 Vtp 11BC,DVB-S28PSK96003/4,,(feeds),,,,,,Anonymous200212,,,3634 H,tp 1A,C38.5
4065 Vtp 11BC,DVB-S28PSK50003/4,,(feeds),,,,,,N Stanislav231104,,,3634 H,tp 1A,C38.5
4070 Vtp 11BC,DVB-S28PSK48003/4,,(feeds),,,,,,Anonymous200212,,,3634 H,tp 1A,C38.5
4075 Vtp 11BC,DVB-S28PSK48003/4,,(feeds),,,,,,Anonymous200212,,,3634 H,tp 1A,C38.5
4145 Htp 14AC,DVB-S48003/4,,(feeds),,,,,,Anonymous171130,,,3634 H,tp 1A,C38.5
4158 Htp 14AC,DVB-S32003/4,,(feeds),,,,,,Albert I200901,,,3634 H,tp 1A,C38.5
4165 Htp 14AC,DVB-S28PSK71203/4,,(feeds),,,,,,Anonymous190920,,,3634 H,tp 1A,C38.5
4174 Htp 14AC,DVB-S28PSK72003/4,,(feeds),,,,,,N Stanislav220717,,,3634 H,tp 1A,C38.5
4188 Vtp 14BC,DVB-S32003/4,,(feeds),,,,,,M Hajdú131114,,,3634 H,tp 1A,C38.5
10954 V,DVB-S2QPSK48003/4,,(feeds),,,,,,Bulek Sps180317,,,3634 H,tp 1A,C38.5
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,,TeleNest,,10201-10201,,5.5,,N Stanislav240207,https://www.lyngsat.com/providers/pk/TeleNest.html,TeleNest,3745 V,tp 3B,C38.5
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,,TeleNest,,10201-10201,,5.5,,N Stanislav240207,https://www.lyngsat.com/providers/pk/TeleNest.html,TeleNest,3753 V,tp 3B,C38.5
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,,TeleNest,,10201-10201,,5.5,,N Stanislav240207,https://www.lyngsat.com/providers/pk/TeleNest.html,TeleNest,3745 V,tp 3B,C38.5
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,,TeleNest,,10201-10201,,5.5,,N Stanislav240207,https://www.lyngsat.com/providers/pk/TeleNest.html,TeleNest,3753 V,tp 3B,C38.5
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,,TeleNest,,1339-10103,,5.5,,N Stanislav231130,https://www.lyngsat.com/providers/pk/TeleNest.html,TeleNest,3745 V,tp 3B,C38.5
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,,TeleNest,,1339-10103,,5.5,,N Stanislav231130,https://www.lyngsat.com/providers/pk/TeleNest.html,TeleNest,3753 V,tp 3B,C38.5
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,,TeleNest,,1339-10103,,5.5,,N Stanislav231130,https://www.lyngsat.com/providers/pk/TeleNest.html,TeleNest,3745 V,tp 3B,C38.5
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,,TeleNest,,1339-10103,,5.5,,N Stanislav231130,https://www.lyngsat.com/providers/pk/TeleNest.html,TeleNest,3753 V,tp 3B,C38.5
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,5,Metro 1 News,,MPEG-4/SD,351,352 Urd,,,,,3753 V,tp 3B,C38.5
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,10,VSH News,,MPEG-4/SD,357,358,,,,,3753 V,tp 3B,C38.5
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,15,Special TV,,MPEG-4/HD,363,364,,,,,3753 V,tp 3B,C38.5
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,25,Sab TV,,MPEG-4/HD,366,367 Urd,,,,,3753 V,tp 3B,C38.5
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,33,Venus Entertainment,,MPEG-4/HD,385,386,,,,,3753 V,tp 3B,C38.5
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,35,Channel Five,,MPEG-4/SD,391,392 Urd,,,,,3753 V,tp 3B,C38.5
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,1,KidZone+ Pakistan,,MPEG-4/HD,508,509 Urd,,,,,3753 V,tp 3B,C38.5
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,10,Planet Fun,,MPEG-4/HD,502,50. Eng,,,,,3753 V,tp 3B,C38.5
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,15,Inplus,,MPEG-4/HD,520,521 Eng,,,,,3753 V,tp 3B,C38.5
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,20,LTN Family,,MPEG-4/SD,538,539,,,,,3753 V,tp 3B,C38.5
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,23,Filmax,,MPEG-4/SD,546,547 Urd,,,,,3753 V,tp 3B,C38.5
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,27,Starmax,,MPEG-4/HD,306,307,,,,,3753 V,tp 3B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,,APT,,1-1,,7.9,,N Stanislav240101,https://www.lyngsat.com/providers/hk/APT.html,APT,3780 V,tp 4B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,64,Macau Lotus TV,,MPEG-4/HD,1040,1056 Chi,,,,,3780 V,tp 4B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,101,HKS TV,,MPEG-4/HD,53,51 Chi,,,,,3780 V,tp 4B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,102,HKS TV Variety,,MPEG-4/SD,39,33 Chi,,,,,3780 V,tp 4B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,103,HKS TV Travel,,MPEG-4/HD,47,46 Chi,,,,,3780 V,tp 4B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,104,HKS TV Fashion,,MPEG-4/HD,57,56 Chi,,,,,3780 V,tp 4B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,105,HKS TV Finance,,MPEG-4/HD,6545,6546 Chi,,,,,3780 V,tp 4B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,106,HKS TV International,,MPEG-4/SD,1282,128. Chi,,,,,3780 V,tp 4B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,401,Eurosport Asia,,MPEG-2/SD,4011,4012 Eng,ABV,,,,3780 V,tp 4B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,501,Eurosport Asia,,MPEG-4/HD,5011,5012 Eng,ABV,,,,3780 V,tp 4B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,1001,FashionTV Asia,,MPEG-4/HD,1101,1102,,,,,3780 V,tp 4B,C38.5
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,1002,FashionTV India,,MPEG-4/SD,1201,1202,,,,,3780 V,tp 4B,C38.5
3788 Htp 5AC38.5,DVB-S107001/2,,SES,,1-8,,2.7,,N Stanislav220718,https://www.lyngsat.com/providers/lu/SES.html,SES,3788 H,tp 5A,C38.5
3788 Htp 5AC38.5,DVB-S107001/2,3,CTN (USA),,MPEG-2/SD,204,203 Eng,,,,,3788 H,tp 5A,C38.5
3788 Htp 5AC38.5,DVB-S107001/2,4,The Word Network,,MPEG-2/SD,219,218 Eng,,,,,3788 H,tp 5A,C38.5
3788 Htp 5AC38.5,DVB-S107001/2,19,SBN International,,MPEG-2/SD,211,3019 Eng4019 Spa,,,,,3788 H,tp 5A,C38.5
