Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
3760 HGlobal,DVB-S28PSK297005/6,,Encompass,,0-1,,9.4,ConaxIrdeto,C Sutton240309,,,,,
3960 HGlobal,DVB-S28PSK297005/6,,Encompass,,11-1,,9.4,ConaxIrdetoPowerVu,NHMPlay221001,,,,,
4000 HGlobal,DVB-S28PSK297005/6,,Encompass,,2-8,,9.4,ConaxIrdeto,C Sutton240321,,,,,
4040 HGlobal,DVB-S28PSK297003/5,,Encompass,,,,5.5,ConaxIrdeto,C Sutton240309,,,,,
3760 HGlobal,DVB-S28PSK297005/6,1,(feeds),,,3080,2560,Irdeto,,,,,,
4000 HGlobal,DVB-S28PSK297005/6,1704,(feeds),,,1741,1742,Irdeto,,,,,,
4040 HGlobal,DVB-S28PSK297003/5,1,(feeds),,,3080,2560,Irdeto,,,,,,
3760 HGlobal,DVB-S28PSK297005/6,305,Rock Entertainment,,MPEG-4/HD,361,353 Eng,Irdeto,new,,,,,
4040 HGlobal,DVB-S28PSK297003/5,305,Rock Entertainment,,MPEG-4/HD,361,353 Eng,Irdeto,new,,,,,
3760 HGlobal,DVB-S28PSK297005/6,307,Rock Action,,MPEG-4/HD,371,372 Eng,Irdeto,,,,,,
3760 HGlobal,DVB-S28PSK297005/6,503,Rock Action,,MPEG-4/HD,551,552 Eng,Irdeto,,,,,,
4040 HGlobal,DVB-S28PSK297003/5,307,Rock Action,,MPEG-4/HD,371,372 Eng,Irdeto,,,,,,
4040 HGlobal,DVB-S28PSK297003/5,503,Rock Action,,MPEG-4/HD,551,552 Eng,Irdeto,new,,,,,
3760 HGlobal,DVB-S28PSK297005/6,1701,ZooMoo Asia,,MPEG-4/HD,1711,1712 Eng,Irdeto,new,,,,,
4040 HGlobal,DVB-S28PSK297003/5,1701,ZooMoo Asia,,MPEG-4/HD,1711,1712,Irdeto,new,,,,,
3760 HGlobal,DVB-S28PSK297005/6,11001,Zee TV India,,MPEG-4/HD,7002,7003 Hin,Conax,,,,,,
4040 HGlobal,DVB-S28PSK297003/5,11001,Zee TV India,,MPEG-4/HD,7002,7003 Hin,Conax,new,,,,,
3760 HGlobal,DVB-S28PSK297005/6,11002,Zee Cinema Asia,,MPEG-4/HD,7012,7013 Hin,Conax,,,,,,
