Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
10964 Htp 33Europe Ku0,DVB-S28PSK220002/3,,Beta Digital,,1-1033,,6.6,,DXAndyT ViererbeM Al-TaieD Shimoni240108,,,,,
10964 Htp 33Europe Ku0,DVB-S28PSK220002/3,10100*,TLC Germany,,MPEG-4/HD,255,259 Ger,MarlinNagravisionVideoguard,,,,,,
10964 Htp 33Europe Ku0,DVB-S28PSK220002/3,10101,1-2-3 TV,,MPEG-4/HD,511,515 Ger,,,,,,,
10964 Htp 33Europe Ku0,DVB-S28PSK220002/3,10102,Handystar,,MPEG-4/HD,767,771 Ger,,,,,,,
10964 Htp 33Europe Ku0,DVB-S28PSK220002/3,10103*,MTV Germany,,MPEG-4/HD,1023,1027 Ger,MarlinNagravisionVideoguard,,,,,,
10964 Htp 33Europe Ku0,DVB-S28PSK220002/3,10104,Channel 21 (Germany),,MPEG-4/HD,1279,1283 Ger,,,,,,,
10964 Htp 33Europe Ku0,DVB-S28PSK220002/3,10105,QVC Style Deutschland,,MPEG-4/HD,1535,1539 Ger,,,,,,,
10964 Htp 33Europe Ku0,DVB-S28PSK220002/3,10108,[Bild info card],,MPEG-4/HD,2303,Ger,,,,,,,
10979 Vtp 34Europe Ku0,DVB-S220005/6,,Movistar+,,1-1034,,6.5,MediaguardNagravision,DXAndy231215,,,,,
10994 Htp 35Europe Ku0,DVB-S28PSK220005/6,,SES,,1-1035,,9.4,MarlinNagravisionTVkeyVideoguard,T Viererbe210813,,,,,
10994 Htp 35Europe Ku0,DVB-S28PSK220005/6,1,SES Ultra HD Demo Channel,,HEVC/UHD,511,512 Eng 513 Eng,,,,,,,
10994 Htp 35Europe Ku0,DVB-S28PSK220005/6,2,UHD 1 (20-08),,HEVC/UHD,101,102 Ger,MarlinNagravisionTVkeyVideoguard,,,,,,
10994 Htp 35Europe Ku0,DVB-S28PSK220005/6,6205,ProSiebenSat. 1 UHD,,HEVC/UHD,767,771 Ger,MarlinNagravisionVideoguard,,,,,,
11038 Vtp 38Europe Ku0,DVB-S220005/6,,Movistar+,,1-1038,,6.5,MediaguardNagravision,T Viererbe230802,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,,ARD Digital,,1-1039,,6.6,,R Eckendorff231213,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10375,Tagesschau 24,,MPEG-4/HD,5401,5402 Ger5406 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10376,One,,MPEG-4/HD,5411,5412 Ger5416 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10377,ARD Alpha,,MPEG-4/HD,5421,5422 Ger5426 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10378,SR Fernsehen,,MPEG-4/HD,5431,5432 Ger5436 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10379,Radio Bremen Fernsehen,,MPEG-4/HD,5441,5442 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10400,Bayern 1 Oberbayern,,,,101 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10401,Bayern 2 Süd,,,,111 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10402,Bayern 3,,,,121 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10403,BR Klassik,,,,131 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10404,BR 24,,,,141 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10405,BR 24 Live,,,,151 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10406,BR Schlager,,,,161 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10407,BR Puls,,,,171 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10408,BR Heimat,,,,1.1 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10412,NDR 2,,,,201 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10413,NDR Kultur,,,,213 Ger,,,,,,,
11053 Htp 39Europe Ku0,DVB-S28PSK220002/3,10414,NDR Info Niedersachsen,,,,221 Ger,,,,,,,
