Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
10492 H,DVB-S2QPSK15004/5,1,Es'hailSat promo,,65535-43690MPEG-4/HD,257,4.7 258,,Lexzie200331,,,,,
10730 HMENA50,DVB-S300003/4,,,,224-1090,,5.5,,Hadowooalsatan240215,,,,,
10730 HMENA50,DVB-S300003/4,10903,Qatar Today,,MPEG-4/SD,931,932 Ara,,,,,,,
10730 HMENA50,DVB-S300003/4,10904,Al Mamlaka TV,,MPEG-2/SD,941,942 Ara,,,,,,,
10730 HMENA50,DVB-S300003/4,10905,Al-Aqsa TV,,MPEG-4/HD,951,952 Ara,,,,,,,
10730 VMENA50,DVB-S28PSK275002/3,,Al Rayyan,,224-2070,,6.6,,K Berkes210427,,,,,
10730 VMENA50,DVB-S28PSK275002/3,20701,Al Rayyan,,MPEG-4/HD,101,201 Ara,,,,,,,
10730 VMENA50,DVB-S28PSK275002/3,20702,Al Rayyan Al Qadeem,,MPEG-4/HD,102,202 Ara,,,,,,,
10730 VMENA50,DVB-S28PSK275002/3,20703,Al Rayyan Radio,,,,203 Ara,,,,,,,
10730 VMENA50,DVB-S28PSK275002/3,20704,Sout Al Islam,,,,204 Ara,,,,,,,
10770 HMENA50,DVB-S28PSK275003/4,,Al Kass,,224-4137,,7.9,IrdetoVideoguard,M Al-Taie240212,,,,,
10770 HMENA50,DVB-S28PSK275003/4,111,Al Kass Five,,MPEG-4/HD,203,303 Ara 403 Eng,,,,,,,
10770 HMENA50,DVB-S28PSK275003/4,112,Al Kass Six,,MPEG-4/HD,221,321 Ara 421 Eng,IrdetoVideoguard,,,,,,
10770 HMENA50,DVB-S28PSK275003/4,113,Al Kass Nine,,MPEG-4/HD,223,323 Ara 423 Eng,IrdetoVideoguard,,,,,,
10770 HMENA50,DVB-S28PSK275003/4,114,Al Kass Ten,,MPEG-4/HD,202,302 Ara 402 Eng,IrdetoVideoguard,,,,,,
10770 VMENA50,DVB-S28PSK275003/4,,Qatari mux,,2-2,,7.9,,N Stanislav221220,,,,,
10770 VMENA50,DVB-S28PSK275003/4,1,Qatar TV,,MPEG-4/HD,401,402 Ara,,,,,,,
10770 VMENA50,DVB-S28PSK275003/4,2,Qatar TV 2,,MPEG-4/HD,201,202 Ara,,,,,,,
10770 VMENA50,DVB-S28PSK275003/4,3,Al Kass One,,MPEG-4/HD,210,310 Ara 410 Eng,,,,,,,
10770 VMENA50,DVB-S28PSK275003/4,4,Al Kass Two,,MPEG-4/HD,204,304 Ara 404 Eng,,,,,,,
10770 VMENA50,DVB-S28PSK275003/4,5,Al Kass Four,,MPEG-4/HD,205,305 Ara 405 Eng,,,,,,,
10770 VMENA50,DVB-S28PSK275003/4,10,Sout al Khaleej 2,,,,7102 Ara,,,,,,,
10770 VMENA50,DVB-S28PSK275003/4,11,Sout al Khaleej 3,,,,7202 Ara,,,,,,,
10770 VMENA50,DVB-S28PSK275003/4,12,Sout al Khaleej 4,,,,7302 Ara,,,,,,,
