Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
3586 Ltp 2AC44-45,DVB-S80003/4,9,RT News,,1-2MPEG-2/SD,33,5.5  32 Eng,,N Stanislav230706,,,,,
3586 Ltp 2AC44-45,DVB-S80003/4,10,Radio Orfey,,,,101 Rus,,,,,,,
3594 Rtp 2C44-45,DVB-S28PSK51203/4T2-MIPLP 1,,RTRS Yamal,,8835-2,,7.9,,N Stanislav210718,https://www.lyngsat.com/providers/ru/RTRS-Yamal.html,RTRS Yamal,3594 R,tp 2,C44-45
3594 Rtp 2C44-45,DVB-S28PSK51203/4T2-MIPLP 1,1020,Rossiya 1 (+2h),,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3594 R,tp 2,C44-45
3621 Rtp 3C44-45,DVB-S28PSK51303/4T2-MIPLP 1,1020,Rossiya 1 (+2h),,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3594 R,tp 2,C44-45
3628 Rtp 3C44-45,DVB-S28PSK51203/4T2-MIPLP 1,1020,Rossiya 1 (+2h),,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3594 R,tp 2,C44-45
3857 Rtp 6C44-45,DVB-S28PSK51303/4T2-MIPLP 1,1020,Rossiya 1 (+2h),,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3594 R,tp 2,C44-45
3921 Rtp 6C44-45,DVB-S28PSK51303/4T2-MIPLP 1,1020,Rossiya 1 (+2h),,MPEG-4/SD,1021,1022 Rus,GoSTcrypt,,,,3594 R,tp 2,C44-45
3594 Rtp 2C44-45,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3594 R,tp 2,C44-45
3595 Ltp 2AC44-45,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3594 R,tp 2,C44-45
3621 Rtp 3C44-45,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3594 R,tp 2,C44-45
3627 Ltp 3AC44-45,DVB-S2QPSK205805/6T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3594 R,tp 2,C44-45
3628 Rtp 3C44-45,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3594 R,tp 2,C44-45
3643 Rtp 3C44-45,DVB-S28PSK152843/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3594 R,tp 2,C44-45
3695 Rtp 4C44-45,DVB-S28PSK51203/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3594 R,tp 2,C44-45
3704 Rtp 4C44-45,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3594 R,tp 2,C44-45
3704 Ltp 4AC44-45,DVB-S28PSK152843/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3594 R,tp 2,C44-45
3803 Ltp 5AC44-45,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3594 R,tp 2,C44-45
3822 Ltp 5AC44-45,DVB-S28PSK51303/4T2-MIPLP 1,1070,Rossiya 24,,MPEG-4/SD,1071,1072 Rus,,,,,3594 R,tp 2,C44-45
