Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
10721 Htp A1Europe B44-46,DVB-S28PSK300003/5,,EClutch,,366-7,,5.5,Conax,S Günes240308,,,,,
10721 Htp A1Europe B44-46,DVB-S28PSK300003/5,1001,Ginx TV International,,MPEG-4/HD,1011,1012 Eng,Conax,new,,,,,
10721 Htp A1Europe B44-46,DVB-S28PSK300003/5,1002,Bigg TV,,MPEG-4/HD,1021,1022 Eng,Conax,new,,,,,
10721 Htp A1Europe B44-46,DVB-S28PSK300003/5,1004,ESR 24x7 Esports Network,,MPEG-4/HD,1041,1042 Eng,Conax,new,,,,,
10762 Htp A3Europe B44-46,DVB-S28PSK300003/5,,DigitAlb,,366-20300,,5.5,Conax,S Günes240222,,,,,
10804 Htp A5Europe B44-46,DVB-S28PSK299502/3,,DigitAlb,,366-20500,,6.6,Conax,M Al-Taie211102,,,,,
10845 Htp A7Europe B44-46,DVB-S28PSK300003/5,,DigitAlb,,366-20700,,5.5,Conax,M Al-Taie240210,,,,,
10887 Htp A9Europe B44-46,DVB-S28PSK300003/5,,DigitAlb,,366-20900,,5.5,ConaxIrdetoVideoguard,M Al-Taie240206,,,,,
10762 Htp A3Europe B44-46,DVB-S28PSK300003/5,1000,RTK 1 Sat,,MPEG-4/SD,1001,1002 Alb,,,,,,,
10762 Htp A3Europe B44-46,DVB-S28PSK300003/5,1520,Top News,,MPEG-4/HD,1521,1522 Alb,,,,,,,
10762 Htp A3Europe B44-46,DVB-S28PSK300003/5,1800,Top Albania Radio,,,,1803 Alb,,,,,,,
10762 Htp A3Europe B44-46,DVB-S28PSK300003/5,1820,Top Gold Radio,,,,1523 Alb,,,,,,,
10804 Htp A5Europe B44-46,DVB-S28PSK299502/3,2000,EuroNews Albania,,MPEG-4/HD,2001,2002 Alb,,,,,,,
10804 Htp A5Europe B44-46,DVB-S28PSK299502/3,921,My Music Radio,,,,2243 Alb,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,,New World,,367-60500,,6.6,,N Musa230902,,,,,
11356 Htp N3Sub-Sahara Africa0,DVB-S28PSK450003/4,,New World,,367-60030,,7.9,Conax,A LangeS Pezzana220603,,,,,
12562 Htp H2Sub-Sahara Africa0,DVB-S28PSK300002/3,,New World,,367-60200,,6.6,,Anonymous221218,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,101,Vision 4,,MPEG-4/SD,1011,1012 Fre,,,,,,,
21538 Htp J2Europe C,DVB-S28PSK18333/4,1,Vision 4,,0-1MPEG-4/SD,258,7.9 257 Fre,,N Stanislav230726,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,104,CRTV,,MPEG-4/SD,1041,1042 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,105,Hadi TV 5,,MPEG-4/SD,1051,1052,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,107,Sen TV,,MPEG-4/SD,1071,1072 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,108,CRTV News,,MPEG-4/SD,1081,1082 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,111,URHC TV,,MPEG-4/SD,1111,1112 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,115,RTB TV (Burkina Faso),,MPEG-4/SD,1151,1152 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,117,Vision 4 RCA,,MPEG-4/SD,1171,1172 Fre,,,,,,,
21534 Htp J2Europe C,DVB-S28PSK11243/5,1,Vision 4 RCA,,0-1MPEG-4/SD,258,5.5 257 Fre,,F Dibba201101,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,118,CRTV Sports and Entertainment,,MPEG-4/SD,1181,1182 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,121,LM TV Français,,MPEG-4/SD,1211,1212 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,131,Arewa 24,,MPEG-4/SD,1311,1312 Hau,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,132,Qausain TV,,MPEG-4/HD,1321,1322 Hau,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,133,Daawa TV,,MPEG-4/HD,1331,1332 Hau,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,201,ORTB TV,,MPEG-4/SD,2011,2012 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,205,France 24 Français,,MPEG-4/SD,2051,2052 Fre,,,,,,,
11554 Htp L5South East Africa0,DVB-S2QPSK300005/6,8551,France 24 Français,,MPEG-4/SD,342,442 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,206,Asonga TV,,MPEG-4/SD,2061,2062 Spa,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,207,Global TV,,MPEG-4/HD,2071,2072 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,345,Canal 2 International,,MPEG-4/SD,3451,3452 Fre,,,,,,,
21576 Htp J2Europe C,DVB-S28PSK36753/4,,Canal 2 International,,1-1,,7.9,,N Stanislav230520,,,,,
21576 Htp J2Europe C,DVB-S28PSK36753/4,1,Canal 2 International,,MPEG-4/HD,81,82 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,361,Impact TV,,MPEG-4/SD,3611,3612 Fre,,,,,,,
21562 Htp J2Europe C,DVB-S28PSK10102/3,200,Impact TV,,321-103MPEG-4/SD,101,6.6 102 Fre,,Onacila130405,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,470,Amen TV Sat,,MPEG-4/HD,4701,4702 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,482,Power TV,,MPEG-4/SD,4821,4822 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,601,Africa TV 3,,MPEG-4/SD,6011,6012 Hau,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,629,Malikia TV,,MPEG-4/SD,6291,6292 Fre,,,,,,,
12687 Htp H5Sub-Sahara Africa0,DVB-S28PSK300003/4,633,Malikia TV,,MPEG-4/SD,6331,6332 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,640,Voxafrica Afrique,,MPEG-4/SD,6401,6402,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,651,Eden TV,,MPEG-4/SD,6511,6512,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,104,CRTV National Radio,,,,1043 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,106,Golfe FM,,,,1062 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,116,RTB Radio,,,,1162 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,133,Alpha Blondy FM,,,,1332 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,373,Radio Biafra,,,,3732 Eng,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,480,Radio Immaculée Conception,,,,4802 Fre,,,,,,,
21564 Htp J2Europe C,DVB-S1283/4,1000,Radio Immaculée Conception,,1-1,,5.5 101 Fre,,Onacila140915,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,600,RFI Afrique,,,,6002 Fre,,,,,,,
10845 Htp K7South East Africa0,DVB-S28PSK300002/3,5457,RFI Afrique,,,,5791 Fre,,,,,,,
10804 Htp K5Sub-Sahara Africa0,DVB-S28PSK300002/3,660,Diaspora FM,,,,6612,,,,,,,
10845 Htp K7South East Africa0,DVB-S28PSK300002/3,,Canal + Réunion,,366-50100,,6.6,MediaguardViaccess,Anonymous220418,,,,,
10887 Htp K9South East Africa0,DVB-S28PSK300002/3,,Canal + Réunion,,366-15000,,6.6,Mediaguard,Anonymous220418,,,,,
11471 Htp L1South East Africa0,DVB-S28PSK300002/3,,Canal + Réunion,,366-50300,,6.6,MediaguardViaccess,Anonymous220423,,,,,
11512 Htp L3South East Africa0,DVB-S28PSK300002/3,,Canal + Réunion,,366-50400,,6.6,MediaguardViaccess,Anonymous231229,,,,,
11637 Htp L9South East Africa0,DVB-S28PSK300002/3,,Canal + Réunion,,366-50500,,6.6,Mediaguard,Anonymous221011,,,,,
10845 Htp K7South East Africa0,DVB-S28PSK300002/3,5419,Voir + Réunion,,MPEG-4/SD,1910,1921 Fre,,,,,,,
10845 Htp K7South East Africa0,DVB-S28PSK300002/3,5450,Top FM (Réunion),,,,5091 Fre,,,,,,,
10845 Htp K7South East Africa0,DVB-S28PSK300002/3,5451,Viva 98.8 FM,,,,5191 Fre,,,,,,,
10845 Htp K7South East Africa0,DVB-S28PSK300002/3,5452,Voltage,,,,5291 Fre,,,,,,,
11471 Htp L1South East Africa0,DVB-S28PSK300002/3,5175,Voltage,,,,7591 Fre,,,,,,,
10845 Htp K7South East Africa0,DVB-S28PSK300002/3,5453,Radio Classique,,,,5391 Fre,,,,,,,
10845 Htp K7South East Africa0,DVB-S28PSK300002/3,5454,Alliance FM 92,,,,5491 Fre,,,,,,,
10845 Htp K7South East Africa0,DVB-S28PSK300002/3,5455,BFM Business Radio,,,,5591 Fre,,,,,,,
10845 Htp K7South East Africa0,DVB-S28PSK300002/3,5456,Fun Radio Réunion,,,,5691 Fre,,,,,,,
10928 Htp A11Europe B44-46,DVB-S28PSK300003/5,,,,366-21100,,5.5,ConaxIrdetoNagravisionVideoguard,M Al-Taie230726,,,,,
11055 Vtp B4Europe B44-46,DVB-S2QPSK275004/5,,,,366-30400,,4.7,Conax,M Al-Taie230411,,,,,
21541 Htp J2Europe C,,,,,,,,,N Stanislav240219,,,,,
21554 Htp J2Europe C,,,,,,,,,N Stanislav240219,,,,,
10928 Htp A11Europe B44-46,DVB-S28PSK300003/5,1101,Viasat Nature East,,MPEG-2/SD,1101,1102 Qaa1116 Rus1117 Hun1118 Cze,Conax,,,,,,
10928 Htp A11Europe B44-46,DVB-S28PSK300003/5,1114,Viasat Nature East,,MPEG-4/HD,2401,2402 Qaa2403 Rus2404 Cze2405 Hun2406 Tur,ConaxIrdetoVideoguard,,,,,,
10928 Htp A11Europe B44-46,DVB-S28PSK300003/5,1102,Viasat Explore East,,MPEG-2/SD,1201,1202 Qaa1211 Bul1216 Rus1217 Hun1218 Cze1219 Tur,ConaxIrdetoNagravision,,,,,,
