Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,Provider_URL,Provider,Frequency,Beam,EIRP
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,,Telekarta,,1-102,,4.4,ConaxIrdeto,N Stanislav231212,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,202,Soyuz,,MPEG-2/SD,1202,2202 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,203,Juvelirochka,,MPEG-2/SD,1203,2203 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,204,8 Kanal,,MPEG-2/SD,1204,2204 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,205,[test card],,MPEG-2/SD,1205,2205,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,206,U,,MPEG-2/SD,1206,2206 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,207,TNT Music,,MPEG-2/SD,1207,2207 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,210,STS Love,,MPEG-2/SD,1210,2210 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,211,Muz TV (0h),,MPEG-2/SD,1211,2.11 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,216,Shop & Show (Russia),,MPEG-2/SD,1216,2216 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,220,Mir 24,,MPEG-2/SD,1220,2220 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,291,Europa Plus (+2h),,,,2291 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,292,Europa Plus (+4h),,,,2292 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,293,Retro FM Rossiya (+2h),,,,2293 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,294,Retro FM Rossiya (+4h),,,,2294 Rus,,,,,,,
10981 Vtp DB2Ku Fixed0,DVB-S449502/3,295,Radio Chanson Omsk,,,,2295 Rus,,,,,,,
11044 Vtp DB4Ku Fixed0,DVB-S2QPSK450004/5,,Telekarta,,1-208,,4.7,ConaxIrdeto,N Stanislav231220,,,,,
11044 Vtp DB4Ku Fixed0,DVB-S2QPSK450004/5,965,Istoriya Telekanal,,MPEG-4/SD,1965,2965 Rus,,,,,,,
11044 Vtp DB4Ku Fixed0,DVB-S2QPSK450004/5,972,Avto 24,,MPEG-4/SD,1972,2972 Rus,,,,,,,
11044 Vtp DB4Ku Fixed0,DVB-S2QPSK450004/5,973,Mir Belogorya TV,,MPEG-4/SD,1973,2973 Rus,,,,,,,
11044 Vtp DB4Ku Fixed0,DVB-S2QPSK450004/5,982,Strana FM TV,,MPEG-4/SD,1982,2982 Rus,,,,,,,
11106 Htp DB5Ku Fixed0,DVB-S2QPSK450004/5,,Telekarta,,1-205,,4.7,BISSConaxIrdeto,A Ishchenko231210,,,,,
11106 Htp DB5Ku Fixed0,DVB-S2QPSK450004/5,709,Zhara TV,,MPEG-4/SD,1709,2709 Rus,,,,,,,
11106 Htp DB5Ku Fixed0,DVB-S2QPSK450004/5,712,Prodvizhenie Moskva,,MPEG-4/SD,1712,2712 Rus,,,,,,,
11106 Htp DB5Ku Fixed0,DVB-S2QPSK450004/5,730,12 Kanal,,MPEG-4/SD,1730,2730 Rus,,,,,,,
11106 Vtp DB6Ku Fixed0,DVB-S2QPSK450004/5,,Telekarta,,1-204,,4.7,ConaxIrdeto,N Stanislav240102,,,,,
11106 Vtp DB6Ku Fixed0,DVB-S2QPSK450004/5,612,Shayan TV,,MPEG-4/SD,1612,2612 Rus,,,,,,,
11169 Vtp BD8Ku Fixed0,DVB-S28PSK350103/4,,,,4371-3,,7.9,,N Stanislav220615,,,,,
11169 Vtp BD8Ku Fixed0,DVB-S28PSK350103/4,1,NTV Mir (+3h),,MPEG-4/SD,200,300 Rus,,,,,,,
11169 Vtp BD8Ku Fixed0,DVB-S28PSK350103/4,2,RT News,,MPEG-2/SD,481,482 Eng,,,,,,,
11169 Vtp BD8Ku Fixed0,DVB-S28PSK350103/4,3,RT Doc,,MPEG-4/HD,101,110 Rus,,,,,,,
11481 Htp BD1Ku Fixed0,DVB-S2QPSK450004/5,,Telekarta,,1-203,,4.7,ConaxIrdeto,N Stanislav230704,,,,,
11481 Htp BD1Ku Fixed0,DVB-S2QPSK450004/5,503,Uspeh,,MPEG-4/SD,1503,2503 Rus,,,,,,,
11481 Htp BD1Ku Fixed0,DVB-S2QPSK450004/5,531,TNV Planeta,,MPEG-4/SD,1531,2531 Rus,,,,,,,
11481 Vtp BD2Ku Fixed0,DVB-S2QPSK450004/5,,Telekarta,,1-207,,4.7,ConaxIrdeto,N Stanislav231116,,,,,
11481 Vtp BD2Ku Fixed0,DVB-S2QPSK450004/5,906,Katun 24,,MPEG-4/SD,1906,2906 Rus3906 Qaa,,,,,,,
11544 Htp BD3Ku Fixed0,DVB-S2QPSK450004/5,,Telekarta,,1-206,,4.7,CompunicateConaxIrdeto,N Stanislav240301,,,,,
11544 Htp BD3Ku Fixed0,DVB-S2QPSK450004/5,891,Radio Yuldash,,,,2891 Rus,,,,,,,
11544 Htp BD3Ku Fixed0,DVB-S2QPSK450004/5,892,Radio Ashkadar,,,,2892 Rus,,,,,,,
11544 Htp BD3Ku Fixed0,DVB-S2QPSK450004/5,893,Sputnik FM,,,,2893 Rus,,,,,,,
11544 Vtp BD4Ku Fixed0,DVB-S450002/3,,Telekarta,,1-101,,4.4,ConaxIrdeto,N Stanislav231202,,,,,
11544 Vtp BD4Ku Fixed0,DVB-S450002/3,101,Telekarta promo,,MPEG-2/SD,1101,2101 Rus,,,,,,,
11544 Vtp BD4Ku Fixed0,DVB-S450002/3,111,Leomax 24,,MPEG-2/SD,1111,2111 Rus,,,,,,,
11544 Vtp BD4Ku Fixed0,DVB-S450002/3,191,Radio Mayak,,,,2191 Rus,,,,,,,
11544 Vtp BD4Ku Fixed0,DVB-S450002/3,192,Radio Rossii,,,,2192 Rus,,,,,,,
11544 Vtp BD4Ku Fixed0,DVB-S450002/3,193,Vesti FM,,,,2193 Rus,,,,,,,
11606 Htp BD5Ku Fixed0,DVB-S2QPSK450004/5,,Telekarta,,1-202,,4.7,ConaxIrdeto,N Stanislav230801,,,,,
11606 Htp BD5Ku Fixed0,DVB-S2QPSK450004/5,416,O!2,,MPEG-4/SD,1416,24.6 Rus,,,,,,,
11606 Vtp BD6Ku Fixed0,DVB-S2QPSK450004/5,,Telekarta,,1-201,,4.7,ConaxIrdeto,N Stanislav231116,,,,,
11606 Vtp BD6Ku Fixed0,DVB-S2QPSK450004/5,313,Enisey,,MPEG-4/HD,1313,2313 Rus,,,,,,,
11661 Vtp BD8Ku Fixed0,DVB-S2ACM30000.,,@ GeoTelecommunications,,,,,,N Stanislav220602,,,,,
12535 HKu Fixed0,DVB-S2QPSK300002/3,,Telekarta,,1-209,,3.1,ConaxIrdeto,N Stanislav240221,,,,,
12535 HKu Fixed0,DVB-S2QPSK300002/3,858,Telekanal 360°,,MPEG-4/HD,1858,2858 Rus,,,,,,,
