Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
3668 LC,DVB-S28PSK10553/4,,OPM Doctor Jesus TV,,MPEG-4/HD,101.0,7.91111 Eng,,N Stanislav230904,DVB-S2,1055.0,3/4,3668 L,,,,,OPM Doctor Jesus TV,https://www.lyngsat.com/tvchannels/ng/OPM-Doctor-Jesus-TV.html,,,False,
12518 HEcowas 2,DVB-S28PSK295003/5,2.0,OPM Doctor Jesus TV,,MPEG-4/SD,36.0,1111 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,OPM Doctor Jesus TV,https://www.lyngsat.com/tvchannels/ng/OPM-Doctor-Jesus-TV.html,,,False,
12518 HEcowas 2,DVB-S28PSK295003/5,,Sairtek,,,,5.5,,N Stanislav230910,DVB-S2,29500.0,3/5,12518 H,,,,https://www.lyngsat.com/providers/ng/Sairtek.html,,,,,True,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,,Christian Reformed TV,,MPEG-4/SD,46.0,47 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Christian Reformed TV,https://www.lyngsat.com/tvchannels/ng/Christian-Reformed-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,1.0,NTA International,,MPEG-4/SD,45.0,482 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,NTA International,https://www.lyngsat.com/tvchannels/ng/NTA-International.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,4.0,Impact Africa TV,,MPEG-4/SD,270.0,271 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Impact Africa TV,https://www.lyngsat.com/tvchannels/ng/Impact-Africa-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,6.0,Sunna TV (Nigeria),,MPEG-4/SD,1211.0,.212,,,DVB-S2,29500.0,3/5,12518 H,,,,,Sunna TV (Nigeria),https://www.lyngsat.com/tvchannels/ng/Sunna-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,7.0,Alu TV,,MPEG-4/SD,82.0,83,,,DVB-S2,29500.0,3/5,12518 H,,,,,Alu TV,https://www.lyngsat.com/tvchannels/ng/Alu-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,10.0,Benue TV,,MPEG-4/SD,67.0,68 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Benue TV,https://www.lyngsat.com/tvchannels/ng/Benue-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,14.0,Advocate Broadcasting Network,,MPEG-4/SD,76.0,77 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Advocate Broadcasting Network,https://www.lyngsat.com/tvchannels/ng/Advocate-Broadcasting-Network.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,14.0,Advocate Broadcasting Network,,MPEG-4/SD,76.0,77 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Advocate Broadcasting Network,https://www.lyngsat.com/tvchannels/ng/Advocate-Broadcasting-Network.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,17.0,MBC 2 (Saudi Arabia),,MPEG-2/SD,701.0,702 Ara,,,DVB-S2,29500.0,3/5,12518 H,,,,,MBC 2 (Saudi Arabia),https://www.lyngsat.com/tvchannels/sa/MBC-2.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,19.0,Honour TV,,MPEG-4/SD,1141.0,1142 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Honour TV,https://www.lyngsat.com/tvchannels/ng/Honour-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,23.0,Epiphany TV,,MPEG-4/SD,59.0,60 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Epiphany TV,https://www.lyngsat.com/tvchannels/ng/Epiphany-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,24.0,Manara TV,,MPEG-4/SD,256.0,257 Hau,,,DVB-S2,29500.0,3/5,12518 H,,,,,Manara TV,https://www.lyngsat.com/tvchannels/ng/Manara-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,26.0,Glorious Vision TV,,MPEG-4/SD,1793.0,1794 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Glorious Vision TV,https://www.lyngsat.com/tvchannels/ng/Glorious-Vision-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,32.0,Trust TV,,MPEG-4/SD,481.0,41 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Trust TV,https://www.lyngsat.com/tvchannels/ng/Trust-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,32.0,Trust TV,,MPEG-4/SD,481.0,41 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Trust TV,https://www.lyngsat.com/tvchannels/ng/Trust-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,36.0,Alive Unto God TV,,MPEG-4/SD,53.0,55 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Alive Unto God TV,https://www.lyngsat.com/tvchannels/ng/Alive-Unto-God-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,37.0,KSMC,,MPEG-4/SD,1181.0,1182 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,KSMC,https://www.lyngsat.com/tvchannels/ng/KSMC.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,38.0,OneSound Revival TV,,MPEG-4/SD,1191.0,1192 Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,OneSound Revival TV,https://www.lyngsat.com/tvchannels/ng/OneSound-Revival-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,41.0,Hi-Impact TV,,,,Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Hi-Impact TV,https://www.lyngsat.com/tvchannels/ng/Hi-Impact-TV.html,,,False,Sairtek
12518 HEcowas 2,DVB-S28PSK295003/5,44.0,Elijah's Voice TV,,,,Eng,,,DVB-S2,29500.0,3/5,12518 H,,,,,Elijah's Voice TV,https://www.lyngsat.com/tvchannels/ng/Elijahs-Voice-TV.html,,,False,Sairtek
