Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
12316 HIndonesia,DVB-S28PSK75003/4,,Metra TV,,,,7.9,,Albert I220809,DVB-S2,7500,3/4,12316 H,,,,https://www.lyngsat.com/providers/id/Metra-TV.html,,,,,True,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,1.0,TVRI Nasional,,MPEG-4/SD,580.0,680 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,TVRI Nasional,https://www.lyngsat.com/tvchannels/id/TVRI-Nasional.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,1.0,TVRI Nasional,,MPEG-4/SD,580.0,680 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,TVRI Nasional,https://www.lyngsat.com/tvchannels/id/TVRI-Nasional.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,2.0,Metro TV (Indonesia),,MPEG-4/SD,581.0,681 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Metro TV (Indonesia),https://www.lyngsat.com/tvchannels/id/Metro-TV.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,2.0,Metro TV (Indonesia),,MPEG-4/SD,581.0,681 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Metro TV (Indonesia),https://www.lyngsat.com/tvchannels/id/Metro-TV.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,3.0,Usee Prime,,MPEG-4/SD,582.0,682 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Usee Prime,https://www.lyngsat.com/tvchannels/id/Usee-Prime.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,4.0,Ruang Trampil,,MPEG-4/SD,583.0,683 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Ruang Trampil,https://www.lyngsat.com/tvchannels/id/Ruang-Trampil.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,5.0,Indonesiana TV,,MPEG-4/HD,584.0,684 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Indonesiana TV,https://www.lyngsat.com/tvchannels/id/Indonesiana-TV.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,5.0,Indonesiana TV,,MPEG-4/HD,584.0,684 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Indonesiana TV,https://www.lyngsat.com/tvchannels/id/Indonesiana-TV.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,5.0,Indonesiana TV,,MPEG-4/HD,584.0,684 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Indonesiana TV,https://www.lyngsat.com/tvchannels/id/Indonesiana-TV.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,5.0,Indonesiana TV,,MPEG-4/HD,584.0,684 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Indonesiana TV,https://www.lyngsat.com/tvchannels/id/Indonesiana-TV.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,8.0,Indonesiana TV,,MPEG-4/HD,504.0,604 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Indonesiana TV,https://www.lyngsat.com/tvchannels/id/Indonesiana-TV.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,8.0,Indonesiana TV,,MPEG-4/HD,504.0,604 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Indonesiana TV,https://www.lyngsat.com/tvchannels/id/Indonesiana-TV.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,8.0,Indonesiana TV,,MPEG-4/HD,504.0,604 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Indonesiana TV,https://www.lyngsat.com/tvchannels/id/Indonesiana-TV.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,8.0,Indonesiana TV,,MPEG-4/HD,504.0,604 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Indonesiana TV,https://www.lyngsat.com/tvchannels/id/Indonesiana-TV.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,6.0,Usee Photo,,MPEG-4/SD,410.0,420 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,Usee Photo,https://www.lyngsat.com/tvchannels/id/Usee-Photo.html,,,False,Metra TV
12316 HIndonesia,DVB-S28PSK75003/4,7.0,IndiHome Shopping,,MPEG-4/SD,510.0,520 Ind,,,DVB-S2,7500,3/4,12316 H,,,,,IndiHome Shopping,https://www.lyngsat.com/tvchannels/id/IndiHome-Shopping.html,,,False,Metra TV
12560 HIndonesia,DVB-S28PSK100003/5,,Transvision,,,,5.5,Irdeto,Bulek Sps190827,DVB-S2,10000,3/5,12560 H,,,Irdeto,,,,Transvision,https://www.lyngsat.com/packages/Transvision-118E.html,False,Metra TV
12560 HIndonesia,DVB-S28PSK100003/5,,Transvision,,,,5.5,Irdeto,Bulek Sps190827,DVB-S2,10000,3/5,12560 H,,,Irdeto,,,,Transvision,https://www.lyngsat.com/packages/Transvision-118E.html,False,Metra TV
