Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
Ka,DVB-S2D300003/4,,DirecTV USA,,,,,Videoguard,C Hoffman080804,DVB-S2D,30000,3/4,Ka,,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-99W.html,False,
Ka,DVB-S2D300003/4,,DirecTV USA,,,,,Videoguard,C Hoffman080804,DVB-S2D,30000,3/4,Ka,,,Videoguard,,DirecTV USA,https://www.lyngsat.com/packages/DirecTV-USA-99W.html,False,
