Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,,RTRS 1,,8835-1,,3.1,,N Stanislav230905,DVB-S2,,,3720 L,,,,https://www.lyngsat.com/providers/ru/RTRS-1.html,,,True,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1010.0,Perviy kanal,,MPEG-4/SD,1011.0,1012 Rus,GoSTcrypt,,DVB-S2,,,3720 L,,,GoSTcrypt,,Perviy kanal,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1010.0,Perviy kanal,,MPEG-4/SD,1011.0,1012 Rus,GoSTcrypt,,DVB-S2,,,3720 L,,,GoSTcrypt,,Perviy kanal,https://www.lyngsat.com/tvchannels/ru/Perviy-kanal.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1030.0,Match!,,MPEG-4/SD,1031.0,1032 Rus,GoSTcrypt,,DVB-S2,,,3720 L,,,GoSTcrypt,,Match!,https://www.lyngsat.com/tvchannels/ru/Match.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1040.0,NTV,,MPEG-4/SD,1041.0,1042 Rus,,,DVB-S2,,,3720 L,,,,,NTV,https://www.lyngsat.com/tvchannels/ru/NTV.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1040.0,NTV,,MPEG-4/SD,1041.0,1042 Rus,,,DVB-S2,,,3720 L,,,,,NTV,https://www.lyngsat.com/tvchannels/ru/NTV.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1050.0,5 Kanal,,MPEG-4/SD,1051.0,1052 Rus,,,DVB-S2,,,3720 L,,,,,5 Kanal,https://www.lyngsat.com/tvchannels/ru/5-Kanal.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1060.0,Rossiya K,,MPEG-4/SD,1061.0,1062 Rus,,,DVB-S2,,,3720 L,,,,,Rossiya K,https://www.lyngsat.com/tvchannels/ru/Rossiya-K.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1080.0,Karusel,,MPEG-4/SD,1081.0,1082 Rus,,,DVB-S2,,,3720 L,,,,,Karusel,https://www.lyngsat.com/tvchannels/ru/Karusel.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1100.0,TV Centr,,MPEG-4/SD,1101.0,1102 Rus,,,DVB-S2,,,3720 L,,,,,TV Centr,https://www.lyngsat.com/tvchannels/ru/TV-Centr.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1100.0,TV Centr,,MPEG-4/SD,1101.0,1102 Rus,,,DVB-S2,,,3720 L,,,,,TV Centr,https://www.lyngsat.com/tvchannels/ru/TV-Centr.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1110.0,Vesti FM,,,,1111 Rus,,,DVB-S2,,,3720 L,,,,,Vesti FM,https://www.lyngsat.com/radiochannels/ru/Vesti-FM.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1110.0,Vesti FM,,,,1111 Rus,,,DVB-S2,,,3720 L,,,,,Vesti FM,https://www.lyngsat.com/radiochannels/ru/Vesti-FM.html,False,RTRS 1
3720 L,DVB-S2QPSK257602/3T2-MIPLP 0,1120.0,Radio Mayak,,,,1122 Rus,,,DVB-S2,,,3720 L,,,,,Radio Mayak,https://www.lyngsat.com/radiochannels/ru/Radio-Mayak.html,False,RTRS 1
