Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,,RSCC,,,,10.7,,N Stanislav240307,DVB-S2,,,3595 R,,39.7-41.7,,https://www.lyngsat.com/providers/ru/RSCC.html,,,True,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,,RSCC,,,,10.7,,N Stanislav240307,DVB-S2,,,3595 R,,39.7-41.7,,https://www.lyngsat.com/providers/ru/RSCC.html,,,True,RSCC
3875 Rtp 10Global,DVB-S2QPSK111211/2,,RSCC,,1-13,,1.0,,C SuttonR KalukuAlbert I220625,DVB-S2,11121.0,1/2,3875 R,tp 10,,,https://www.lyngsat.com/providers/ru/RSCC.html,,,True,RSCC
3875 Rtp 10Global,DVB-S2QPSK111211/2,,RSCC,,1-13,,1.0,,C SuttonR KalukuAlbert I220625,DVB-S2,11121.0,1/2,3875 R,tp 10,,,https://www.lyngsat.com/providers/ru/RSCC.html,,,True,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,1.0,NTV Mir,,MPEG-4/SD,201.0,301 Rus,,,DVB-S2,,,3595 R,,39.7-41.7,,,NTV Mir,https://www.lyngsat.com/tvchannels/ru/NTV-Mir.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,12.0,Sputnik International,,,,320,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,12.0,Sputnik International,,,,320,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,12.0,Sputnik International,,,,320,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,12.0,Sputnik International,,,,320,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,12.0,Sputnik International,,,,320,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,12.0,Sputnik International,,,,320,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,12.0,Sputnik International,,,,320,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,12.0,Sputnik International,,,,320,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,12.0,Sputnik International,,,,320,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,13.0,Sputnik International,,,,330,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,13.0,Sputnik International,,,,330,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,13.0,Sputnik International,,,,330,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,13.0,Sputnik International,,,,330,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,13.0,Sputnik International,,,,330,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,13.0,Sputnik International,,,,330,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,13.0,Sputnik International,,,,330,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,13.0,Sputnik International,,,,330,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,13.0,Sputnik International,,,,330,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,14.0,Sputnik International,,,,340,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,14.0,Sputnik International,,,,340,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,14.0,Sputnik International,,,,340,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,14.0,Sputnik International,,,,340,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,14.0,Sputnik International,,,,340,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,14.0,Sputnik International,,,,340,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,14.0,Sputnik International,,,,340,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,14.0,Sputnik International,,,,340,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,14.0,Sputnik International,,,,340,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,15.0,Sputnik International,,,,350,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,15.0,Sputnik International,,,,350,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,15.0,Sputnik International,,,,350,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
3595 RC Fixed39.7-41.7,DVB-S28PSK387008/9MultistreamStream 1,15.0,Sputnik International,,,,350,,,DVB-S2,,,3595 R,,39.7-41.7,,,Sputnik International,https://www.lyngsat.com/radiochannels/ru/Sputnik-International.html,False,RSCC
