Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
11842 Htp 6Ku0,DVB-S220003/4,8.0,Duna World (Sun 22-Sat 14 & Sat 22-Sun 14),,MPEG-2/SD,2008.0,3008 Hun,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,Duna World (Sun 22-Sat 14 & Sat 22-Sun 14),https://www.lyngsat.com/tvchannels/hu/Duna-World.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,8.0,M4 Sport + (Sat-Sun 14-22),,MPEG-2/SD,2008.0,3008 Hun,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,M4 Sport + (Sat-Sun 14-22),https://www.lyngsat.com/tvchannels/hu/M4-Sport--.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,11.0,LLBN His Word,,MPEG-2/SD,2011.0,3011 Eng4011 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,LLBN His Word,https://www.lyngsat.com/tvchannels/us/LLBN-His-Word.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,11.0,LLBN His Word,,MPEG-2/SD,2011.0,3011 Eng4011 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,LLBN His Word,https://www.lyngsat.com/tvchannels/us/LLBN-His-Word.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,12.0,Esperanza TV,,MPEG-2/SD,2202.0,3202 Spa,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,Esperanza TV,https://www.lyngsat.com/tvchannels/us/Esperanza-TV.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,12.0,Esperanza TV,,MPEG-2/SD,2202.0,3202 Spa,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,Esperanza TV,https://www.lyngsat.com/tvchannels/us/Esperanza-TV.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,16.0,TVGE Internacional,,MPEG-2/SD,2016.0,3016 Spa,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,TVGE Internacional,https://www.lyngsat.com/tvchannels/gq/TVGE-Internacional.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,16.0,TVGE Internacional,,MPEG-2/SD,2016.0,3016 Spa,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,TVGE Internacional,https://www.lyngsat.com/tvchannels/gq/TVGE-Internacional.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,17.0,TVR International,,MPEG-2/SD,2017.0,3017 Rum,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,TVR International,https://www.lyngsat.com/tvchannels/ro/TVR-International.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,17.0,TVR International,,MPEG-2/SD,2017.0,3017 Rum,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,TVR International,https://www.lyngsat.com/tvchannels/ro/TVR-International.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,75.0,Quo Vadis TV,,MPEG-2/SD,2075.0,3075 Eng4075 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,Quo Vadis TV,https://www.lyngsat.com/tvchannels/ca/Quo-Vadis-TV.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,75.0,Quo Vadis TV,,MPEG-2/SD,2075.0,3075 Eng4075 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,Quo Vadis TV,https://www.lyngsat.com/tvchannels/ca/Quo-Vadis-TV.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,3.0,CityLife Radio,,,,3003 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,CityLife Radio,https://www.lyngsat.com/radiochannels/us/CityLife-Radio.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,3.0,CityLife Radio,,,,3003 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,CityLife Radio,https://www.lyngsat.com/radiochannels/us/CityLife-Radio.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,7.0,KNLB,,,,3007 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,KNLB,https://www.lyngsat.com/radiochannels/us/KNLB.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,7.0,KNLB,,,,3007 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,KNLB,https://www.lyngsat.com/radiochannels/us/KNLB.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,9.0,Duna World Rádió,,,,3009 Hun,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,Duna World Rádió,https://www.lyngsat.com/radiochannels/hu/Duna-World-Radio.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,9.0,Duna World Rádió,,,,3009 Hun,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,Duna World Rádió,https://www.lyngsat.com/radiochannels/hu/Duna-World-Radio.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,15.0,The Overcomer,,,,3015 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,The Overcomer,https://www.lyngsat.com/radiochannels/us/The-Overcomer.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,15.0,The Overcomer,,,,3015 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,The Overcomer,https://www.lyngsat.com/radiochannels/us/The-Overcomer.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,26.0,Radio Libertad,,,,3026,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,Radio Libertad,https://www.lyngsat.com/radiochannels/us/Radio-Libertad.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,112.0,LifeTalk Radio,,,,3112 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,LifeTalk Radio,https://www.lyngsat.com/radiochannels/us/LifeTalk-Radio.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,112.0,LifeTalk Radio,,,,3112 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,LifeTalk Radio,https://www.lyngsat.com/radiochannels/us/LifeTalk-Radio.html,False,SES
11842 Htp 6Ku0,DVB-S220003/4,113.0,LifeTalk Translator,,,,3113 Eng,,,DVB-S,22000.0,3/4,11842 H,tp 6,0.0,,,LifeTalk Translator,https://www.lyngsat.com/radiochannels/us/LifeTalk-Translator.html,False,SES
11966 Htp 14Ku0,DVB-S216005/6,,Saba World,,,,6.5,,I Skaini240128,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,https://www.lyngsat.com/providers/lb/Saba-World.html,,,True,Saba World
11966 Htp 14Ku0,DVB-S216005/6,,Al Rabiaa TV,,MPEG-4/HD,49.0,50 Ara,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,Al Rabiaa TV,https://www.lyngsat.com/tvchannels/iq/Al-Rabiaa-TV.html,False,Saba World
11966 Htp 14Ku0,DVB-S216005/6,,Al Rabiaa TV,,MPEG-4/HD,49.0,50 Ara,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,Al Rabiaa TV,https://www.lyngsat.com/tvchannels/iq/Al-Rabiaa-TV.html,False,Saba World
11966 Htp 14Ku0,DVB-S216005/6,,Al-Mohtadi HD,,MPEG-4/HD,1000.0,2000 Ara,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,Al-Mohtadi HD,https://www.lyngsat.com/tvchannels/--/Al-Mohtadi-HD.html,False,Saba World
11966 Htp 14Ku0,DVB-S216005/6,,Jam Jam Global Network 2,,MPEG-4/HD,1220.0,1221 Per,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,Jam Jam Global Network 2,https://www.lyngsat.com/tvchannels/ir/Jam-Jam-Global-Network-2.html,False,Saba World
11966 Htp 14Ku0,DVB-S216005/6,,Press TV,,MPEG-4/HD,1310.0,1311 Eng,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,Press TV,https://www.lyngsat.com/tvchannels/ir/Press-TV.html,False,Saba World
11966 Htp 14Ku0,DVB-S216005/6,,Press TV,,MPEG-4/HD,1310.0,1311 Eng,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,Press TV,https://www.lyngsat.com/tvchannels/ir/Press-TV.html,False,Saba World
11966 Htp 14Ku0,DVB-S216005/6,,Hispan TV,,MPEG-4/SD,1320.0,1321 Spa,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,Hispan TV,https://www.lyngsat.com/tvchannels/ir/Hispan-TV.html,False,Saba World
11966 Htp 14Ku0,DVB-S216005/6,,Hispan TV,,MPEG-4/SD,1320.0,1321 Spa,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,Hispan TV,https://www.lyngsat.com/tvchannels/ir/Hispan-TV.html,False,Saba World
11966 Htp 14Ku0,DVB-S216005/6,,IFilm English,,MPEG-4/SD,1330.0,1331,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,IFilm English,https://www.lyngsat.com/tvchannels/ir/IFilm-English.html,False,Saba World
11966 Htp 14Ku0,DVB-S216005/6,,IFilm English,,MPEG-4/SD,1330.0,1331,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,IFilm English,https://www.lyngsat.com/tvchannels/ir/IFilm-English.html,False,Saba World
11966 Htp 14Ku0,DVB-S216005/6,829.0,Channel 8,,MPEG-4/HD,52.0,53 Kur,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,Channel 8,https://www.lyngsat.com/tvchannels/iq/Channel-8.html,False,Saba World
11966 Htp 14Ku0,DVB-S216005/6,829.0,Channel 8,,MPEG-4/HD,52.0,53 Kur,,,DVB-S,21600.0,5/6,11966 H,tp 14,0.0,,,Channel 8,https://www.lyngsat.com/tvchannels/iq/Channel-8.html,False,Saba World
11993 Htp 16Ku,DVB-S132353/4,,(Texas Lottery feeds),,,,,,ML240301,DVB-S,13235.0,3/4,11993 H,tp 16,,,,,,False,Saba World
12028 Htp 18Ku0,DVB-S28PSK220003/4,,STN,,20480-600,,7.9,,Cyberham240306,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,https://www.lyngsat.com/providers/si/STN.html,,,True,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7790.0,TRT Türk,,MPEG-2/SD,7200.0,7300 Tur,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,TRT Türk,https://www.lyngsat.com/tvchannels/tr/TRT-Turk.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7790.0,TRT Türk,,MPEG-2/SD,7200.0,7300 Tur,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,TRT Türk,https://www.lyngsat.com/tvchannels/tr/TRT-Turk.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7791.0,Supreme Master TV,,MPEG-2/SD,7201.0,7301 Eng,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Supreme Master TV,https://www.lyngsat.com/tvchannels/tw/Supreme-Master-TV.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7791.0,Supreme Master TV,,MPEG-2/SD,7201.0,7301 Eng,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Supreme Master TV,https://www.lyngsat.com/tvchannels/tw/Supreme-Master-TV.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7792.0,Bayyinat TV,,MPEG-2/SD,7202.0,7302 Ara,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Bayyinat TV,https://www.lyngsat.com/tvchannels/iq/Bayyinat-TV.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7792.0,Bayyinat TV,,MPEG-2/SD,7202.0,7302 Ara,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Bayyinat TV,https://www.lyngsat.com/tvchannels/iq/Bayyinat-TV.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7793.0,BogBlag TV,,MPEG-2/SD,7203.0,7303 Rus,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,BogBlag TV,https://www.lyngsat.com/tvchannels/us/BogBlag-TV.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7793.0,BogBlag TV,,MPEG-2/SD,7203.0,7303 Rus,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,BogBlag TV,https://www.lyngsat.com/tvchannels/us/BogBlag-TV.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7794.0,Victory Channel (USA),,MPEG-2/SD,7204.0,7304 Eng,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Victory Channel (USA),https://www.lyngsat.com/tvchannels/us/Victory-Channel.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7794.0,Victory Channel (USA),,MPEG-2/SD,7204.0,7304 Eng,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Victory Channel (USA),https://www.lyngsat.com/tvchannels/us/Victory-Channel.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7796.0,Silk Way,,MPEG-2/SD,7206.0,7306 Kaz,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Silk Way,https://www.lyngsat.com/tvchannels/kz/Silk-Way.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7796.0,Silk Way,,MPEG-2/SD,7206.0,7306 Kaz,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Silk Way,https://www.lyngsat.com/tvchannels/kz/Silk-Way.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7797.0,Kentron TV International,,MPEG-2/SD,7207.0,7307 Arm,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Kentron TV International,https://www.lyngsat.com/tvchannels/am/Kentron-TV-International.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7801.0,TV TRWAM,,MPEG-4/HD,7841.0,7861 Pol,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,TV TRWAM,https://www.lyngsat.com/tvchannels/pl/TV-TRWAM.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7801.0,TV TRWAM,,MPEG-4/HD,7841.0,7861 Pol,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,TV TRWAM,https://www.lyngsat.com/tvchannels/pl/TV-TRWAM.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7806.0,Angel TV America,,MPEG-4/HD,7846.0,7866 Tam,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Angel TV America,https://www.lyngsat.com/tvchannels/in/Angel-TV-America.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7806.0,Angel TV America,,MPEG-4/HD,7846.0,7866 Tam,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Angel TV America,https://www.lyngsat.com/tvchannels/in/Angel-TV-America.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7807.0,AssyriaSat,,MPEG-2/SD,7847.0,7867 Syr,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,AssyriaSat,https://www.lyngsat.com/tvchannels/us/AssyriaSat.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7807.0,AssyriaSat,,MPEG-2/SD,7847.0,7867 Syr,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,AssyriaSat,https://www.lyngsat.com/tvchannels/us/AssyriaSat.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7810.0,Rûdaw,,MPEG-2/SD,7850.0,7870 Kur,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Rûdaw,https://www.lyngsat.com/tvchannels/iq/Rudaw.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7810.0,Rûdaw,,MPEG-2/SD,7850.0,7870 Kur,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Rûdaw,https://www.lyngsat.com/tvchannels/iq/Rudaw.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7813.0,CTN (USA),,MPEG-4/HD,7853.0,7873 Eng,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,CTN (USA),https://www.lyngsat.com/tvchannels/us/CTN.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7813.0,CTN (USA),,MPEG-4/HD,7853.0,7873 Eng,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,CTN (USA),https://www.lyngsat.com/tvchannels/us/CTN.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7818.0,3ABN English,,MPEG-4/HD,7858.0,7878 Eng,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,3ABN English,https://www.lyngsat.com/tvchannels/us/3ABN-English.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7818.0,3ABN English,,MPEG-4/HD,7858.0,7878 Eng,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,3ABN English,https://www.lyngsat.com/tvchannels/us/3ABN-English.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7819.0,Amazing Facts TV,,MPEG-2/SD,7859.0,7879 Eng,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Amazing Facts TV,https://www.lyngsat.com/tvchannels/us/Amazing-Facts-TV.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7819.0,Amazing Facts TV,,MPEG-2/SD,7859.0,7879 Eng,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Amazing Facts TV,https://www.lyngsat.com/tvchannels/us/Amazing-Facts-TV.html,False,STN
12028 Htp 18Ku0,DVB-S28PSK220003/4,7820.0,Amazing Discoveries TV,,MPEG-2/SD,7860.0,7880 Eng,,,DVB-S2,22000.0,3/4,12028 H,tp 18,0.0,,,Amazing Discoveries TV,https://www.lyngsat.com/tvchannels/ca/Amazing-Discoveries-TV.html,False,STN
