Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
11600 VThailand broadcast,DVB-S296711/2,211.0,TV Lao,,1-14,1511.0,1411 Lao,,K Ketkaew170401,DVB-S2,9671.0,1/2,11600 V,,,,,,,False,
11618 VThailand broadcast,DVB-S227121/2,1001.0,OBEC TV 1,,1-10,301.0,401 Tha,BISS,K Ketkaew170401,DVB-S2,2712.0,1/2,11618 V,,,BISS,,,,False,
11686 VIndonesia broadcast,DVB-S28PSK66663/4,,Aora TV Satelit,,,,7.9,,NHMPlay211107,DVB-S2,6666.0,3/4,11686 V,,,,https://www.lyngsat.com/providers/id/Aora-TV-Satelit.html,,,True,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,8.0,Da Ai TV Indonesia,,MPEG-4/SD,140.0,156 Ind,,,DVB-S2,6666.0,3/4,11686 V,,,,,Da Ai TV Indonesia,https://www.lyngsat.com/tvchannels/tw/Da-Ai-TV-Indonesia.html,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,8.0,Da Ai TV Indonesia,,MPEG-4/SD,140.0,156 Ind,,,DVB-S2,6666.0,3/4,11686 V,,,,,Da Ai TV Indonesia,https://www.lyngsat.com/tvchannels/tw/Da-Ai-TV-Indonesia.html,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1000.0,[test card],,MPEG-4/SD,154.0,200,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1001.0,[test card],,MPEG-4/SD,360.0,196,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1002.0,[test card],,MPEG-4/SD,141.0,157,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1003.0,[test card],,MPEG-4/SD,143.0,159,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1004.0,[test card],,MPEG-4/SD,3009.0,290,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1005.0,[test card],,MPEG-4/SD,168.0,194,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1006.0,[test card],,MPEG-4/SD,3026.0,215,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1007.0,[test card],,MPEG-4/SD,193.0,203,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1008.0,[test card],,MPEG-4/SD,130.0,146,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1009.0,[test card],,MPEG-4/SD,214.0,320,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1010.0,[test card],,MPEG-4/SD,142.0,158,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1011.0,[test card],,MPEG-4/SD,221.0,207,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1012.0,[test card],,MPEG-4/SD,205.0,191,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
11686 VIndonesia broadcast,DVB-S28PSK66663/4,1205.0,[test card],,MPEG-4/SD,305.0,120,,,DVB-S2,6666.0,3/4,11686 V,,,,,,,False,Aora TV Satelit
