Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
10996 Vtp B2Eurasia,DVB-S28PSK72003/4,,(feeds),,,,,,Roli230617,DVB-S2,7200.0,3/4,10996 V,tp B2,,,,,,,,False,
11005 Vtp B2Eurasia,DVB-S28PSK72003/4,,(feeds),,,,,,Roli230504,DVB-S2,7200.0,3/4,11005 V,tp B2,,,,,,,,False,
11014 Vtp B2Eurasia,DVB-S28PSK72003/4,,(feeds),,,,,,Roli230317,DVB-S2,7200.0,3/4,11014 V,tp B2,,,,,,,,False,
11018 Htp B1Eurasia,DVB-S20003/4,,(feeds),,,,,,Roli231213,DVB-S,2000.0,3/4,11018 H,tp B1,,,,,,,,False,
11026 Vtp B2Eurasia,DVB-S2QPSK33335/6,,(feeds),,,,,,Roli230607,DVB-S2,3333.0,5/6,11026 V,tp B2,,,,,,,,False,
11042 Htp B3Eurasia,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220918,DVB-S2,7200.0,3/4,11042 H,tp B3,,,,,,,,False,
11043 Vtp B4Eurasia,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy221230,DVB-S2,7200.0,3/4,11043 V,tp B4,,,,,,,,False,
11051 Htp B3Eurasia,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220918,DVB-S2,7200.0,3/4,11051 H,tp B3,,,,,,,,False,
11052 Vtp B4Eurasia,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy221230,DVB-S2,7200.0,3/4,11052 V,tp B4,,,,,,,,False,
11061 Vtp B4Eurasia,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy221230,DVB-S2,7200.0,3/4,11061 V,tp B4,,,,,,,,False,
11070 Htp B3Eurasia,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli221002,DVB-S2,7200.0,3/4,11070 H,tp B3,,,,,,,,False,
11072 Vtp B4Eurasia,DVB-S28PSK23333/4,,(feeds),,,,,,Roli230612,DVB-S2,2333.0,3/4,11072 V,tp B4,,,,,,,,False,
11079 Htp B3Eurasia,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli221002,DVB-S2,7200.0,3/4,11079 H,tp B3,,,,,,,,False,
11095 Htp B3Eurasia,DVB-S28PSK36503/4,,(feeds),,,,,,Roli221009,DVB-S2,3650.0,3/4,11095 H,tp B3,,,,,,,,False,
11111 Htp B3Eurasia,DVB-S28PSK30003/4,,(feeds),,,,,,Roli240203,DVB-S2,3000.0,3/4,11111 H,tp B3,,,,,,,,False,
11127 Vtp B6Eurasia,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli221231,DVB-S2,7200.0,3/4,11127 V,tp B6,,,,,,,,False,
11136 Htp B5Eurasia,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli221002,DVB-S2,7200.0,3/4,11136 H,tp B5,,,,,,,,False,
11136 Vtp B6Eurasia,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli221231,DVB-S2,7200.0,3/4,11136 V,tp B6,,,,,,,,False,
11145 Htp B5Eurasia,DVB-S28PSK72003/4,,(feeds),,,,,,Stanley_cassidyRoli221002,DVB-S2,7200.0,3/4,11145 H,tp B5,,,,,,,,False,
11150 Vtp B6Eurasia,DVB-S28PSK72003/4,,(feeds),,,,,,Roli230818,DVB-S2,7200.0,3/4,11150 V,tp B6,,,,,,,,False,
11159 Htp B5Eurasia,DVB-S28PSK19505/6,,(feeds),,,,,,Roli230723,DVB-S2,1950.0,5/6,11159 H,tp B5,,,,,,,,False,
11169 Vtp B6Eurasia,DVB-S28PSK37003/4,,(feeds),,,,,,Roli231223,DVB-S2,3700.0,3/4,11169 V,tp B6,,,,,,,,False,
11174 Vtp B6Eurasia,DVB-S28PSK37003/4,,(feeds),,,,,,Roli231216,DVB-S2,3700.0,3/4,11174 V,tp B6,,,,,,,,False,
11179 Vtp B6Eurasia,DVB-S28PSK21703/4,,(feeds),,,,,,Roli240122,DVB-S2,2170.0,3/4,11179 V,tp B6,,,,,,,,False,
11189 Vtp B6Eurasia,DVB-S272003/4,,(feeds),,,,,,Stanley_cassidy220428,DVB-S2,7200.0,3/4,11189 V,tp B6,,,,,,,,False,
11192 Htp B5Eurasia,DVB-S28PSK36003/4,,(feeds),,,,,,Roli221116,DVB-S2,3600.0,3/4,11192 H,tp B5,,,,,,,,False,
11488 Vtp D2Eurasia,DVB-S26005/6,,(feeds),,,,,,Roli191221,DVB-S,2600.0,5/6,11488 V,tp D2,,,,,,,,False,
11510 Vtp D2Eurasia,DVB-S28PSK75003/5,,(feeds),,,,,,N Stanislav230423,DVB-S2,7500.0,3/5,11510 V,tp D2,,,,,,,,False,
11570 Vtp D4Eurasia,DVB-S2QPSK29633/4,,(feeds),,,,,,N Stanislav230415,DVB-S2,2963.0,3/4,11570 V,tp D4,,,,,,,,False,
11626 Vtp G6Eurasia,DVB-S22003/4,,(feeds),,,,,,Marcel 2170112,DVB-S,2200.0,3/4,11626 V,tp G6,,,,,,,,False,
11670 Vtp G6Eurasia,DVB-S28PSK32005/6,,(feeds),,,,,,Roli220504,DVB-S2,3200.0,5/6,11670 V,tp G6,,,,,,,,False,
11674 Vtp G6Eurasia,DVB-S28PSK32005/6,,(feeds),,,,,,N Stanislav230423,DVB-S2,3200.0,5/6,11674 V,tp G6,,,,,,,,False,
11681 Vtp G6Eurasia,DVB-S28PSK20005/6,,(feeds),,,,,,Roli231003,DVB-S2,2000.0,5/6,11681 V,tp G6,,,,,,,,False,
11684 Vtp G6Eurasia,DVB-S28PSK25005/6,,(feeds),,,,,,Roli231003,DVB-S2,2500.0,5/6,11684 V,tp G6,,,,,,,,False,
11690 Vtp G6Eurasia,DVB-S28PSK37003/4,,(feeds),,,,,,Roli231111,DVB-S2,3700.0,3/4,11690 V,tp G6,,,,,,,,False,
12503 Vtp F2Eurasia,DVB-S28PSK18005/6,,(feeds),,,,,,N Stanislav210918,DVB-S2,1800.0,5/6,12503 V,tp F2,,,,,,,,False,
12508 Htp H1Eurasia,DVB-S28PSK18805/6,,(feeds),,,,,,N Stanislav230319,DVB-S2,1880.0,5/6,12508 H,tp H1,,,,,,,,False,
12522 Vtp F2Eurasia,DVB-S13463/4,,(feeds),,,,,,Marcel 2140210,DVB-S,1346.0,3/4,12522 V,tp F2,,,,,,,,False,
12560 Vtp F2Eurasia,DVB-S2QPSK26003/4,,(feeds),,,,,,Jamie A230124,DVB-S2,2600.0,3/4,12560 V,tp F2,,,,,,,,False,
12575 Vtp F2Eurasia,DVB-S14503/4,,(feeds),,,,,,Roli211214,DVB-S,1450.0,3/4,12575 V,tp F2,,,,,,,,False,
12577 Vtp F2Eurasia,DVB-S2QPSK14715/6,,(feeds),,,,,,Roli210526,DVB-S2,1471.0,5/6,12577 V,tp F2,,,,,,,,False,
12579 Vtp F2Eurasia,DVB-S2QPSK14715/6,,(feeds),,,,,,M Al-Taie210527,DVB-S2,1471.0,5/6,12579 V,tp F2,,,,,,,,False,
