Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3834 Vtp 6AA Even,DVB-S28PSK29242/3,,(feeds),,,,,,T Kameda170206,DVB-S2,2924.0,2/3,3834 V,tp 6A,,,,,,False,
3888 Vtp 10AA Even,DVB-S66663/4,,(feeds),,,,,,C Sutton191130,DVB-S,6666.0,3/4,3888 V,tp 10A,,,,,,False,
3897 Vtp 10AA Even,DVB-S44443/4,,(feeds),,,,,,Bulek Sps180925,DVB-S,4444.0,3/4,3897 V,tp 10A,,,,,,False,
3965 VA Even,DVB-S44443/4,,(feeds),,,,,,C Sutton220510,DVB-S,4444.0,3/4,3965 V,,,,,,,False,
3971 VA Even,DVB-S44443/4,,(feeds),,,,,,C Sutton220510,DVB-S,4444.0,3/4,3971 V,,,,,,,False,
3977 VA Even,DVB-S44443/4,,(feeds),,,,,,C Sutton220510,DVB-S,4444.0,3/4,3977 V,,,,,,,False,
3913 Vtp 10AA Even,DVB-S28PSK85503/4,,,,,,7.9,Irdeto,C Sutton170719,DVB-S2,8550.0,3/4,3913 V,tp 10A,,Irdeto,,,,False,
3913 Vtp 10AA Even,DVB-S28PSK85503/4,8050.0,Fix & Foxi,,MPEG-4/SD,8052.0,8054 Eng8055 Ara8056 Ger,Irdeto,,DVB-S2,8550.0,3/4,3913 V,tp 10A,,Irdeto,,Fix & Foxi,https://www.lyngsat.com/tvchannels/de/Fix-and-Foxi.html,False,
3913 Vtp 10AA Even,DVB-S28PSK85503/4,8060.0,Rotana Music,,MPEG-2/SD,8062.0,8064 Ara,Irdeto,,DVB-S2,8550.0,3/4,3913 V,tp 10A,,Irdeto,,Rotana Music,https://www.lyngsat.com/tvchannels/sa/Rotana-Music.html,False,
3913 Vtp 10AA Even,DVB-S28PSK85503/4,8070.0,Rotana Cinema KSA,,MPEG-2/SD,8072.0,8074 Ara,Irdeto,,DVB-S2,8550.0,3/4,3913 V,tp 10A,,Irdeto,,Rotana Cinema KSA,https://www.lyngsat.com/tvchannels/sa/Rotana-Cinema-KSA.html,False,
3913 Vtp 10AA Even,DVB-S28PSK85503/4,8070.0,Rotana Cinema KSA,,MPEG-2/SD,8072.0,8074 Ara,Irdeto,,DVB-S2,8550.0,3/4,3913 V,tp 10A,,Irdeto,,Rotana Cinema KSA,https://www.lyngsat.com/tvchannels/sa/Rotana-Cinema-KSA.html,False,
3913 Vtp 10AA Even,DVB-S28PSK85503/4,8080.0,Alresalah TV,,MPEG-2/SD,8082.0,8084 Ara,Irdeto,,DVB-S2,8550.0,3/4,3913 V,tp 10A,,Irdeto,,Alresalah TV,https://www.lyngsat.com/tvchannels/sa/Alresalah-TV.html,False,
3913 Vtp 10AA Even,DVB-S28PSK85503/4,8080.0,Alresalah TV,,MPEG-2/SD,8082.0,8084 Ara,Irdeto,,DVB-S2,8550.0,3/4,3913 V,tp 10A,,Irdeto,,Alresalah TV,https://www.lyngsat.com/tvchannels/sa/Alresalah-TV.html,False,
12696 Vtp 7NNorthern,DVB-S100001/2,4010.0,Trace Sport Stars,,100-2MPEG-4/HD,4013.0,2.74014 Eng4045 Eng,,T Kameda150117,DVB-S,10000.0,1/2,12696 V,tp 7N,,,,,,False,
,,,,,,,,,,,,,,,,,,DVB-S100001/2,,False,
