Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
10722 Vtp B1K,DVB-S300003/4,,Sky Brasil,,0-24682,,5.5,NagravisionVideoguard,C de Berazategui221012,DVB-S,30000,3/4,10722 V,tp B1K,,"Nagravision,Videoguard",,,,Sky Brasil,https://www.lyngsat.com/packages/Sky-Brasil.html,False,
