Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
3712 Vtp 1North America C,DVB-S28PSK30005/6,1,TRC TV,,?-?MPEG-4/HD,256.0,9.4 512 Spa,,Cyberham240316,DVB-S2,3000.0,5/6,3712 V,tp 1,,,,,,,,False,
3991 Vtp 15North America C,DVB-S28PSK58333/4,,VA+,,,,7.9,,Mike 4230106,DVB-S2,5833.0,3/4,3991 V,tp 15,,,https://www.lyngsat.com/providers/mx/VA-.html,,,,,True,VA+
3991 Vtp 15North America C,DVB-S28PSK58333/4,1,VA+ TV,,MPEG-2/HD,49.0,51 Spa,,,DVB-S2,5833.0,3/4,3991 V,tp 15,,,,VA+ TV,https://www.lyngsat.com/tvchannels/mx/VA--TV.html,,,False,VA+
3991 Vtp 15North America C,DVB-S28PSK58333/4,2,UAA TV,,MPEG-2/SD,65.0,67 Spa,,,DVB-S2,5833.0,3/4,3991 V,tp 15,,,,UAA TV,https://www.lyngsat.com/tvchannels/mx/UAA-TV.html,,,False,VA+
3991 Vtp 15North America C,DVB-S28PSK58333/4,2,UAA TV,,MPEG-2/SD,65.0,67 Spa,,,DVB-S2,5833.0,3/4,3991 V,tp 15,,,,UAA TV,https://www.lyngsat.com/tvchannels/mx/UAA-TV.html,,,False,VA+
3991 Vtp 15North America C,DVB-S28PSK58333/4,3,Once niñas y niños,,MPEG-2/SD,81.0,83 Spa,,,DVB-S2,5833.0,3/4,3991 V,tp 15,,,,Once niñas y niños,https://www.lyngsat.com/tvchannels/mx/Once-ninas-y-ninos.html,,,False,VA+
3997 Vtp 15North America C,,,,,,,,,NOS482240128,DVB-S2,5833.0,3/4,3997 V,tp 15,,,,,,,,False,VA+
4020 Htp 16North America C,DVB-S28PSK300005/6,,,,120-303,,9.4,PowerVu,Mike 4230106,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,,,,,False,VA+
4060 Htp 18North America C,DVB-S28PSK300005/6,,,,,,9.4,Digicipher,L Lyon220706,DVB-S2,30000.0,5/6,4060 H,tp 18,,Digicipher,,,,,,False,VA+
4080 Vtp 19North America C,DVB-S28PSK300005/6,,,,,,9.4,Digicipher,Mike 4220603,DVB-S2,30000.0,5/6,4080 V,tp 19,,Digicipher,,,,,,False,VA+
4147 Vtp 23North America C,DVB-S28PSK79605/6,,,,,,9.4,,ML240121,DVB-S2,7960.0,5/6,4147 V,tp 23,,,,,,,,False,VA+
4020 Htp 16North America C,DVB-S28PSK300005/6,10,Golf Channel US,,MPEG-4/HD,110.0,102 Eng 104 Spa,PowerVu,,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,Golf Channel US,https://www.lyngsat.com/tvchannels/us/Golf-Channel-US.html,,,False,VA+
4020 Htp 16North America C,DVB-S28PSK300005/6,13,Golf Channel US Alternate,,MPEG-4/HD,410.0,402 Eng 404 Spa,PowerVu,,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,Golf Channel US Alternate,https://www.lyngsat.com/tvchannels/us/Golf-Channel-US-Alternate.html,,,False,VA+
4020 Htp 16North America C,DVB-S28PSK300005/6,15,Universal Kids West,,MPEG-4/HD,610.0,600 Eng,PowerVu,,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,Universal Kids West,https://www.lyngsat.com/tvchannels/us/Universal-Kids-West.html,,,False,VA+
4020 Htp 16North America C,DVB-S28PSK300005/6,16,(NBC feeds),,,710.0,700,PowerVu,,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,,,,,False,VA+
4020 Htp 16North America C,DVB-S28PSK300005/6,17,Telemundo Oeste,,MPEG-4/SD,170.0,171 Spa,PowerVu,,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html,,,False,VA+
4020 Htp 16North America C,DVB-S28PSK300005/6,17,Telemundo Oeste,,MPEG-4/SD,170.0,171 Spa,PowerVu,,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html,,,False,VA+
4140 Htp 22North America C,DVB-S28PSK300005/6,21,Telemundo Oeste,,MPEG-4/HD,210.0,211 Spa,BISS,,DVB-S2,30000.0,5/6,4140 H,tp 22,,BISS,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html,,,False,VA+
4140 Htp 22North America C,DVB-S28PSK300005/6,21,Telemundo Oeste,,MPEG-4/HD,210.0,211 Spa,BISS,,DVB-S2,30000.0,5/6,4140 H,tp 22,,BISS,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html,,,False,VA+
4020 Htp 16North America C,DVB-S28PSK300005/6,18,TV One (USA),,MPEG-4/HD,180.0,181 Eng,PowerVu,,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,TV One (USA),https://www.lyngsat.com/tvchannels/us/TV-One.html,,,False,VA+
4020 Htp 16North America C,DVB-S28PSK300005/6,31,E! West,,MPEG-4/HD,310.0,311 Eng,PowerVu,,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,E! West,https://www.lyngsat.com/tvchannels/us/E-West.html,,,False,VA+
4020 Htp 16North America C,DVB-S28PSK300005/6,81,Oxygen True Crime East,,MPEG-4/HD,810.0,811 Eng,,,DVB-S2,30000.0,5/6,4020 H,tp 16,,,,Oxygen True Crime East,https://www.lyngsat.com/tvchannels/us/Oxygen-True-Crime-East.html,,,False,VA+
4025 Vtp 16North America C,DVB-S28PSK50005/6,,A Más +,,?-1,,9.4,,ML231209,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +
4025 Vtp 16North America C,DVB-S28PSK50005/6,,A Más +,,?-1,,9.4,,ML231209,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +
4025 Vtp 16North America C,DVB-S28PSK50005/6,,A Más +,,?-1,,9.4,,ML231209,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +
4025 Vtp 16North America C,DVB-S28PSK50005/6,1*,A Más +,,HEVC/HD,1131.0,1132 Spa,,,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +
4025 Vtp 16North America C,DVB-S28PSK50005/6,1*,A Más +,,HEVC/HD,1131.0,1132 Spa,,,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +
4025 Vtp 16North America C,DVB-S28PSK50005/6,1*,A Más +,,HEVC/HD,1131.0,1132 Spa,,,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +
4025 Vtp 16North America C,DVB-S28PSK50005/6,2,A Más +,,HEVC/HD,65.0,67 Spa,,,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +
4025 Vtp 16North America C,DVB-S28PSK50005/6,2,A Más +,,HEVC/HD,65.0,67 Spa,,,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +
4025 Vtp 16North America C,DVB-S28PSK50005/6,2,A Más +,,HEVC/HD,65.0,67 Spa,,,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +
