Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
4038 Htp 9Hemi0,DVB-S1600,1.0,Ecuavisa Quito,,?-?MPEG-2/SD,101.0,256 Spa,BISSDirector,NOS482240203,DVB-S,,,4038 H,tp 9,0.0,"BISS,Director",,,,False,
4109 Htp 11Hemi0,DVB-S28PSK96003/4,,,,,,7.9,,J Figueroa221130,DVB-S2,9600.0,3/4,4109 H,tp 11,0.0,,,,,False,
4155 Vtp 12Hemi0,DVB-S28PSK144003/4,,,,,,7.9,,R Chavez231018,DVB-S2,14400.0,3/4,4155 V,tp 12,0.0,,,,,False,
4172 Vtp 12Hemi0,DVB-S28PSK133303/4,,,,,,7.9,,R Chavez231018,DVB-S2,13330.0,3/4,4172 V,tp 12,0.0,,,,,False,
11968 Htp 26North America,,,,,,,,,Cyberham240306,DVB-S2,13330.0,3/4,11968 H,tp 26,,,,,,False,
4109 Htp 11Hemi0,DVB-S28PSK96003/4,8.0,Once México,,MPEG-4/HD,319.0,311 Spa,,,DVB-S2,9600.0,3/4,4109 H,tp 11,0.0,,,Once México,https://www.lyngsat.com/tvchannels/mx/Once-Mexico.html,False,
4109 Htp 11Hemi0,DVB-S28PSK96003/4,8.0,Once México,,MPEG-4/HD,319.0,311 Spa,,,DVB-S2,9600.0,3/4,4109 H,tp 11,0.0,,,Once México,https://www.lyngsat.com/tvchannels/mx/Once-Mexico.html,False,
4109 Htp 11Hemi0,DVB-S28PSK96003/4,8.0,Once México,,MPEG-4/HD,319.0,311 Spa,,,DVB-S2,9600.0,3/4,4109 H,tp 11,0.0,,,Once México,https://www.lyngsat.com/tvchannels/mx/Once-Mexico.html,False,
4109 Htp 11Hemi0,DVB-S28PSK96003/4,8.0,Once México,,MPEG-4/HD,319.0,311 Spa,,,DVB-S2,9600.0,3/4,4109 H,tp 11,0.0,,,Once México,https://www.lyngsat.com/tvchannels/mx/Once-Mexico.html,False,
4155 Vtp 12Hemi0,DVB-S28PSK144003/4,4.0,Once México,,MPEG-2/SD,97.0,102 Spa,,,DVB-S2,14400.0,3/4,4155 V,tp 12,0.0,,,Once México,https://www.lyngsat.com/tvchannels/mx/Once-Mexico.html,False,
4155 Vtp 12Hemi0,DVB-S28PSK144003/4,4.0,Once México,,MPEG-2/SD,97.0,102 Spa,,,DVB-S2,14400.0,3/4,4155 V,tp 12,0.0,,,Once México,https://www.lyngsat.com/tvchannels/mx/Once-Mexico.html,False,
4155 Vtp 12Hemi0,DVB-S28PSK144003/4,4.0,Once México,,MPEG-2/SD,97.0,102 Spa,,,DVB-S2,14400.0,3/4,4155 V,tp 12,0.0,,,Once México,https://www.lyngsat.com/tvchannels/mx/Once-Mexico.html,False,
4155 Vtp 12Hemi0,DVB-S28PSK144003/4,4.0,Once México,,MPEG-2/SD,97.0,102 Spa,,,DVB-S2,14400.0,3/4,4155 V,tp 12,0.0,,,Once México,https://www.lyngsat.com/tvchannels/mx/Once-Mexico.html,False,
4109 Htp 11Hemi0,DVB-S28PSK96003/4,9.0,Once niñas y niños,,MPEG-4/SD,49.0,51 Spa,,,DVB-S2,9600.0,3/4,4109 H,tp 11,0.0,,,Once niñas y niños,https://www.lyngsat.com/tvchannels/mx/Once-ninas-y-ninos.html,False,
4118 Htp 11Hemi0,DVB-S1550,,Grupo Radio Centro,,,,,,R Chavez231024,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,https://www.lyngsat.com/providers/mx/Grupo-Radio-Centro.html,,,True,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,Universal Guadalajara,,,,80 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,Universal Guadalajara,https://www.lyngsat.com/radiochannels/mx/Universal-Guadalajara.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,Universal Monterrey,,,,80 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,Universal Monterrey,https://www.lyngsat.com/radiochannels/mx/Universal-Monterrey.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,Alfa 91.3 FM,,,,83 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,Alfa 91.3 FM,https://www.lyngsat.com/radiochannels/mx/Alfa-913-FM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,Alfa 91.3 FM,,,,83 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,Alfa 91.3 FM,https://www.lyngsat.com/radiochannels/mx/Alfa-913-FM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,El Fonógrafo 690 FM,,,,84 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,El Fonógrafo 690 FM,https://www.lyngsat.com/radiochannels/mx/El-Fonografo-690-FM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,El Fonógrafo 690 FM,,,,84 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,El Fonógrafo 690 FM,https://www.lyngsat.com/radiochannels/mx/El-Fonografo-690-FM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,Radio Centro 1030 AM,,,,84 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,Radio Centro 1030 AM,https://www.lyngsat.com/radiochannels/mx/Radio-Centro-1030-AM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,Radio Centro 1030 AM,,,,84 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,Radio Centro 1030 AM,https://www.lyngsat.com/radiochannels/mx/Radio-Centro-1030-AM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,Radio Red 1110 AM,,,,85 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,Radio Red 1110 AM,https://www.lyngsat.com/radiochannels/mx/Radio-Red-1110-AM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,Radio Red 1110 AM,,,,85 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,Radio Red 1110 AM,https://www.lyngsat.com/radiochannels/mx/Radio-Red-1110-AM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,La Z 107.3 FM,,,,90 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,La Z 107.3 FM,https://www.lyngsat.com/radiochannels/mx/La-Z-1073-FM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,La Z 107.3 FM,,,,90 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,La Z 107.3 FM,https://www.lyngsat.com/radiochannels/mx/La-Z-1073-FM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,Joya 93.7 FM,,,,91 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,Joya 93.7 FM,https://www.lyngsat.com/radiochannels/mx/Joya-937-FM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,Joya 93.7 FM,,,,91 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,Joya 93.7 FM,https://www.lyngsat.com/radiochannels/mx/Joya-937-FM.html,False,Grupo Radio Centro
4118 Htp 11Hemi0,DVB-S1550,,Universal 88.1 FM,,,,92 Spa,,,DVB-S,9600.0,3/4,4118 H,tp 11,0.0,,,Universal 88.1 FM,https://www.lyngsat.com/radiochannels/mx/Universal-881-FM.html,False,Grupo Radio Centro
