Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11820 Vtp 6Mexico,DVB-S30000,,Sky México,,,,,Videoguard,R Imperial220202,DVB-S,,,11820 V,tp 6,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11840 Htp 7Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210305,DVB-S,,,11840 H,tp 7,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11900 Vtp 10Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11900 V,tp 10,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
