Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
11720 Htp 1Mexico,DVB-S30000,,Sky México,,,,,Videoguard,O Ponce240104,DVB-S,,,11720 H,tp 1,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11720 Htp 1Mexico,DVB-S30000,,Sky México,,,,,Videoguard,O Ponce240104,DVB-S,,,11720 H,tp 1,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11720 Htp 1Mexico,DVB-S30000,,Sky México,,,,,Videoguard,O Ponce240104,DVB-S,,,11720 H,tp 1,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11720 Htp 1Mexico,DVB-S30000,,Sky México,,,,,Videoguard,O Ponce240104,DVB-S,,,11720 H,tp 1,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11720 Htp 1Mexico,DVB-S30000,,Sky México,,,,,Videoguard,O Ponce240104,DVB-S,,,11720 H,tp 1,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11720 Htp 1Mexico,DVB-S30000,,Sky México,,,,,Videoguard,O Ponce240104,DVB-S,,,11720 H,tp 1,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11720 Htp 1Mexico,DVB-S30000,,Sky México,,,,,Videoguard,O Ponce240104,DVB-S,,,11720 H,tp 1,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11740 Vtp 2Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11740 V,tp 2,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11760 Htp 3Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11760 H,tp 3,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
11800 Htp 5Mexico,DVB-S30000,,Sky México,,,,,Videoguard,K Matew210211,DVB-S,,,11800 H,tp 5,,Videoguard,,Sky México,https://www.lyngsat.com/packages/Sky-Mexico-79W.html,False,
