Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
10713 Htp 1East MENA,DVB-S231245/6,,(feeds),,,,,,Stanley_cassidy200806,DVB-S2,3124.0,5/6,10713 H,tp 1,,,,,,False,
10718 Htp 1East MENA,DVB-S231245/6,,(feeds),,,,,,Stanley_cassidy200806,DVB-S2,3124.0,5/6,10718 H,tp 1,,,,,,False,
10725 Htp 1East MENA,DVB-S260005/6,,(feeds),,,,,,Stanley_cassidy200806,DVB-S2,6000.0,5/6,10725 H,tp 1,,,,,,False,
10735 Htp 1East MENA,DVB-S260005/6,,(feeds),,,,,,Stanley_cassidy200806,DVB-S2,6000.0,5/6,10735 H,tp 1,,,,,,False,
10742 Htp 1East MENA,DVB-S28PSK31245/6,,(feeds),,,,,,DX Bozóth221127,DVB-S2,3124.0,5/6,10742 H,tp 1,,,,,,False,
10770 Htp 1East MENA,DVB-S28PSK16502/3,,(feeds),,,,,,DX Bozóth120503,DVB-S2,1650.0,2/3,10770 H,tp 1,,,,,,False,
10805 Htp 3East MENA,DVB-S28PSK30005/6,,(feeds),,,,,,N Stanislav221126,DVB-S2,3000.0,5/6,10805 H,tp 3,,,,,,False,
10808 Htp 3East MENA,DVB-S28PSK30005/6,,(feeds),,,,,,N Stanislav221126,DVB-S2,3000.0,5/6,10808 H,tp 3,,,,,,False,
10813 Htp 3East MENA,DVB-S28PSK30005/6,,(feeds),,,,,,DX Bozóth210821,DVB-S2,3000.0,5/6,10813 H,tp 3,,,,,,False,
10816 Htp 3East MENA,DVB-S28PSK30005/6,,(feeds),,,,,,N Stanislav221126,DVB-S2,3000.0,5/6,10816 H,tp 3,,,,,,False,
10819 Htp 3East MENA,DVB-S28PSK30005/6,,(feeds),,,,,,N Stanislav221126,DVB-S2,3000.0,5/6,10819 H,tp 3,,,,,,False,
10882 Htp 5East MENA,DVB-S28PSK31255/6,,(feeds),,,,,,N Stanislav231217,DVB-S2,3125.0,5/6,10882 H,tp 5,,,,,,False,
10886 Htp 5East MENA,DVB-S28PSK31255/6,,(feeds),,,,,,N Stanislav231217,DVB-S2,3125.0,5/6,10886 H,tp 5,,,,,,False,
