Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider
3725 Htp 1C,DVB-S28PSK300003/4,,ETV Network,,1-1,,7.9,Irdeto,KS Naik220929,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,https://www.lyngsat.com/providers/in/ETV-Network.html,,,,,True,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,,ETV Network,,1-1,,7.9,Irdeto,KS Naik220929,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,https://www.lyngsat.com/providers/in/ETV-Network.html,,,,,True,ETV Network
4005 Htp 8C,DVB-S28PSK300003/4,,ETV Network,,1-1,,7.9,Irdeto,N Stanislav240308,DVB-S2,30000.0,3/4,4005 H,tp 8,,Irdeto,https://www.lyngsat.com/providers/in/ETV-Network.html,,,,,True,ETV Network
4005 Htp 8C,DVB-S28PSK300003/4,,ETV Network,,1-1,,7.9,Irdeto,N Stanislav240308,DVB-S2,30000.0,3/4,4005 H,tp 8,,Irdeto,https://www.lyngsat.com/providers/in/ETV-Network.html,,,,,True,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,2.0,News 18 Madhya Pradesh & Chhattisgarh,,MPEG-4/SD,201.0,202,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,News 18 Madhya Pradesh & Chhattisgarh,https://www.lyngsat.com/tvchannels/in/News-18-Madhya-Pradesh-and-Chhattisgarh.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,2.0,News 18 Madhya Pradesh & Chhattisgarh,,MPEG-4/SD,201.0,202,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,News 18 Madhya Pradesh & Chhattisgarh,https://www.lyngsat.com/tvchannels/in/News-18-Madhya-Pradesh-and-Chhattisgarh.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,3.0,News 18 Rajasthan,,MPEG-4/SD,301.0,302 Hin,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,News 18 Rajasthan,https://www.lyngsat.com/tvchannels/in/News-18-Rajasthan.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,3.0,News 18 Rajasthan,,MPEG-4/SD,301.0,302 Hin,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,News 18 Rajasthan,https://www.lyngsat.com/tvchannels/in/News-18-Rajasthan.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,4.0,News 18 Bihar & Jharkhand,,MPEG-4/SD,401.0,4002 Hin,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,News 18 Bihar & Jharkhand,https://www.lyngsat.com/tvchannels/in/News-18-Bihar-and-Jharkhand.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,4.0,News 18 Bihar & Jharkhand,,MPEG-4/SD,401.0,4002 Hin,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,News 18 Bihar & Jharkhand,https://www.lyngsat.com/tvchannels/in/News-18-Bihar-and-Jharkhand.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,5.0,News 18 Jammu Kashmir Ladakh Himachal,,MPEG-4/SD,501.0,502,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,News 18 Jammu Kashmir Ladakh Himachal,https://www.lyngsat.com/tvchannels/in/News-18-Jammu-Kashmir-Ladakh-Himachal.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,7.0,News 18 Odia,,MPEG-4/SD,701.0,702 Ori,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,News 18 Odia,https://www.lyngsat.com/tvchannels/in/News-18-Odia.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,7.0,News 18 Odia,,MPEG-4/SD,701.0,702 Ori,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,News 18 Odia,https://www.lyngsat.com/tvchannels/in/News-18-Odia.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,8.0,Colors Bangla,,MPEG-4/SD,801.0,803 Ben,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Bangla,https://www.lyngsat.com/tvchannels/in/Colors-Bangla.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,9.0,Colors Marathi,,MPEG-4/SD,901.0,902 Mar,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Marathi,https://www.lyngsat.com/tvchannels/in/Colors-Marathi.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,10.0,Colors Kannada,,MPEG-4/SD,1001.0,1002 Kan,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Kannada,https://www.lyngsat.com/tvchannels/in/Colors-Kannada.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,11.0,Colors Infinity,,MPEG-4/HD,1101.0,1102 Eng1103 Eng,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Infinity,https://www.lyngsat.com/tvchannels/in/Colors-Infinity.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,11.0,Colors Infinity,,MPEG-4/HD,1101.0,1102 Eng1103 Eng,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Infinity,https://www.lyngsat.com/tvchannels/in/Colors-Infinity.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,14.0,Colors Infinity,,MPEG-4/SD,1401.0,1402 Eng,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Infinity,https://www.lyngsat.com/tvchannels/in/Colors-Infinity.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,14.0,Colors Infinity,,MPEG-4/SD,1401.0,1402 Eng,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Infinity,https://www.lyngsat.com/tvchannels/in/Colors-Infinity.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,12.0,VH1 India,,MPEG-4/HD,1201.0,1202 Eng,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,VH1 India,https://www.lyngsat.com/tvchannels/us/VH1-India.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,12.0,VH1 India,,MPEG-4/HD,1201.0,1202 Eng,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,VH1 India,https://www.lyngsat.com/tvchannels/us/VH1-India.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,20.0,VH1 India,,MPEG-4/SD,2001.0,2002 Eng,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,VH1 India,https://www.lyngsat.com/tvchannels/us/VH1-India.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,20.0,VH1 India,,MPEG-4/SD,2001.0,2002 Eng,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,VH1 India,https://www.lyngsat.com/tvchannels/us/VH1-India.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,13.0,Colors Cineplex,,MPEG-4/HD,1301.0,1302 Hin1303 Hin,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Cineplex,https://www.lyngsat.com/tvchannels/in/Colors-Cineplex.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,13.0,Colors Cineplex,,MPEG-4/HD,1301.0,1302 Hin1303 Hin,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Cineplex,https://www.lyngsat.com/tvchannels/in/Colors-Cineplex.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,19.0,Colors Cineplex,,MPEG-4/SD,1901.0,1902 Hin,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Cineplex,https://www.lyngsat.com/tvchannels/in/Colors-Cineplex.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,19.0,Colors Cineplex,,MPEG-4/SD,1901.0,1902 Hin,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Cineplex,https://www.lyngsat.com/tvchannels/in/Colors-Cineplex.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,15.0,Colors Gujarati Cinema,,MPEG-4/SD,1501.0,1502 Guj,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Gujarati Cinema,https://www.lyngsat.com/tvchannels/in/Colors-Gujarati-Cinema.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,16.0,Colors Bangla Cinema,,MPEG-4/SD,1601.0,1602 Ben,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Bangla Cinema,https://www.lyngsat.com/tvchannels/in/Colors-Bangla-Cinema.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,17.0,Nick HD+,,MPEG-4/HD,1701.0,1702 Eng,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Nick HD+,https://www.lyngsat.com/tvchannels/us/Nick-HD-.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,18.0,MTV Beats,,MPEG-4/SD,1801.0,1802 Eng,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,MTV Beats,https://www.lyngsat.com/tvchannels/us/MTV-Beats.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,21.0,Colors Odia,,MPEG-4/SD,412.0,413 Ori,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Odia,https://www.lyngsat.com/tvchannels/in/Colors-Odia.html,,,False,ETV Network
3725 Htp 1C,DVB-S28PSK300003/4,22.0,Colors Gujarati,,MPEG-4/SD,422.0,423 Guj,Irdeto,,DVB-S2,30000.0,3/4,3725 H,tp 1,,Irdeto,,Colors Gujarati,https://www.lyngsat.com/tvchannels/in/Colors-Gujarati.html,,,False,ETV Network
3756 Htp 2C,DVB-S28PSK150005/6,,Indiasign,,,,9.4,,N Stanislav230604,DVB-S2,15000.0,5/6,3756 H,tp 2,,,https://www.lyngsat.com/providers/in/Indiasign.html,,,,,True,Indiasign
3756 Htp 2C,DVB-S28PSK150005/6,,Indiasign,,,,9.4,,N Stanislav230604,DVB-S2,15000.0,5/6,3756 H,tp 2,,,https://www.lyngsat.com/providers/in/Indiasign.html,,,,,True,Indiasign
3756 Htp 2C,DVB-S28PSK150005/6,,Indiasign,,,,9.4,,N Stanislav230604,DVB-S2,15000.0,5/6,3756 H,tp 2,,,https://www.lyngsat.com/providers/in/Indiasign.html,,,,,True,Indiasign
3756 Htp 2C,DVB-S28PSK150005/6,,Indiasign,,,,9.4,,N Stanislav230604,DVB-S2,15000.0,5/6,3756 H,tp 2,,,https://www.lyngsat.com/providers/in/Indiasign.html,,,,,True,Indiasign
3776 Htp 2C,DVB-S28PSK112505/6,,Indiasign,,9-4,,9.4,,DX Bozóth230407,DVB-S2,11250.0,5/6,3776 H,tp 2,,,https://www.lyngsat.com/providers/in/Indiasign.html,,,,,True,Indiasign
3776 Htp 2C,DVB-S28PSK112505/6,,Indiasign,,9-4,,9.4,,DX Bozóth230407,DVB-S2,11250.0,5/6,3776 H,tp 2,,,https://www.lyngsat.com/providers/in/Indiasign.html,,,,,True,Indiasign
3776 Htp 2C,DVB-S28PSK112505/6,,Indiasign,,9-4,,9.4,,DX Bozóth230407,DVB-S2,11250.0,5/6,3776 H,tp 2,,,https://www.lyngsat.com/providers/in/Indiasign.html,,,,,True,Indiasign
3776 Htp 2C,DVB-S28PSK112505/6,,Indiasign,,9-4,,9.4,,DX Bozóth230407,DVB-S2,11250.0,5/6,3776 H,tp 2,,,https://www.lyngsat.com/providers/in/Indiasign.html,,,,,True,Indiasign
